idx,text,x,y,font_size,region,status
20,"ctx => ctx.Request.Path.StartsWithSegments(""/api""),",10.0,156.78062822910442,15.309236947791158px,R01,closed-by-stage1-final-coverage
21,apiApp =>,10.0,156.78062822910442,15.309236947791158px,R01,closed-by-stage1-final-coverage
22,{,10.0,156.78062822910442,15.309236947791158px,R01,closed-by-stage1-final-coverage
23,apiApp.UseStatusCodePages(async statusCodeContext =>,10.0,156.78062822910442,15.309236947791158px,R01,closed-by-stage1-final-coverage
24,{,10.0,156.78062822910442,15.309236947791158px,R01,closed-by-stage1-final-coverage
25,var http = statusCodeContext.HttpContext;,10.0,156.78062822910442,15.309236947791158px,R01,closed-by-stage1-final-coverage
26,"// If headers/body already started, can't write a body safely",10.0,156.78062822910442,15.309236947791158px,R01,closed-by-stage1-final-coverage
27,if (http.Response.HasStarted),10.0,156.78062822910442,15.309236947791158px,R01,closed-by-stage1-final-coverage
28,return;,10.0,156.78062822910442,15.309236947791158px,R01,closed-by-stage1-final-coverage
29,var code = http.Response.StatusCode;,10.0,156.78062822910442,15.309236947791158px,R01,closed-by-stage1-final-coverage
30,// Only handle selected status codes,10.0,156.78062822910442,15.309236947791158px,R01,closed-by-stage1-final-coverage
31,if (code is not (,10.0,156.78062822910442,15.309236947791158px,R01,closed-by-stage1-final-coverage
32,StatusCodes.Status404NotFound or,10.0,156.78062822910442,15.309236947791158px,R01,closed-by-stage1-final-coverage
33,StatusCodes.Status405MethodNotAllowed or,10.0,156.78062822910442,15.309236947791158px,R01,closed-by-stage1-final-coverage
34,StatusCodes.Status406NotAcceptable or,10.0,156.78062822910442,15.309236947791158px,R01,closed-by-stage1-final-coverage
35,StatusCodes.Status415UnsupportedMediaType)),10.0,156.78062822910442,15.309236947791158px,R01,closed-by-stage1-final-coverage
36,{,10.0,156.78062822910442,15.309236947791158px,R01,closed-by-stage1-final-coverage
37,return;,10.0,156.78062822910442,15.309236947791158px,R01,closed-by-stage1-final-coverage
38,},10.0,156.78062822910442,15.309236947791158px,R01,closed-by-stage1-final-coverage
39,var factory = http.RequestServices.GetRequiredService<ProblemDetailsFactory>();,10.0,156.78062822910442,15.309236947791158px,R01,closed-by-stage1-final-coverage
40,var pdService = http.RequestServices.GetRequiredService<IProblemDetailsService>();,10.0,156.78062822910442,15.309236947791158px,R01,closed-by-stage1-final-coverage
41,var detail = code switch,10.0,156.78062822910442,15.309236947791158px,R01,closed-by-stage1-final-coverage
42,{,10.0,156.78062822910442,15.309236947791158px,R01,closed-by-stage1-final-coverage
43,StatusCodes.Status404NotFound =>,10.0,156.78062822910442,15.309236947791158px,R01,closed-by-stage1-final-coverage
44,"""Endpoint not found."",",10.0,156.78062822910442,15.309236947791158px,R01,closed-by-stage1-final-coverage
45,StatusCodes.Status405MethodNotAllowed =>,10.0,156.78062822910442,15.309236947791158px,R01,closed-by-stage1-final-coverage
46,"""HTTP method not allowed for this endpoint."",",10.0,156.78062822910442,15.309236947791158px,R01,closed-by-stage1-final-coverage
47,StatusCodes.Status406NotAcceptable =>,10.0,156.78062822910442,15.309236947791158px,R01,closed-by-stage1-final-coverage
48,"""The requested response media type is not acceptable. Check the Accept header."",",10.0,156.78062822910442,15.309236947791158px,R01,closed-by-stage1-final-coverage
49,StatusCodes.Status415UnsupportedMediaType =>,10.0,156.78062822910442,15.309236947791158px,R01,closed-by-stage1-final-coverage
50,"""The request media type is unsupported. Check the Content-Type header."",",10.0,156.78062822910442,15.309236947791158px,R01,closed-by-stage1-final-coverage
51,_ => null,10.0,156.78062822910442,15.309236947791158px,R01,closed-by-stage1-final-coverage
52,};,10.0,156.78062822910442,15.309236947791158px,R01,closed-by-stage1-final-coverage
53,var pd = factory.CreateProblemDetails(,10.0,156.78062822910442,15.309236947791158px,R01,closed-by-stage1-final-coverage
54,"httpContext: http,",10.0,156.78062822910442,15.309236947791158px,R01,closed-by-stage1-final-coverage
55,"statusCode: code,",10.0,156.78062822910442,15.309236947791158px,R01,closed-by-stage1-final-coverage
56,"title: ReasonPhrases.GetReasonPhrase(code),",10.0,156.78062822910442,15.309236947791158px,R01,closed-by-stage1-final-coverage
57,"type: $""https://httpstatuses.com/{code}"",",10.0,156.78062822910442,15.309236947791158px,R01,closed-by-stage1-final-coverage
58,"detail: detail,",10.0,156.78062822910442,15.309236947791158px,R01,closed-by-stage1-final-coverage
59,instance: http.Request.Path,10.0,156.78062822910442,15.309236947791158px,R01,closed-by-stage1-final-coverage
60,);,10.0,156.78062822910442,15.309236947791158px,R01,closed-by-stage1-final-coverage
61,// Safe writer (content-negotiates across registered ProblemDetails writers),10.0,156.78062822910442,15.309236947791158px,R01,closed-by-stage1-final-coverage
62,var written = await pdService.TryWriteAsync(new ProblemDetailsContext,10.0,156.78062822910442,15.309236947791158px,R01,closed-by-stage1-final-coverage
63,{,10.0,156.78062822910442,15.309236947791158px,R01,closed-by-stage1-final-coverage
64,"HttpContext = http,",10.0,156.78062822910442,15.309236947791158px,R01,closed-by-stage1-final-coverage
65,ProblemDetails = pd,10.0,156.78062822910442,15.309236947791158px,R01,closed-by-stage1-final-coverage
66,});,10.0,156.78062822910442,15.309236947791158px,R01,closed-by-stage1-final-coverage
67,if (!written),10.0,156.78062822910442,15.309236947791158px,R01,closed-by-stage1-final-coverage
68,{,10.0,156.78062822910442,15.309236947791158px,R01,closed-by-stage1-final-coverage
69,// Fallback if no ProblemDetails writer is registered for the request,10.0,156.78062822910442,15.309236947791158px,R01,closed-by-stage1-final-coverage
70,"http.Response.ContentType = ""application/problem+json; charset=utf-8"";",10.0,156.78062822910442,15.309236947791158px,R01,closed-by-stage1-final-coverage
71,await http.Response.WriteAsJsonAsync(pd);,10.0,156.78062822910442,15.309236947791158px,R01,closed-by-stage1-final-coverage
72,},10.0,156.78062822910442,15.309236947791158px,R01,closed-by-stage1-final-coverage
73,});,10.0,156.78062822910442,15.309236947791158px,R01,closed-by-stage1-final-coverage
74,});,10.0,156.78062822910442,15.309236947791158px,R01,closed-by-stage1-final-coverage
75,app.MapControllers();,10.0,156.78062822910442,15.309236947791158px,R01,closed-by-stage1-final-coverage
76,app.Run();,10.0,156.78062822910442,15.309236947791158px,R01,closed-by-stage1-final-coverage
77,STATUSCODEPAGES WITH ADDPROBLEMDETAILS,4476.216176993755,10.0,63.010389422892686px,R03,closed-by-stage1-final-coverage
