region_source_id,source_id,image_use_id,fileId_short,region,x,y,width,height,status,readability,confidence,topic,summary,nearest_labels,notes
R01-S042,S-046,IU-046,b09fefb393,R01,14289.555280116525,3996.1022415824136,984.0,436.0,processed-in-r01-v001,medium-high,high for boundary; medium-high for exact code/details,SqlBulkCopyOptions.TableLock and locking behavior,Explains table-lock behavior as a performance/locking tradeoff and separates the option from broader staging-table and logging concerns left for R02.,tablelock example flows | how tablelock actually | nullable values handling,Verified from contact sheet/source image. Preserved PNG remains source of truth for exact code punctuation.
R01-S043,S-048,IU-048,3bfa0a30a4,R01,6141.652725028009,4084.7229619901464,970.0,375.0,processed-in-r01-v001,medium-high,high for boundary; medium-high for exact code/details,Core SqlBulkCopy option/source-data note,Part of the main SqlBulkCopy API/options/type-mapping road; preserved PNG is the source of truth for exact code/details.,can stream | batches internally | less ef core overhead,Verified from contact sheet/source image. Preserved PNG remains source of truth for exact code punctuation.
R01-S044,S-049,IU-049,96e481ad3d,R01,9005.393666396174,4132.067745343325,885.0,463.0,processed-in-r01-v001,medium-high,high for boundary; medium-high for exact code/details,Core SqlBulkCopy option/source-data note,Part of the main SqlBulkCopy API/options/type-mapping road; preserved PNG is the source of truth for exact code/details.,datarow[] | idatareader,Verified from contact sheet/source image. Preserved PNG remains source of truth for exact code punctuation.
R01-S045,S-050,IU-050,32cbd02d89,R01,12983.218690379083,4165.832951092305,984.0,316.0,processed-in-r01-v001,medium-high,high for boundary; medium-high for exact code/details,Null/default handling and type mapping,Covers how NULL/default values and C# to SQL Server type compatibility affect bulk insert results.,keepnuls (fuck defaults),Verified from contact sheet/source image. Preserved PNG remains source of truth for exact code punctuation.
R01-S046,S-051,IU-051,408bb4ccae,R01,15377.135986489686,4437.036829003244,904.0,482.0,processed-in-r01-v001,medium-high,high for boundary; medium-high for exact code/details,SqlBulkCopyOptions.TableLock and locking behavior,Explains table-lock behavior as a performance/locking tradeoff and separates the option from broader staging-table and logging concerns left for R02.,tablelock example flows | nullable values handling | how tablelock actually,Verified from contact sheet/source image. Preserved PNG remains source of truth for exact code punctuation.
R01-S047,S-052,IU-052,3c0c07723b,R01,11762.382068281291,4439.668232398328,950.0,332.0,processed-in-r01-v001,medium-high,high for boundary; medium-high for exact code/details,Null/default handling and type mapping,Covers how NULL/default values and C# to SQL Server type compatibility affect bulk insert results.,bulkcopytimeout | keepnuls (fuck defaults) | enable streaming | batchsize,Verified from contact sheet/source image. Preserved PNG remains source of truth for exact code punctuation.
R01-S048,S-054,IU-054,7188aed67d,R01,14287.483895141635,4446.713259445367,1031.0,327.0,processed-in-r01-v001,medium-high,high for boundary; medium-high for exact code/details,SqlBulkCopyOptions.TableLock and locking behavior,Explains table-lock behavior as a performance/locking tradeoff and separates the option from broader staging-table and logging concerns left for R02.,tablelock example flows | how tablelock actually | nullable values handling,Verified from contact sheet/source image. Preserved PNG remains source of truth for exact code punctuation.
R01-S049,S-058,IU-058,812eac0048,R01,12983.255636993666,4507.88843883102,978.0,343.0,processed-in-r01-v001,medium-high,high for boundary; medium-high for exact code/details,Null/default handling and type mapping,Covers how NULL/default values and C# to SQL Server type compatibility affect bulk insert results.,keepnuls (fuck defaults),Verified from contact sheet/source image. Preserved PNG remains source of truth for exact code punctuation.
R01-S050,S-059,IU-059,86910a0b1c,R01,6149.511668086903,4613.915363582697,983.0,412.0,processed-in-r01-v001,medium-high,high for boundary; medium-high for exact code/details,Core SqlBulkCopy option/source-data note,Part of the main SqlBulkCopy API/options/type-mapping road; preserved PNG is the source of truth for exact code/details.,batches internally | can stream,Verified from contact sheet/source image. Preserved PNG remains source of truth for exact code punctuation.
R01-S051,S-060,IU-060,48dc73fef9,R01,9009.763933003387,4732.952348990411,916.0,289.0,processed-in-r01-v001,medium-high,high for boundary; medium-high for exact code punctuation,Core SqlBulkCopy option/source-data note,Part of the main SqlBulkCopy API/options/type-mapping road; preserved PNG is the source of truth for exact code/details.,datarow[] | when datarow[] | datarow[] usage,Verified from contact sheet/source image. Preserved PNG remains source of truth for exact code punctuation.
R01-S052,S-061,IU-061,a4461e403f,R01,10693.287605822756,4854.820138817782,903.0,482.0,processed-in-r01-v001,medium-high,high for boundary; medium-high for exact code/details,Core SqlBulkCopy option/source-data note,Part of the main SqlBulkCopy API/options/type-mapping road; preserved PNG is the source of truth for exact code/details.,for too long | enable streaming | bulkcopytimeout,Verified from contact sheet/source image. Preserved PNG remains source of truth for exact code punctuation.
R01-S053,S-062,IU-062,eee9746906,R01,11746.899933228844,4865.118006013387,814.0,482.0,processed-in-r01-v001,medium-high,high for boundary; medium-high for exact code/details,Null/default handling and type mapping,Covers how NULL/default values and C# to SQL Server type compatibility affect bulk insert results.,enable streaming | bulkcopytimeout | notify after | keepnuls (fuck defaults),Verified from contact sheet/source image. Preserved PNG remains source of truth for exact code punctuation.
R01-S054,S-066,IU-066,2f6131a62d,R01,12983.311192549223,4977.406979955153,969.0,441.0,processed-in-r01-v001,medium-high,high for boundary; medium-high for exact code/details,Null/default handling and type mapping,Covers how NULL/default values and C# to SQL Server type compatibility affect bulk insert results.,keepnuls (fuck defaults) | ckeckconstraints,Verified from contact sheet/source image. Preserved PNG remains source of truth for exact code punctuation.
R01-S055,S-067,IU-067,97f37137ce,R01,6147.4858009907875,5136.0691627864235,962.0,463.0,processed-in-r01-v001,medium-high,high for boundary; medium-high for exact code/details,Core SqlBulkCopy option/source-data note,Part of the main SqlBulkCopy API/options/type-mapping road; preserved PNG is the source of truth for exact code/details.,can reduce trans log overhead | batches internally,Verified from contact sheet/source image. Preserved PNG remains source of truth for exact code punctuation.
R01-S056,S-068,IU-068,dcdb7da0ae,R01,9825.13888337917,5269.750275580662,757.0,247.0,processed-in-r01-v001,medium-high,high for boundary; medium-high for exact code punctuation,Core SqlBulkCopy option/source-data note,Part of the main SqlBulkCopy API/options/type-mapping road; preserved PNG is the source of truth for exact code/details.,when datarow[],Verified from contact sheet/source image. Preserved PNG remains source of truth for exact code punctuation.
R01-S057,S-069,IU-069,363b34b422,R01,8782.47204377956,5270.916993109955,927.0,196.0,processed-in-r01-v001,medium-high,high for boundary; medium-high for exact code punctuation,Core SqlBulkCopy option/source-data note,Part of the main SqlBulkCopy API/options/type-mapping road; preserved PNG is the source of truth for exact code/details.,datarow[] usage | when datarow[] | datarow[],Verified from contact sheet/source image. Preserved PNG remains source of truth for exact code punctuation.
R01-S058,S-070,IU-070,8ce86d4ebf,R01,10698.02683038293,5339.2727060242705,857.0,110.0,processed-in-r01-v001,medium-high,high for boundary; medium for exact code punctuation,Core SqlBulkCopy option/source-data note,Part of the main SqlBulkCopy API/options/type-mapping road; preserved PNG is the source of truth for exact code/details.,enable streaming | notify after | for too long,Verified from contact sheet/source image. Preserved PNG remains source of truth for exact code punctuation.
R01-S059,S-072,IU-072,705ff5827b,R01,12989.552023712416,5412.610728870082,918.0,258.0,processed-in-r01-v001,medium-high,high for boundary; medium-high for exact code punctuation,Null/default handling and type mapping,Covers how NULL/default values and C# to SQL Server type compatibility affect bulk insert results.,ckeckconstraints | keepnuls (fuck defaults),Verified from contact sheet/source image. Preserved PNG remains source of truth for exact code punctuation.
R01-S060,S-073,IU-073,ad11901e67,R01,11732.003206420497,5447.668232398328,955.0,396.0,processed-in-r01-v001,medium-high,high for boundary; medium-high for exact code/details,Core SqlBulkCopy option/source-data note,Part of the main SqlBulkCopy API/options/type-mapping road; preserved PNG is the source of truth for exact code/details.,notify after | enable streaming | ckeckconstraints,Verified from contact sheet/source image. Preserved PNG remains source of truth for exact code punctuation.
R01-S061,S-074,IU-074,28011f50d9,R01,10711.865368526645,5483.486803789028,791.0,482.0,processed-in-r01-v001,medium-high,high for boundary; medium-high for exact code/details,Core SqlBulkCopy option/source-data note,Part of the main SqlBulkCopy API/options/type-mapping road; preserved PNG is the source of truth for exact code/details.,notify after | enable streaming,Verified from contact sheet/source image. Preserved PNG remains source of truth for exact code punctuation.
R01-S062,S-075,IU-075,74bbd18efc,R01,8784.805478838154,5495.250313727631,989.0,164.0,processed-in-r01-v001,medium-high,high for boundary; medium for exact code punctuation,Core SqlBulkCopy option/source-data note,Part of the main SqlBulkCopy API/options/type-mapping road; preserved PNG is the source of truth for exact code/details.,datarow[] usage | when datarow[],Verified from contact sheet/source image. Preserved PNG remains source of truth for exact code punctuation.
R01-S063,S-077,IU-077,b34923193e,R01,9801.472064124613,5555.083697923599,883.0,291.0,processed-in-r01-v001,medium-high,high for boundary; medium-high for exact code punctuation,Core SqlBulkCopy option/source-data note,Part of the main SqlBulkCopy API/options/type-mapping road; preserved PNG is the source of truth for exact code/details.,when datarow[],Verified from contact sheet/source image. Preserved PNG remains source of truth for exact code punctuation.
R01-S064,S-078,IU-078,989ec03a95,R01,8771.576966384488,5689.427460639252,789.0,482.0,processed-in-r01-v001,medium-high,high for boundary; medium-high for exact code/details,Core SqlBulkCopy option/source-data note,Part of the main SqlBulkCopy API/options/type-mapping road; preserved PNG is the source of truth for exact code/details.,datarow[] usage,Verified from contact sheet/source image. Preserved PNG remains source of truth for exact code punctuation.
R01-S065,S-079,IU-079,16054aaae6,R01,6122.678303453489,5716.543537410822,1010.0,377.0,processed-in-r01-v001,medium-high,high for boundary; medium-high for exact code/details,Core SqlBulkCopy option/source-data note,Part of the main SqlBulkCopy API/options/type-mapping road; preserved PNG is the source of truth for exact code/details.,can reduce trans log overhead,Verified from contact sheet/source image. Preserved PNG remains source of truth for exact code punctuation.
R01-S066,S-080,IU-080,e335f13dad,R01,12999.916817960137,5781.93593774595,918.0,482.0,processed-in-r01-v001,medium-high,high for boundary; medium-high for exact code/details,Constraints/triggers bulk-copy options,Covers option flags that decide whether SQL Server checks constraints and fires triggers during bulk copy.,ckeckconstraints | firetriggers,Verified from contact sheet/source image. Preserved PNG remains source of truth for exact code punctuation.
R01-S067,S-081,IU-081,b870b75564,R01,11713.452317647423,5926.93618783157,830.0,482.0,processed-in-r01-v001,medium-high,high for boundary; medium-high for exact code/details,Core SqlBulkCopy option/source-data note,Part of the main SqlBulkCopy API/options/type-mapping road; preserved PNG is the source of truth for exact code/details.,notify after,Verified from contact sheet/source image. Preserved PNG remains source of truth for exact code punctuation.
R01-S068,S-082,IU-082,5ffd62fe0c,R01,6127.575801951087,6103.59483511215,1072.0,407.0,processed-in-r01-v001,medium-high,high for boundary; medium-high for exact code/details,Core SqlBulkCopy option/source-data note,Part of the main SqlBulkCopy API/options/type-mapping road; preserved PNG is the source of truth for exact code/details.,can reduce trans log overhead,Verified from contact sheet/source image. Preserved PNG remains source of truth for exact code punctuation.
R01-S069,S-083,IU-083,9489ce39c4,R01,13004.977994849569,6285.684757732934,979.0,340.0,processed-in-r01-v001,medium-high,high for boundary; medium-high for exact code/details,Constraints/triggers bulk-copy options,Covers option flags that decide whether SQL Server checks constraints and fires triggers during bulk copy.,firetriggers,Verified from contact sheet/source image. Preserved PNG remains source of truth for exact code punctuation.
