use_id,image_id,filename,sha256_12,region_id,x,y,width,height,opacity,duplicate_of_use_id,nearest_text_ids,nearest_captions,status
IU-015,image-107049bc0846c20840ac22795487c777a0deb168,b824e4470d95.png,b824e4470d95,R03,5727.899450341172,589.3731473877051,969.0,394.0,1.0,,T-002|T-001,why does authed causes rerenders|why we need to return unsubscribe from subscribe,pending_transcript
IU-016,image-179bd24391fb5e8d21ab3c1ccffc595f912c5881,f2e027d7a7e1.png,f2e027d7a7e1,R01,10.0,10.0,1002.0,458.0,1.0,,T-002|T-001,why does authed causes rerenders|why we need to return unsubscribe from subscribe,pending_transcript
IU-017,image-fa86068c2287fde65e41e5772750904b4ee7c523,1c26487c3d4f.png,1c26487c3d4f,R01,317.32061978955244,4711.839907999849,918.0,292.0,1.0,,T-001|T-002,why we need to return unsubscribe from subscribe|why does authed causes rerenders,pending_transcript
IU-018,image-c072a734b85d6e6a937b77f841a9b1a2b14d3ada,cf975753d92a.png,cf975753d92a,R01,250.8205587543962,4324.173282023286,987.0,362.0,1.0,,T-001|T-002,why we need to return unsubscribe from subscribe|why does authed causes rerenders,pending_transcript
IU-019,image-95362fb2210592587b032d1a7bd1a028ff1479d0,1b7bf4122686.png,1b7bf4122686,R01,266.88313794303576,3812.461490031099,729.0,482.0,1.0,,T-001|T-002,why we need to return unsubscribe from subscribe|why does authed causes rerenders,pending_transcript
IU-020,image-4ba1409d8cc20874f979c1a7e471c667d172a81c,05150bc07527.png,05150bc07527,R01,256.4318461892926,3484.617770548677,702.0,314.0,1.0,,T-002|T-001,why does authed causes rerenders|why we need to return unsubscribe from subscribe,pending_transcript
IU-021,image-9b25da03e83e559b8a797aa0e7e77017173f84cc,e5950351509a.png,e5950351509a,R01,174.43172411898013,3029.9511140545364,954.0,450.0,1.0,,T-002|T-001,why does authed causes rerenders|why we need to return unsubscribe from subscribe,pending_transcript
IU-022,image-6ba032044b1d1a53b5c297f042dfc0ed0d7174f8,3cabc10368ca.png,3cabc10368ca,R01,194.3233702468333,2830.892922361534,813.0,170.0,1.0,,T-002|T-001,why does authed causes rerenders|why we need to return unsubscribe from subscribe,pending_transcript
IU-023,image-4d52c2b753060a01902f0fc2af982a2eac681999,b838dcc4dcd3.png,b838dcc4dcd3,R01,110.43441354110291,2390.448444008667,963.0,442.0,1.0,,T-002|T-001,why does authed causes rerenders|why we need to return unsubscribe from subscribe,pending_transcript
IU-024,image-c76e8f6fc2b1bc10f5b5906edad91f50809d4c72,23851bd8a754.png,23851bd8a754,R01,135.4345763015208,2200.726220091019,761.0,195.0,1.0,,T-002|T-001,why does authed causes rerenders|why we need to return unsubscribe from subscribe,pending_transcript
IU-025,image-09c95df6c1d43554dbfe12594594735b7ec84b87,0fe9e5f9a15f.png,0fe9e5f9a15f,R01,106.60120227808329,1722.2262811261753,872.0,456.0,1.0,,T-002|T-001,why does authed causes rerenders|why we need to return unsubscribe from subscribe,pending_transcript
IU-026,image-c520d8c5a1072f78799f44b0e7c8e8a22b01fd3d,f7b359a831c6.png,f7b359a831c6,R01,100.10120227808329,1411.392968137894,813.0,299.0,1.0,,T-002|T-001,why does authed causes rerenders|why we need to return unsubscribe from subscribe,pending_transcript
IU-027,image-40190992e360eb5629a264430623acfcb8da177c,da7090147496.png,da7090147496,R01,74.12222622517766,995.7977001305844,995.0,408.0,1.0,,T-002|T-001,why does authed causes rerenders|why we need to return unsubscribe from subscribe,pending_transcript
IU-028,image-ed96d421bbe9474040fcac93c6495c9b425577d9,80f04f3876ea.png,80f04f3876ea,R01,30.286205165142746,529.3347734778799,989.0,424.0,1.0,,T-002|T-001,why does authed causes rerenders|why we need to return unsubscribe from subscribe,pending_transcript
IU-029,image-9e0b77158e6a453fec4c218ae2760ba6176076b0,66256e4a5133.png,66256e4a5133,R04,2331.197584369694,6792.019353454696,888.0,281.0,1.0,,T-001|T-002,why we need to return unsubscribe from subscribe|why does authed causes rerenders,pending_transcript
IU-030,image-4d8c136376b495360d770a2b98d244c8e2e65f98,183c55e9cbdf.png,183c55e9cbdf,R04,2305.8642103462566,6431.019231384384,784.0,339.0,1.0,,T-001|T-002,why we need to return unsubscribe from subscribe|why does authed causes rerenders,pending_transcript
IU-031,image-ba923cd76fa25e34680538c9fc695209fd8d97ef,743c643054d7.png,743c643054d7,R04,2254.849848542212,5907.362981384384,891.0,482.0,1.0,,T-001|T-002,why we need to return unsubscribe from subscribe|why does authed causes rerenders,pending_transcript
IU-032,image-d8ee967686fb0fc82b4eeeb1ddb8007544943592,583975c08898.png,583975c08898,R02,2047.880921801471,3211.009857886038,926.0,389.0,1.0,,T-002|T-001,why does authed causes rerenders|why we need to return unsubscribe from subscribe,pending_transcript
IU-033,image-feb70783e8eeb58797c056ea4bd7d17f43afac7c,608c50f38929.png,608c50f38929,R02,2025.536945099462,2787.0176732924774,997.0,430.0,1.0,,T-002|T-001,why does authed causes rerenders|why we need to return unsubscribe from subscribe,pending_transcript
IU-034,image-7aef13af7ea789f4077d63563a091b75deb1a81f,1c01f05acc7b.png,1c01f05acc7b,R04,2091.433886753728,4898.787524250438,919.0,409.0,1.0,,T-001|T-002,why we need to return unsubscribe from subscribe|why does authed causes rerenders,pending_transcript
IU-035,image-2b621248d8c71d013e4f63d8979c07e12cd75c97,90a474b8262a.png,90a474b8262a,R02,2034.1218828474782,4368.480427314986,973.0,482.0,1.0,,T-001|T-002,why we need to return unsubscribe from subscribe|why does authed causes rerenders,pending_transcript
IU-036,image-9571f830ce1f827c4b3c66b03d165178c8528e41,28f187da0d38.png,28f187da0d38,R02,2037.4098737793981,4112.398590796198,932.0,204.0,1.0,,T-002|T-001,why does authed causes rerenders|why we need to return unsubscribe from subscribe,pending_transcript
IU-037,image-ebdfd6eea8762c07c400c120acec39b10751fa31,d2c02cd45c97.png,d2c02cd45c97,R01,2037.9576730260499,3933.5837578968913,857.0,148.0,1.0,,T-002|T-001,why does authed causes rerenders|why we need to return unsubscribe from subscribe,pending_transcript
