source_id,image_use_id,symbol_id,sha256,sha1,x,y,width,height,pixel_width,pixel_height,region_id,previously_present,restored,coverage_status,assignment_count,asset_path,evidence
S-011,IU-011,image-e8160cb40f66946f7f24580a1a05e872f52a11bc,13e1e2057404d498978d76a5b15028b993c051ba3db0ea1869c83aa2eff01cc7,89beb7951ecaf6256e2ec2ba411a80188e5046bf,4636.104967367041,2184.0392679057004,899.0,234.0,899,234,R01,True,False,processed-semantic-transcript,1,assets/source-images-complete-v002/S-011__13e1e20574.png,"Visually reviewed screenshot assigned to R01: Core flow, keys, token verification, hostname, and purpose"
S-012,IU-012,image-d93e896685c6f178a5591c4abcccf2528b001bcf,c15e615ae8aca94ac72e98b33ff8b43d3e73b55375303ff9e4981db4f26ddd09,b931399f71f9db33df59a430f98777e5d05c38b8,7996.893757147433,2242.1958788047014,927.0,377.0,927,377,R01,True,False,processed-semantic-transcript,1,assets/source-images-complete-v002/S-012__c15e615ae8.png,"Visually reviewed screenshot assigned to R01: Core flow, keys, token verification, hostname, and purpose"
S-013,IU-013,image-f9658bba7edb3e014028f0d9869ed7997a2b28a9,6ea147b9ed86b8c615ef29903a66d52a5e7115a135c0b28e498c2acf2749eb87,fdddd2aca5959d24c84704560f09e1e3a19728f6,4654.583793254088,2445.986442583471,939.0,294.0,939,294,R01,True,False,processed-semantic-transcript,1,assets/source-images-complete-v002/S-013__6ea147b9ed.png,"Visually reviewed screenshot assigned to R01: Core flow, keys, token verification, hostname, and purpose"
S-014,IU-014,image-faf2b79fdd017adf77657de048a3e3a1bef7194a,61689add213956e183499bb8004fff68c7d0d479bc2f30b2255572a7f6e74f03,812a04a0aff793b9adcacdc12be6c53453b57f52,10.0,2492.5546736291435,908.0,106.0,908,106,R01,True,False,processed-semantic-transcript,1,assets/source-images-complete-v002/S-014__61689add21.png,"Visually reviewed screenshot assigned to R01: Core flow, keys, token verification, hostname, and purpose"
S-015,IU-015,image-4cc3af8814f806f9a4b606524542a1dce3f98f31,aa7f2afb3366b1973b3044627495f3df1d19e253434d513d9f89465a1c06211f,2d8210a84b71fd5a081e99c91e19584697b0f612,7994.360457501664,2637.686021904421,955.0,333.0,955,333,R01,True,False,processed-semantic-transcript,1,assets/source-images-complete-v002/S-015__aa7f2afb33.png,"Visually reviewed screenshot assigned to R01: Core flow, keys, token verification, hostname, and purpose"
S-016,IU-016,image-9284bbd1a39585b853ae6a825caa161f227808ce,04178a861089e5b04ab0f5859d76f261d177b634b25da2adc956bf806294415c,45dfafabafcb210d324564b8f33fda93df9f61e5,4650.910177752837,2775.6534771116603,787.0,361.0,787,361,R01,True,False,processed-semantic-transcript,1,assets/source-images-complete-v002/S-016__04178a8610.png,"Visually reviewed screenshot assigned to R01: Core flow, keys, token verification, hostname, and purpose"
S-017,IU-017,image-808ad7a5b6047332f9508cfba70cf4f38254c9a6,060dff727deb96f01f5fb83f81dda565eef6c13350b1cf49121e61942abc48b9,030aec34312521083a0b4b121c7ab28e6c5569fd,1800.002571971654,2829.7974046509044,1041.0,221.0,1041,221,R01,True,False,processed-semantic-transcript,1,assets/source-images-complete-v002/S-017__060dff727d.png,"Visually reviewed screenshot assigned to R01: Core flow, keys, token verification, hostname, and purpose"
S-018,IU-018,image-330d4855292d96a3af4bfa5f245a6befb7e0e792,ed7d4fd6ec69cdafe6a3fe7fe040be7fc093ef0dde4a2fe983e6041b8eaf5e58,c37b7118100edc7139f873aebf4b402f2f69b94b,7969.30795017507,2988.3666116950735,992.0,395.0,992,395,R01,True,False,processed-semantic-transcript,1,assets/source-images-complete-v002/S-018__ed7d4fd6ec.png,"Visually reviewed screenshot assigned to R01: Core flow, keys, token verification, hostname, and purpose"
S-019,IU-019,image-2223732f3870b863f742600632f411565d0b2e37,03045fa5b118184dc08637c39fec7f4cd52f2a0a9d592ceb510081e814996554,4cfdc8a4b062fb23a10149357e658879d1b226c5,4584.957961498497,3155.2302370555735,877.0,241.0,877,241,R01,True,False,processed-semantic-transcript,1,assets/source-images-complete-v002/S-019__03045fa5b1.png,"Visually reviewed screenshot assigned to R01: Core flow, keys, token verification, hostname, and purpose"
S-020,IU-020,image-e75d68b5ededb1d154b634f46f43dee2ad943624,e40a7a15696b19d2c95598b99a6932135c718621d5ebcdc83b13fb9c87b9e22b,1c6ebbe47b08bb34f944c7d5b17caf9c37a2c91c,7975.926756845507,3396.1574818286463,946.0,464.0,946,464,R01,True,False,processed-semantic-transcript,1,assets/source-images-complete-v002/S-020__e40a7a1569.png,"Visually reviewed screenshot assigned to R01: Core flow, keys, token verification, hostname, and purpose"
S-021,IU-021,image-4ca6ce2a73aead9c53f719aa81654a6400293a83,5db136f06f55f9d456532ebc7048708863863bf850aa4e18d2441d2bd0e74364,328cb242d645366753ff1e1d982a6fceac9543a0,4712.83733176541,3464.0354042055587,989.0,167.0,989,167,R01,True,False,processed-semantic-transcript,1,assets/source-images-complete-v002/S-021__5db136f06f.png,"Visually reviewed screenshot assigned to R01: Core flow, keys, token verification, hostname, and purpose"
S-022,IU-022,image-74198633188b91d3d1287c41fe52c310b6dfeed8,b50df11299b96bcaa7e2aa06595f57acc390e59cc3911da81259fe2a6f278f58,8c5ace9f4d44a85aadd40edf29d9b306f355d414,4689.549432205659,3663.760272309246,960.0,430.0,960,430,R02,True,False,processed-semantic-transcript,1,assets/source-images-complete-v002/S-022__b50df11299.png,Visually reviewed screenshot assigned to R02: reCAPTCHA v2 Razor and React integration with verification service
S-023,IU-023,image-f6ad5f530d94f356e53a65ebb0e5fe22b7f122c6,9b4cfd2d85297dfbffa896126166a1f33055145f62d30957fdfdd4664e2a746c,cbb378d01cc28ff2f872667ef1cb02fd9f165593,2163.785984631736,3684.888963489564,1000.0,295.0,1000,295,R02,True,False,processed-semantic-transcript,1,assets/source-images-complete-v002/S-023__9b4cfd2d85.png,Visually reviewed screenshot assigned to R02: reCAPTCHA v2 Razor and React integration with verification service
S-024,IU-024,image-81987b324db6e4c3ca1759396524431e9e58366d,7cc9d778246a40c66fffb709436644c940ac294b156e109a54509c9d9e69d66f,0763e52edc2a16072db9f9c05474bd8a7f87b5e1,7961.669935823806,3894.0865162873306,1004.0,356.0,1004,356,R02,True,False,processed-semantic-transcript,1,assets/source-images-complete-v002/S-024__7cc9d77824.png,Visually reviewed screenshot assigned to R02: reCAPTCHA v2 Razor and React integration with verification service
S-025,IU-025,image-12d765e0aa0d93c2cadba01bb2a95b4fbce709d6,4aea2e2fa63232495df23857b9f4c1855fa13f8478f2a13c60a5fd178510c903,59a582131a0286a3c4f1f9e8cafbea90e3cd5d06,2277.0559613202304,4030.4713864559053,753.0,482.0,954,611,R02,True,False,processed-semantic-transcript,1,assets/source-images-complete-v002/S-025__4aea2e2fa6.png,Visually reviewed screenshot assigned to R02: reCAPTCHA v2 Razor and React integration with verification service
S-026,IU-026,image-491e6ead16a2dda74ff2529ef7cb65cc5f2c28ce,f16ab9e8e9261a6446a6c8507a4637c3f47bbd6dbae64f13e00660cacb8a022f,9a5a2281aa4350ec3f32e3e3aa86e570472d5c83,4718.934141490513,4107.64488769387,932.0,373.0,932,373,R02,True,False,processed-semantic-transcript,1,assets/source-images-complete-v002/S-026__f16ab9e8e9.png,Visually reviewed screenshot assigned to R02: reCAPTCHA v2 Razor and React integration with verification service
S-027,IU-027,image-54feca23b3d34c83cba8fb6429596fe0e9076502,0aa24c6edd08c51783266b5abe7f88ef0e594e054324555fd2774f54bd547e76,9336f74dd53609292753125f420c0ca31057744f,7936.012563817869,4283.601132757609,1016.0,455.0,1016,455,R02,True,False,processed-semantic-transcript,1,assets/source-images-complete-v002/S-027__0aa24c6edd.png,Visually reviewed screenshot assigned to R02: reCAPTCHA v2 Razor and React integration with verification service
S-028,IU-028,image-17dbcfec02f470e411851b72dbffc884a9e58818,2abc92a97e676750b0737d1fb8f0fb262338a60d0aea9e4323b7af33a801f50b,4a0a4fe85700bd8d8f4bb0885e5a2affd70bee93,4794.3604003597275,4499.6552730604635,799.0,482.0,968,584,R02,True,False,processed-semantic-transcript,1,assets/source-images-complete-v002/S-028__2abc92a97e.png,Visually reviewed screenshot assigned to R02: reCAPTCHA v2 Razor and React integration with verification service
S-029,IU-029,image-ed2562ff650a90a6da4177e8c45df20ac846511a,b0fe47013eb7141ebeb1bbce8c222fb38d9868512b7f87239c40ce870d004790,96c8ccb8d11957996863f170953cb53f72a33ca0,2292.871554208078,4507.292746358031,854.0,352.0,854,352,R02,True,False,processed-semantic-transcript,1,assets/source-images-complete-v002/S-029__b0fe47013e.png,Visually reviewed screenshot assigned to R02: reCAPTCHA v2 Razor and React integration with verification service
S-030,IU-030,image-7b96c085226f4955817c6c1359ec164eef8c1f43,3685c788b9d2bf8d0b4baa419bbf03e7e8dbbd26b416017f6740805aa0da96b6,c432f8372e8a16b73bd160d6f6ea661a54b559a0,7927.788742494244,4790.563316888216,1039.0,306.0,1039,306,R02,True,False,processed-semantic-transcript,1,assets/source-images-complete-v002/S-030__3685c788b9.png,Visually reviewed screenshot assigned to R02: reCAPTCHA v2 Razor and React integration with verification service
S-031,IU-031,image-36f3511602c8ad2b0730ee9469431b01af585736,94ce10e0918e8d045f163160a0c9e68baca491122a02d94205fbfd76469028b0,9a8d45aa027a2fc53a9ede52e6a82117d8a2c89c,2307.918391318607,4894.079201065357,911.0,306.0,911,306,R02,True,False,processed-semantic-transcript,1,assets/source-images-complete-v002/S-031__94ce10e091.png,Visually reviewed screenshot assigned to R02: reCAPTCHA v2 Razor and React integration with verification service
S-032,IU-032,image-441acaa09716b78371f3623c8ed4176d5e2f4ea0,66494ae90c3898a8e0cdaeabd95b2bfaf4249b410370c595ee97632436b63af9,2c5f9ed0ce27915916c98e670a12fc232d3c4498,4801.651009583359,5006.867953172132,919.0,389.0,919,389,R02,True,False,processed-semantic-transcript,1,assets/source-images-complete-v002/S-032__66494ae90c.png,Visually reviewed screenshot assigned to R02: reCAPTCHA v2 Razor and React integration with verification service
S-033,IU-033,image-7b6a52510df556d16ab5bbb94d084e69d4c4d7c1,d825fe9d05eabb188135638312bfe45ccb65a40fc1e40ed76f52e9c0f97fe89a,ca2d3c0b135086f1a630c520874c0ec1a93ac57b,2307.2299140696714,5214.886840291383,968.0,311.0,968,311,R02,True,False,processed-semantic-transcript,1,assets/source-images-complete-v002/S-033__d825fe9d05.png,Visually reviewed screenshot assigned to R02: reCAPTCHA v2 Razor and React integration with verification service
S-034,IU-034,image-6fe4a9a901f981a2120cddcc3555b37d40187833,73c438e6d7963b17184a5d63d11c77aa3f5f4d398389638eb3b4f1f7aa3a5683,b25784452fe59d8d23c782881c349ea100a900e6,4896.023464090048,5426.869921262874,762.0,482.0,907,574,R02,True,False,processed-semantic-transcript,1,assets/source-images-complete-v002/S-034__73c438e6d7.png,Visually reviewed screenshot assigned to R02: reCAPTCHA v2 Razor and React integration with verification service
S-035,IU-035,image-922655f7ebe92d0a41127588631570495580ea15,57c1b2cfbfabb8506fbce905413f95352f4755ba1d50ef89b08707be5f07ed92,15d24ad6c76876aa811b1e8d1df69dcfe983e40a,3697.2740088248092,5454.836866061731,892.0,187.0,892,187,R02,True,False,processed-semantic-transcript,1,assets/source-images-complete-v002/S-035__57c1b2cfbf.png,Visually reviewed screenshot assigned to R02: reCAPTCHA v2 Razor and React integration with verification service
S-036,IU-036,image-93bcb6a0f47393b80c4f7c952a6a82952d35a225,dddb9c95c7d19281bde69746b428205a4d72f4cbcc53679b9b1d2f2bfb28bb6c,5da041b31b0176bdf8f1bc6efed0d6f78a337928,2284.826559450338,5599.70288278384,510.0,313.0,894,548,R02,True,False,processed-semantic-transcript,1,assets/source-images-complete-v002/S-036__dddb9c95c7.png,Visually reviewed screenshot assigned to R02: reCAPTCHA v2 Razor and React integration with verification service
S-037,IU-037,image-7e069c249a4c1e7c48e62e23ca91208d06da236a,91fe7522f06d93bf0ab8d87b2a4fe76ea9bfd2476a1f6f61427bd84f693aabb9,11fc080f47179b24eae070dfc0dbf0565bccbead,3531.4316113066916,5885.816938821696,414.0,122.0,414,122,R02,True,False,processed-semantic-transcript,1,assets/source-images-complete-v002/S-037__91fe7522f0.png,Visually reviewed screenshot assigned to R02: reCAPTCHA v2 Razor and React integration with verification service
S-038,IU-038,image-e5e67961df1f793f0a9a8eaddef39558a393dd35,ca55b560277afdbed15b46130909c451a7d90dd26a31bbbc51db2b947a7b4cb2,52141b802ebc4aa587525411b927e115c82fac6a,2293.6268185242325,5929.207071077897,698.0,423.0,912,552,R02,True,False,processed-semantic-transcript,1,assets/source-images-complete-v002/S-038__ca55b56027.png,Visually reviewed screenshot assigned to R02: reCAPTCHA v2 Razor and React integration with verification service
S-039,IU-039,image-e44c43b1e3aa174e960baa077b4ab1f495a49f60,b1184ea9419790dc3eba16c9041debd9460523a44cc634fa8e20bd63ced026b5,6f6c3d4a3c79235c7c6f0898bf9a1f114b30d2b5,4898.790309580508,5945.531583288863,907.0,473.0,907,473,R02,True,False,processed-semantic-transcript,1,assets/source-images-complete-v002/S-039__b1184ea941.png,Visually reviewed screenshot assigned to R02: reCAPTCHA v2 Razor and React integration with verification service
S-040,IU-040,image-8a78d8a2e77e3435fa861fcfee444e4d62dc7bdc,58da274377c94aee4a75b1ad8529c7b9513b087250a02fb1bb4e1086e7ed5151,bddd8f8e929fa3df856a5a98786149ac7447d440,2291.820880891669,6361.629182449051,788.0,423.0,798,428,R02,True,False,processed-semantic-transcript,1,assets/source-images-complete-v002/S-040__58da274377.png,Visually reviewed screenshot assigned to R02: reCAPTCHA v2 Razor and React integration with verification service
S-041,IU-041,image-aacb674df1e0b118ae48880065e33cbd04731391,2a6928a340a8f580ba5fd98a52bf03dafefa0fb9adfc4322e4ecc626e91e87fc,0141590fbaa61966ba381ff522da05a232efa615,4910.467706808932,6509.983780167011,901.0,266.0,901,266,R02,True,False,processed-semantic-transcript,1,assets/source-images-complete-v002/S-041__2a6928a340.png,Visually reviewed screenshot assigned to R02: reCAPTCHA v2 Razor and React integration with verification service
S-042,IU-042,image-08335898c54c5ff18ed25ce4d0d2e02e022a4781,94d4a092e9323732b52cbc92682087b3214342e68b576539b6d7f53495619941,e34d6afec600f77aaf4a9c2204adbefacc342562,3590.2650463652853,6732.816938821696,173.0,78.0,173,78,R02,True,False,processed-semantic-transcript,1,assets/source-images-complete-v002/S-042__94d4a092e9.png,Visually reviewed screenshot assigned to R02: reCAPTCHA v2 Razor and React integration with verification service
S-043,IU-043,image-c8ad56551810478d1a6e85b44e207c602626bfd9,a67aa7f60ac5a5552e210b67a6776925527e65232cea51767c93fe1cb482ff58,3e4d21be771d520d4eaf6e31c143f2ab200e4206,2300.2413085906146,6769.041071369986,758.0,464.0,758,464,R02,True,False,processed-semantic-transcript,1,assets/source-images-complete-v002/S-043__a67aa7f60a.png,Visually reviewed screenshot assigned to R02: reCAPTCHA v2 Razor and React integration with verification service
S-044,IU-044,image-a66355c0f6d70ce96429734b50d7d7adcafa1578,42b9f3c04cca7e54b2b6a12b6b99b422b709cee49275cec8f8f1a02e76f3ecbe,a7912ea4a4f248777187e5a549a19cdcf7ac603e,4944.356460064139,6823.409819120981,931.0,211.0,931,211,R02,True,False,processed-semantic-transcript,1,assets/source-images-complete-v002/S-044__42b9f3c04c.png,Visually reviewed screenshot assigned to R02: reCAPTCHA v2 Razor and React integration with verification service
S-045,IU-045,image-fd486671e1f8ec7d4e6a3108450f9f26e3bcba5b,78a0d2d5e477ce04e32cdad10fdc4de60375ae2215cb4627f8b5bbf92835dcb8,4acb682d74c99843578813aa02d130ac234c19e6,4999.245348953028,7052.854195748576,919.0,481.0,919,481,R02,True,False,processed-semantic-transcript,1,assets/source-images-complete-v002/S-045__78a0d2d5e4.png,Visually reviewed screenshot assigned to R02: reCAPTCHA v2 Razor and React integration with verification service
S-046,IU-046,image-c9634f8ae42246278cd7bd0750b1268d835df2fa,d8f0f557ad6613ce726990571d0e72ed6f9a2b5275dc4a64d78ee8e2495252e7,62dbbe6062105c5f402011b71d8b59fae5070063,3559.550760650999,7176.078760023553,283.0,101.0,283,101,R02,True,False,processed-semantic-transcript,1,assets/source-images-complete-v002/S-046__d8f0f557ad.png,Visually reviewed screenshot assigned to R02: reCAPTCHA v2 Razor and React integration with verification service
S-047,IU-047,image-5df0120e54993e09c63915046d4ef129385d0548,7688090cbceae984b15c3997f9a47d001c734afc409f52d22a31e87c9aa3d0e4,837fa0ffe1db7c038db7978d488e9e9e8cf1a72c,2287.280808936409,7253.240914530648,943.0,322.0,943,322,R02,True,False,processed-semantic-transcript,1,assets/source-images-complete-v002/S-047__7688090cbc.png,Visually reviewed screenshot assigned to R02: reCAPTCHA v2 Razor and React integration with verification service
S-048,IU-048,image-b820a46564f075a5f67da108af9da540965fb724,8babc55e6a67e8bf596da2a09997efd482efa066ab33341351bc7db5d2c0307c,dbdf2bbb26b4824aae55df73e6b6a1cb125deab4,5109.458228727332,7552.901601415364,691.0,482.0,817,570,R02,True,False,processed-semantic-transcript,1,assets/source-images-complete-v002/S-048__8babc55e6a.png,Visually reviewed screenshot assigned to R02: reCAPTCHA v2 Razor and React integration with verification service
S-049,IU-049,image-4045ab3e38488e412fa7d60ba56f4a3fbda459e7,9cb8212fec26eb1925c0a677503a8282eeed6373450fe6e4ae02f862b4122e0d,791c425190dbaecbf8c8de8c00422e4387563cea,2337.323212257751,7588.860259966172,869.0,227.0,869,227,R02,True,False,processed-semantic-transcript,1,assets/source-images-complete-v002/S-049__9cb8212fec.png,Visually reviewed screenshot assigned to R02: reCAPTCHA v2 Razor and React integration with verification service
S-050,IU-050,image-71ca45a8cbed2618114e7b23d06563d94bab2666,8e907c819e8942cc752871656b2928b574039b4fffe44b567244986cc9d48ffd,b1903ff30b36edaccf2d01c9e91caa99cb60f988,2329.862400844996,7828.9170015419695,958.0,456.0,958,456,R02,True,False,processed-semantic-transcript,1,assets/source-images-complete-v002/S-050__8e907c819e.png,Visually reviewed screenshot assigned to R02: reCAPTCHA v2 Razor and React integration with verification service
S-051,IU-051,image-f75da5c7b121fecf74b539047860a96226990a65,5515cd159593e67e2c214a3b95aa7576a0fc893c77d18d443fed0660955b2878,23754adf3c791aab30ff08f64b6d8f8c3e102b39,5125.5035017522305,8036.753455527771,735.0,482.0,834,547,R02,True,False,processed-semantic-transcript,1,assets/source-images-complete-v002/S-051__5515cd1595.png,Visually reviewed screenshot assigned to R02: reCAPTCHA v2 Razor and React integration with verification service
S-052,IU-052,image-57543bdebbed040cf96e2be644dcb26fd772ed5a,259e4b37f043c01a53b47aee56b006180074434fc953f7c7bb2f60a974b2a225,62792cf795b209c1df4eb6261417c69ca6c92252,2469.973514128559,8302.71931652926,618.0,230.0,618,230,R02,True,False,processed-semantic-transcript,1,assets/source-images-complete-v002/S-052__259e4b37f0.png,Visually reviewed screenshot assigned to R02: reCAPTCHA v2 Razor and React integration with verification service
S-053,IU-053,image-8a25bf12749b800bd1ab773a73a3264acbdf35db,80690b19d3bf7ccd778b18cbc7d275176992aedb2b4616b7997549dd6e92c78a,90b34e969c46abbfb04d6924d33302d295453508,5119.263703096442,8505.626543092894,866.0,297.0,866,297,R02,True,False,processed-semantic-transcript,1,assets/source-images-complete-v002/S-053__80690b19d3.png,Visually reviewed screenshot assigned to R02: reCAPTCHA v2 Razor and React integration with verification service
S-054,IU-054,image-cb824d6d527a8c7ae80afcc0649a11fe2acc7620,d041c43a59a186118a12cde02b91d7662eb9af1170f78d7dcf07ab24d27ea73e,7163e16717f325fbedf2f9b4cc9a0011098d421f,5136.049591768317,8818.65029448798,901.0,250.0,901,250,R02,True,False,processed-semantic-transcript,1,assets/source-images-complete-v002/S-054__d041c43a59.png,Visually reviewed screenshot assigned to R02: reCAPTCHA v2 Razor and React integration with verification service
S-055,IU-055,image-c910e3d342d7733168e65c8dbb59dbef39a3b471,c48f56c79536ef6b610bfb2970f2da79f2fada633f85648298f9483163d3692c,1ba9e5ea2e2b7aa4682265366493e271d6cf1366,4146.312506355661,9822.193400569671,696.0,482.0,949,658,R03,True,False,processed-semantic-transcript,1,assets/source-images-complete-v002/S-055__c48f56c795.png,Visually reviewed screenshot assigned to R03: reCAPTCHA v3 Razor and React action/score flow
S-056,IU-056,image-dfcf1d992b0a1598b5ee829988d52ab71e360463,a1ca59772de95a0808d7a0e5c7cd488d78337fbc1935a01af910cd0a1036c0a6,7efb9af885b05361534acb2720cc710ddab98255,6130.805238642542,9886.56477214563,800.0,482.0,831,501,R03,True,False,processed-semantic-transcript,1,assets/source-images-complete-v002/S-056__a1ca59772d.png,Visually reviewed screenshot assigned to R03: reCAPTCHA v3 Razor and React action/score flow
S-057,IU-057,image-64f6dadd1748f0e5936f2383af3a388969663aa1,68d98c67f99cc3aa6f4cd4903cdc3c748add001c4d1568bf34c783d780edb034,bada85f1ff2f17626008f2a15b6cc433047bb788,4116.516414674107,10320.849011197748,824.0,482.0,924,541,R03,True,False,processed-semantic-transcript,1,assets/source-images-complete-v002/S-057__68d98c67f9.png,Visually reviewed screenshot assigned to R03: reCAPTCHA v3 Razor and React action/score flow
S-058,IU-058,image-2105b1805886b7131fd81cb4eae6f39251ff2c1b,d2636b41fcb3fef7b3f40a89c0f1e891f732d4aa2dea8a000284bbbbcb2b5284,61a51fb4f57361690bd0a341fe33230e89b627b6,7340.663938839485,10581.520048458591,780.0,482.0,938,580,R03,True,False,processed-semantic-transcript,1,assets/source-images-complete-v002/S-058__d2636b41fc.png,Visually reviewed screenshot assigned to R03: reCAPTCHA v3 Razor and React action/score flow
S-059,IU-059,image-a241470337e63e2f394887b4a2c8eb8f8d45f866,4c32c3538b0c95ea55e08ee0f4849c766ee40b1da4145267ff1731d8dccebac5,6f53e29878428b00702e5287067a191a4d4a8818,6022.794414336741,10667.168948990762,1047.0,189.0,1047,189,R03,True,False,processed-semantic-transcript,1,assets/source-images-complete-v002/S-059__4c32c3538b.png,Visually reviewed screenshot assigned to R03: reCAPTCHA v3 Razor and React action/score flow
S-060,IU-060,image-aaa623e1bec7ce9c315747eb7cb500806b813ca0,f8f00dcc8b0e5ad7aad1a6fa24753fb044db04411a8debb69807422b537d7f19,796415b29d8b41b70f4da52538e116671a6dfc27,4086.0124616632575,10808.492103519766,918.0,472.0,918,472,R03,True,False,processed-semantic-transcript,1,assets/source-images-complete-v002/S-060__f8f00dcc8b.png,Visually reviewed screenshot assigned to R03: reCAPTCHA v3 Razor and React action/score flow
S-061,IU-061,image-c0faa896a34cf768fb948dd1fa4be6fe7ec4378c,05d0127e2a3323d799351b186217e23c5db195a0879855559535557603e231a4,e6b0cc042f994028b4493c9f35256e366ae8b7da,6143.900613693799,10907.179467382677,774.0,482.0,912,568,R03,True,False,processed-semantic-transcript,1,assets/source-images-complete-v002/S-061__05d0127e2a.png,Visually reviewed screenshot assigned to R03: reCAPTCHA v3 Razor and React action/score flow
