item_type,item_id,secondary_id,region_id,sha256,status,previously_present,restored,assignment_count,evidence
image_use,S-025,IU-025,R02,4aea2e2fa63232495df23857b9f4c1855fa13f8478f2a13c60a5fd178510c903,processed-semantic-transcript,True,False,1,Visually reviewed screenshot assigned to R02: reCAPTCHA v2 Razor and React integration with verification service
image_use,S-026,IU-026,R02,f16ab9e8e9261a6446a6c8507a4637c3f47bbd6dbae64f13e00660cacb8a022f,processed-semantic-transcript,True,False,1,Visually reviewed screenshot assigned to R02: reCAPTCHA v2 Razor and React integration with verification service
image_use,S-027,IU-027,R02,0aa24c6edd08c51783266b5abe7f88ef0e594e054324555fd2774f54bd547e76,processed-semantic-transcript,True,False,1,Visually reviewed screenshot assigned to R02: reCAPTCHA v2 Razor and React integration with verification service
image_use,S-028,IU-028,R02,2abc92a97e676750b0737d1fb8f0fb262338a60d0aea9e4323b7af33a801f50b,processed-semantic-transcript,True,False,1,Visually reviewed screenshot assigned to R02: reCAPTCHA v2 Razor and React integration with verification service
image_use,S-029,IU-029,R02,b0fe47013eb7141ebeb1bbce8c222fb38d9868512b7f87239c40ce870d004790,processed-semantic-transcript,True,False,1,Visually reviewed screenshot assigned to R02: reCAPTCHA v2 Razor and React integration with verification service
image_use,S-030,IU-030,R02,3685c788b9d2bf8d0b4baa419bbf03e7e8dbbd26b416017f6740805aa0da96b6,processed-semantic-transcript,True,False,1,Visually reviewed screenshot assigned to R02: reCAPTCHA v2 Razor and React integration with verification service
image_use,S-031,IU-031,R02,94ce10e0918e8d045f163160a0c9e68baca491122a02d94205fbfd76469028b0,processed-semantic-transcript,True,False,1,Visually reviewed screenshot assigned to R02: reCAPTCHA v2 Razor and React integration with verification service
image_use,S-032,IU-032,R02,66494ae90c3898a8e0cdaeabd95b2bfaf4249b410370c595ee97632436b63af9,processed-semantic-transcript,True,False,1,Visually reviewed screenshot assigned to R02: reCAPTCHA v2 Razor and React integration with verification service
image_use,S-033,IU-033,R02,d825fe9d05eabb188135638312bfe45ccb65a40fc1e40ed76f52e9c0f97fe89a,processed-semantic-transcript,True,False,1,Visually reviewed screenshot assigned to R02: reCAPTCHA v2 Razor and React integration with verification service
image_use,S-034,IU-034,R02,73c438e6d7963b17184a5d63d11c77aa3f5f4d398389638eb3b4f1f7aa3a5683,processed-semantic-transcript,True,False,1,Visually reviewed screenshot assigned to R02: reCAPTCHA v2 Razor and React integration with verification service
image_use,S-035,IU-035,R02,57c1b2cfbfabb8506fbce905413f95352f4755ba1d50ef89b08707be5f07ed92,processed-semantic-transcript,True,False,1,Visually reviewed screenshot assigned to R02: reCAPTCHA v2 Razor and React integration with verification service
image_use,S-036,IU-036,R02,dddb9c95c7d19281bde69746b428205a4d72f4cbcc53679b9b1d2f2bfb28bb6c,processed-semantic-transcript,True,False,1,Visually reviewed screenshot assigned to R02: reCAPTCHA v2 Razor and React integration with verification service
image_use,S-037,IU-037,R02,91fe7522f06d93bf0ab8d87b2a4fe76ea9bfd2476a1f6f61427bd84f693aabb9,processed-semantic-transcript,True,False,1,Visually reviewed screenshot assigned to R02: reCAPTCHA v2 Razor and React integration with verification service
image_use,S-038,IU-038,R02,ca55b560277afdbed15b46130909c451a7d90dd26a31bbbc51db2b947a7b4cb2,processed-semantic-transcript,True,False,1,Visually reviewed screenshot assigned to R02: reCAPTCHA v2 Razor and React integration with verification service
image_use,S-039,IU-039,R02,b1184ea9419790dc3eba16c9041debd9460523a44cc634fa8e20bd63ced026b5,processed-semantic-transcript,True,False,1,Visually reviewed screenshot assigned to R02: reCAPTCHA v2 Razor and React integration with verification service
image_use,S-040,IU-040,R02,58da274377c94aee4a75b1ad8529c7b9513b087250a02fb1bb4e1086e7ed5151,processed-semantic-transcript,True,False,1,Visually reviewed screenshot assigned to R02: reCAPTCHA v2 Razor and React integration with verification service
image_use,S-041,IU-041,R02,2a6928a340a8f580ba5fd98a52bf03dafefa0fb9adfc4322e4ecc626e91e87fc,processed-semantic-transcript,True,False,1,Visually reviewed screenshot assigned to R02: reCAPTCHA v2 Razor and React integration with verification service
image_use,S-042,IU-042,R02,94d4a092e9323732b52cbc92682087b3214342e68b576539b6d7f53495619941,processed-semantic-transcript,True,False,1,Visually reviewed screenshot assigned to R02: reCAPTCHA v2 Razor and React integration with verification service
image_use,S-043,IU-043,R02,a67aa7f60ac5a5552e210b67a6776925527e65232cea51767c93fe1cb482ff58,processed-semantic-transcript,True,False,1,Visually reviewed screenshot assigned to R02: reCAPTCHA v2 Razor and React integration with verification service
image_use,S-044,IU-044,R02,42b9f3c04cca7e54b2b6a12b6b99b422b709cee49275cec8f8f1a02e76f3ecbe,processed-semantic-transcript,True,False,1,Visually reviewed screenshot assigned to R02: reCAPTCHA v2 Razor and React integration with verification service
image_use,S-045,IU-045,R02,78a0d2d5e477ce04e32cdad10fdc4de60375ae2215cb4627f8b5bbf92835dcb8,processed-semantic-transcript,True,False,1,Visually reviewed screenshot assigned to R02: reCAPTCHA v2 Razor and React integration with verification service
image_use,S-046,IU-046,R02,d8f0f557ad6613ce726990571d0e72ed6f9a2b5275dc4a64d78ee8e2495252e7,processed-semantic-transcript,True,False,1,Visually reviewed screenshot assigned to R02: reCAPTCHA v2 Razor and React integration with verification service
image_use,S-047,IU-047,R02,7688090cbceae984b15c3997f9a47d001c734afc409f52d22a31e87c9aa3d0e4,processed-semantic-transcript,True,False,1,Visually reviewed screenshot assigned to R02: reCAPTCHA v2 Razor and React integration with verification service
image_use,S-048,IU-048,R02,8babc55e6a67e8bf596da2a09997efd482efa066ab33341351bc7db5d2c0307c,processed-semantic-transcript,True,False,1,Visually reviewed screenshot assigned to R02: reCAPTCHA v2 Razor and React integration with verification service
image_use,S-049,IU-049,R02,9cb8212fec26eb1925c0a677503a8282eeed6373450fe6e4ae02f862b4122e0d,processed-semantic-transcript,True,False,1,Visually reviewed screenshot assigned to R02: reCAPTCHA v2 Razor and React integration with verification service
image_use,S-050,IU-050,R02,8e907c819e8942cc752871656b2928b574039b4fffe44b567244986cc9d48ffd,processed-semantic-transcript,True,False,1,Visually reviewed screenshot assigned to R02: reCAPTCHA v2 Razor and React integration with verification service
image_use,S-051,IU-051,R02,5515cd159593e67e2c214a3b95aa7576a0fc893c77d18d443fed0660955b2878,processed-semantic-transcript,True,False,1,Visually reviewed screenshot assigned to R02: reCAPTCHA v2 Razor and React integration with verification service
image_use,S-052,IU-052,R02,259e4b37f043c01a53b47aee56b006180074434fc953f7c7bb2f60a974b2a225,processed-semantic-transcript,True,False,1,Visually reviewed screenshot assigned to R02: reCAPTCHA v2 Razor and React integration with verification service
image_use,S-053,IU-053,R02,80690b19d3bf7ccd778b18cbc7d275176992aedb2b4616b7997549dd6e92c78a,processed-semantic-transcript,True,False,1,Visually reviewed screenshot assigned to R02: reCAPTCHA v2 Razor and React integration with verification service
image_use,S-054,IU-054,R02,d041c43a59a186118a12cde02b91d7662eb9af1170f78d7dcf07ab24d27ea73e,processed-semantic-transcript,True,False,1,Visually reviewed screenshot assigned to R02: reCAPTCHA v2 Razor and React integration with verification service
image_use,S-055,IU-055,R03,c48f56c79536ef6b610bfb2970f2da79f2fada633f85648298f9483163d3692c,processed-semantic-transcript,True,False,1,Visually reviewed screenshot assigned to R03: reCAPTCHA v3 Razor and React action/score flow
image_use,S-056,IU-056,R03,a1ca59772de95a0808d7a0e5c7cd488d78337fbc1935a01af910cd0a1036c0a6,processed-semantic-transcript,True,False,1,Visually reviewed screenshot assigned to R03: reCAPTCHA v3 Razor and React action/score flow
image_use,S-057,IU-057,R03,68d98c67f99cc3aa6f4cd4903cdc3c748add001c4d1568bf34c783d780edb034,processed-semantic-transcript,True,False,1,Visually reviewed screenshot assigned to R03: reCAPTCHA v3 Razor and React action/score flow
image_use,S-058,IU-058,R03,d2636b41fcb3fef7b3f40a89c0f1e891f732d4aa2dea8a000284bbbbcb2b5284,processed-semantic-transcript,True,False,1,Visually reviewed screenshot assigned to R03: reCAPTCHA v3 Razor and React action/score flow
image_use,S-059,IU-059,R03,4c32c3538b0c95ea55e08ee0f4849c766ee40b1da4145267ff1731d8dccebac5,processed-semantic-transcript,True,False,1,Visually reviewed screenshot assigned to R03: reCAPTCHA v3 Razor and React action/score flow
image_use,S-060,IU-060,R03,f8f00dcc8b0e5ad7aad1a6fa24753fb044db04411a8debb69807422b537d7f19,processed-semantic-transcript,True,False,1,Visually reviewed screenshot assigned to R03: reCAPTCHA v3 Razor and React action/score flow
image_use,S-061,IU-061,R03,05d0127e2a3323d799351b186217e23c5db195a0879855559535557603e231a4,processed-semantic-transcript,True,False,1,Visually reviewed screenshot assigned to R03: reCAPTCHA v3 Razor and React action/score flow
image_use,S-062,IU-062,R03,6ab59db57e2eef696a22246079c8097c04278aab326284368086deb5bc11db4c,processed-semantic-transcript,True,False,1,Visually reviewed screenshot assigned to R03: reCAPTCHA v3 Razor and React action/score flow
image_use,S-063,IU-063,R03,02e2ca202fb393a707fc27be395c24b1b06c06f919054746e20ced51b2b48b82,processed-semantic-transcript,True,False,1,Visually reviewed screenshot assigned to R03: reCAPTCHA v3 Razor and React action/score flow
image_use,S-064,IU-064,R03,300c24725524b49c4949f399dcf854e1e89d4bc3aa246b2823dec9d33724daa6,processed-semantic-transcript,True,False,1,Visually reviewed screenshot assigned to R03: reCAPTCHA v3 Razor and React action/score flow
image_use,S-065,IU-065,R03,56274f9ca35dd91b08802cd57ff93423fa52d83a36a13825899466ca29885b0d,processed-semantic-transcript,True,False,1,Visually reviewed screenshot assigned to R03: reCAPTCHA v3 Razor and React action/score flow
image_use,S-066,IU-066,R03,70e3a9bac6ccb8f1a1e0eaaea91181a2da42ee11889ade9f2554de990237f925,processed-semantic-transcript,True,False,1,Visually reviewed screenshot assigned to R03: reCAPTCHA v3 Razor and React action/score flow
image_use,S-067,IU-067,R03,e5973a7cb3053fb5e21eea703606f15f52b0d628592a72bced180da91f1eab91,processed-semantic-transcript,True,False,1,Visually reviewed screenshot assigned to R03: reCAPTCHA v3 Razor and React action/score flow
image_use,S-068,IU-068,R03,7c515874d16253ec0b679bc031d236c4e420726fe627a290f25c7781ed671b3f,processed-semantic-transcript,True,False,1,Visually reviewed screenshot assigned to R03: reCAPTCHA v3 Razor and React action/score flow
image_use,S-069,IU-069,R03,478bc9aa4809f7ea1cfb326d90ecf18cd9c103dbf78605696836840d181eadd3,processed-semantic-transcript,True,False,1,Visually reviewed screenshot assigned to R03: reCAPTCHA v3 Razor and React action/score flow
image_use,S-070,IU-070,R03,8044cbf5148aabcfc415d0b531dcd5ffea49be4fe8867bce01284c1fec8dadd8,processed-semantic-transcript,True,False,1,Visually reviewed screenshot assigned to R03: reCAPTCHA v3 Razor and React action/score flow
image_use,S-071,IU-071,R03,5d28f1c00142c8f9c46e34f98ad67e8cc4e0b0d6ca3d3b847b10590cd9eff4a0,processed-semantic-transcript,True,False,1,Visually reviewed screenshot assigned to R03: reCAPTCHA v3 Razor and React action/score flow
image_use,S-072,IU-072,R03,c12795d74f11519422cb1db4edae98e346ca5c89296f6a3b8e54a5f217f5165b,processed-semantic-transcript,True,False,1,Visually reviewed screenshot assigned to R03: reCAPTCHA v3 Razor and React action/score flow
image_use,S-073,IU-073,R04,264ec7c25d6c893daf5b7cc00cfdff3ef4d2d3e12ca9f33a1cc96fa503f2c333,processed-semantic-transcript,True,False,1,"Visually reviewed screenshot assigned to R04: remoteip, forwarded headers, and reverse-proxy handling"
image_use,S-074,IU-074,R04,0dff047e34df4557db06de75784ba78d2cba4bc860998029ef4982a547b7bdac,processed-semantic-transcript,True,False,1,"Visually reviewed screenshot assigned to R04: remoteip, forwarded headers, and reverse-proxy handling"
image_use,S-075,IU-075,R04,1e815f1249c0032d98058074ca17f57466649d3492dde4a5b4bc313597e68596,processed-semantic-transcript,True,False,1,"Visually reviewed screenshot assigned to R04: remoteip, forwarded headers, and reverse-proxy handling"
image_use,S-076,IU-076,R04,35635aea956edeb8cdcd276dd444c435aa346b9722633cf224f0b6b46d00c0d5,processed-semantic-transcript,True,False,1,"Visually reviewed screenshot assigned to R04: remoteip, forwarded headers, and reverse-proxy handling"
image_use,S-077,IU-077,R04,abe8a0b1704689201189cff40fd48cdb80514be79b70d5a91e209a5d5d349f72,processed-semantic-transcript,True,False,1,"Visually reviewed screenshot assigned to R04: remoteip, forwarded headers, and reverse-proxy handling"
svg_text_node,T-001,,R01,31c3235bbaaf20079600507dedec986c3be5cce9d2389a453a7325427df69fad,processed-semantic-transcript,True,False,1,so flow exp
svg_text_node,T-002,,R01,042d8bdf36f21e2223ec76fd2b317e93de26d6d1e27167690edecbe37276d2d1,processed-semantic-transcript,True,False,1,"so, we need to give site key to client"
svg_text_node,T-003,,R01,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,reviewed-empty-structural,True,False,1,[empty structural SVG text node]
svg_text_node,T-004,,R01,80a50409fb90b490ca23ffe20de2d1d57b0e130d00ce90ee5fcccd7074938461,processed-semantic-transcript,True,False,1,1 razor - from config/env variables/keystroe => viewbag
svg_text_node,T-005,,R01,84d6fceaa3fe7d0c73046669238d1db08f4b02048676eb8401288a8c190d912d,processed-semantic-transcript,True,False,1,2 react - just pass in response
svg_text_node,T-006,,R01,df9f111daf93460749c71e30f58dd480914e0da66063b83ddb133e0bc17a2d83,processed-semantic-transcript,True,False,1,1 razor -> we are loading script
svg_text_node,T-007,,R01,57ebee9a97d6bf6656de106aae648f8b4f4a6818199fa765de9541c0324c30c2,processed-semantic-transcript,True,False,1,in v3 - with our sitekey in qstring
svg_text_node,T-008,,R01,84e6ebb5ef66f8fe587f666ad3b3869ec12c0401f6258af3fa5d69f1884ae98f,processed-semantic-transcript,True,False,1,"and in script tag we are manually executing recapcha,"
svg_text_node,T-009,,R01,738c17c492d87c13ff2ddf245480886341032421d55a45e384f86ec76fc5747f,processed-semantic-transcript,True,False,1,"with v3 we also need to set action ""register"",""login"""
svg_text_node,T-010,,R01,b4c73ad5e130ac3bdc4a3b6f97590c79b286c5b47ae50a7328504b4af1e82120,processed-semantic-transcript,True,False,1,in v2 we just set class and sitekey to div
svg_text_node,T-011,,R01,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,reviewed-empty-structural,True,False,1,[empty structural SVG text node]
svg_text_node,T-012,,R01,b9d11627376094e99b34f47cd0145b211d9686c1e09de9cbb6b8eb73d46ba3b0,processed-semantic-transcript,True,False,1,so here we prevent default and add event listener on recapchas token ready
svg_text_node,T-013,,R01,ad1bb9140cc9adeaaa39a7bce1b7eadbcaf73b17926f3365fec7dc90c8494721,processed-semantic-transcript,True,False,1,to execute and put token from resolved promise into the input and submit
svg_text_node,T-014,,R01,44bf0a8a50f7fad4a6e729652857d4578141525af8372083b828c066108e1f0a,processed-semantic-transcript,True,False,1,!!! we can do literally the same with v2
svg_text_node,T-015,,R01,0cf607d86a31ebc07f5d52bd946c48425bd5678203967711f2884e4297d2560b,processed-semantic-transcript,True,False,1,using form because v2 automatically sets it
svg_text_node,T-016,,R01,9d7c5715d4589d97304f69b7f252aa745f5242300d952b0be3e840fb301e8975,processed-semantic-transcript,True,False,1,can do like v3
svg_text_node,T-017,,R01,d7cc996230773fc2a20811ca3726ea20d974eaa502fe9d429e4d94dd3aa442f8,processed-semantic-transcript,True,False,1,we also may need to verify hostname
svg_text_node,T-018,,R01,277cc55da8c212c1090b498ce41231d34ce23fd5204f8a683a87a98bc37252b8,processed-semantic-transcript,True,False,1,expected action in recapcha is just a string to put inside
svg_text_node,T-019,,R01,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,reviewed-empty-structural,True,False,1,[empty structural SVG text node]
svg_text_node,T-020,,R01,b102ef01bb422aeb8c18c1814f7faf357f016bad374c5881af116d340a5b0fc4,processed-semantic-transcript,True,False,1,and to verify
svg_text_node,T-021,,R02,44f7e6e3bc4488627c29f9c1f3233741985eebe325b8df9c89277e99c8219960,processed-semantic-transcript,True,False,1,"<script src=""https://www.google.com/recaptcha/api.js"" async defer></script>"
svg_text_node,T-022,,R02,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,reviewed-empty-structural,True,False,1,[empty structural SVG text node]
svg_text_node,T-023,,R02,6d27ef22565a3d05e0765a15147281a3a561edffce64c7b19c0bdf96eb3d57fa,processed-semantic-transcript,True,False,1,"<form asp-action=""Register"" method=""post"">"
svg_text_node,T-024,,R02,88495aecaa0f95361ffcccc8aaac68efce99a9db7d9a4cb6b6751bca3a8d8060,processed-semantic-transcript,True,False,1,"<input type=""email"" name=""Email"" required />"
svg_text_node,T-025,,R02,d4d5034f25630f5f714bfa9f89892076ecfd030deb4372860909e5d585cfe7c9,processed-semantic-transcript,True,False,1,"<input type=""password"" name=""Password"" required />"
svg_text_node,T-026,,R02,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,reviewed-empty-structural,True,False,1,[empty structural SVG text node]
svg_text_node,T-027,,R02,bb459b34ae5edf9a1db4199afdb551af68f4a176810ee5134c225e72d9ceae81,processed-semantic-transcript,True,False,1,"<div class=""g-recaptcha"" data-sitekey=""@ViewBag.RecaptchaSiteKey""></div>"
svg_text_node,T-028,,R02,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,reviewed-empty-structural,True,False,1,[empty structural SVG text node]
svg_text_node,T-029,,R02,af2424dd0001d27b462e758595c92e7b027fb15c416c83705dde664e8c07da55,processed-semantic-transcript,True,False,1,"<button type=""submit"">Submit</button>"
svg_text_node,T-030,,R02,e0c7bb7b72eeecfc07340f6bce5874176ae2e9d13551d2d6a6f3409e66c2f8c9,processed-semantic-transcript,True,False,1,</form>
svg_text_node,T-031,,R02,7a8b4710cf0f183f074b013405f7ef658b6c12343082e5dc91d65a2126fec633,processed-semantic-transcript,True,False,1,"import React, { useRef, useState } from ""react"";"
svg_text_node,T-032,,R02,4307e7c52c5802086e38a3ed59720f45802dbba9e2bc95ea152a0be9dcf10669,processed-semantic-transcript,True,False,1,"import ReCAPTCHA from ""react-google-recaptcha"";"
svg_text_node,T-033,,R02,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,reviewed-empty-structural,True,False,1,[empty structural SVG text node]
svg_text_node,T-034,,R02,33224021d34a9be727525bdd56c9704448bf2abfddd5152d83c11e53c41e099b,processed-semantic-transcript,True,False,1,const SITE_KEY = import.meta.env.VITE_RECAPTCHA_SITE_KEY; // or REACT_APP_...
svg_text_node,T-035,,R02,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,reviewed-empty-structural,True,False,1,[empty structural SVG text node]
svg_text_node,T-036,,R02,0b00daf55406ee278f219f23c809bf0affa61fa740496cb5897dae9fce819ed0,processed-semantic-transcript,True,False,1,export default function RegisterV2() {
svg_text_node,T-037,,R02,cfc8016e1e8c708ee796fba5d1759d5f08473d4d8cc931cf5b89e7628fc302a2,processed-semantic-transcript,True,False,1,const recaptchaRef = useRef(null);
svg_text_node,T-038,,R02,0da1eeea29496c66fb72aa7713c17a3650f0a8719d5e62b0c78af6b73927f706,processed-semantic-transcript,True,False,1,"const [email, setEmail] = useState("""");"
svg_text_node,T-039,,R02,a29857e63814f6df9d718244da56f62f3868a043039238cbe92bc925324e4450,processed-semantic-transcript,True,False,1,"const [password, setPassword] = useState("""");"
svg_text_node,T-040,,R02,25c4d43572bc29a71a61515973880e14a4e547f255ef7a530fd4faa9e87400bc,processed-semantic-transcript,True,False,1,"const [status, setStatus] = useState("""");"
svg_text_node,T-041,,R02,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,reviewed-empty-structural,True,False,1,[empty structural SVG text node]
svg_text_node,T-042,,R02,60feb94dff28a559aea894b5377948f23823ae5b3a5e881d2afa03b8973045bc,processed-semantic-transcript,True,False,1,const onSubmit = async (e) => {
svg_text_node,T-043,,R02,894c24bbd2dd531cc2cdc13ea85683503bc7a4a2629ceb09c859591e621a3804,processed-semantic-transcript,True,False,1,e.preventDefault();
svg_text_node,T-044,,R02,e8233589ea3a222b87ef1b4859d6eea0fccce29d15ba91f3f95c313992dc520b,processed-semantic-transcript,True,False,1,"setStatus("""");"
svg_text_node,T-045,,R02,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,reviewed-empty-structural,True,False,1,[empty structural SVG text node]
svg_text_node,T-046,,R02,810a87919f5157476c83c3149cd6768f25268a21a40e020584b33325defc3dea,processed-semantic-transcript,True,False,1,const token = recaptchaRef.current?.getValue();
svg_text_node,T-047,,R02,8ae3495b40e4755c0e5026ce6d60f7d87e3800ce0878dcb73e560ade068c7f55,processed-semantic-transcript,True,False,1,if (!token) {
svg_text_node,T-048,,R02,ddb57ac7936d164296a3d3be8afc490d636ce0e4b6e66c135ae53edae5315b63,processed-semantic-transcript,True,False,1,"setStatus(""Please complete reCAPTCHA."");"
svg_text_node,T-049,,R02,8beaabe25ab7e0a80d1e25bada55a2f5a227101c2210eadf0b368d3c2be4a83f,processed-semantic-transcript,True,False,1,return;
svg_text_node,T-050,,R02,d10b36aa74a59bcf4a88185837f658afaf3646eff2bb16c3928d0e9335e945d2,processed-semantic-transcript,True,False,1,}
svg_text_node,T-051,,R02,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,reviewed-empty-structural,True,False,1,[empty structural SVG text node]
svg_text_node,T-052,,R02,acbe5051a143c0ee9d708f04acd378f364dc4b97367c3266a18387fa8ced638d,processed-semantic-transcript,True,False,1,"const resp = await fetch(""/api/auth/register"", {"
svg_text_node,T-053,,R02,fa8f0b5ceabf772901474bc25319f2eedb1f710c45f1b586f3af334eea183b9d,processed-semantic-transcript,True,False,1,"method: ""POST"","
svg_text_node,T-054,,R02,2b88f4d4f8f1954658367dcec28e8db230feb8ed9909edb0c54a65daf18dd9d4,processed-semantic-transcript,True,False,1,"headers: { ""Content-Type"": ""application/json"" },"
svg_text_node,T-055,,R02,dccf26308684abc515823bab49b8b97558c24ec492c24b6ff66fa55d58a44be4,processed-semantic-transcript,True,False,1,"body: JSON.stringify({ email, password, recaptchaToken: token })"
