source_id,source_num,fileId,fileId_short,x,y,width,height,rotation,opacity,initial_subregion,combined_pass,initial_meaning,nearest_labels_for_search_only,coverage_status,decision_is_final,review_notes,current_region_decision,must_recheck_before_region_close
S-001,1,0c73cc692afc66ab8a736aa60640d676438bcb86,0c73cc692a,7973.557,541.304,843.0,482.0,0.0,1,R02-entityentry-properties-methods-query-and-values,P02-R02-entityentry-properties-methods-query-and-values,"EntityEntry: State, Entity, Metadata, CurrentValues/OriginalValues, IsKeySet, Context, Entry.Query, navigations/references/collections/properties, Reload/GetDatabaseValues examples.",L-004: changetracker itself | L-005: entityentry | L-006: common tasks | L-103: all navigations - references and | L-104: collections have isloded flag,processed-in-r01-v002-correction,yes-for-r01-v002-correction,Corrected during R02 boundary review; ChangeTracker overview/core members belong to R01.,R01,no-for-r01-v002
S-012,12,78a7b56d1f41c44eb64014efe2feee36025d3311,78a7b56d1f,12646.572,1327.881,711.0,482.0,0.0,1,R02-entityentry-properties-methods-query-and-values,P02-R02-entityentry-properties-methods-query-and-values,"EntityEntry: State, Entity, Metadata, CurrentValues/OriginalValues, IsKeySet, Context, Entry.Query, navigations/references/collections/properties, Reload/GetDatabaseValues examples.",L-102: enrty types | L-002: collections navigations references properties of entry | L-104: collections have isloded flag | L-103: all navigations - references and | L-001: .query(),processed-in-r02-v001,yes-for-r02-v001-boundary,R02 processed after local boundary review.,R02,no-for-r02-v001
S-013,13,212637cf472bbdf45cf0a6acefbe0b4eb085d18a,212637cf47,12661.551,1825.659,713.0,482.0,0.0,1,R02-entityentry-properties-methods-query-and-values,P02-R02-entityentry-properties-methods-query-and-values,"EntityEntry: State, Entity, Metadata, CurrentValues/OriginalValues, IsKeySet, Context, Entry.Query, navigations/references/collections/properties, Reload/GetDatabaseValues examples.",L-102: enrty types | L-002: collections navigations references properties of entry | L-104: collections have isloded flag | L-103: all navigations - references and | L-001: .query(),processed-in-r02-v001,yes-for-r02-v001-boundary,R02 processed after local boundary review.,R02,no-for-r02-v001
S-014,14,265f11bb11574fd995308793eaf9e37238397b6e,265f11bb11,12623.172,2323.926,873.0,428.0,0.0,1,R02-entityentry-properties-methods-query-and-values,P02-R02-entityentry-properties-methods-query-and-values,"EntityEntry: State, Entity, Metadata, CurrentValues/OriginalValues, IsKeySet, Context, Entry.Query, navigations/references/collections/properties, Reload/GetDatabaseValues examples.",L-102: enrty types | L-002: collections navigations references properties of entry | L-104: collections have isloded flag | L-001: .query() | L-103: all navigations - references and,processed-in-r02-v001,yes-for-r02-v001-boundary,R02 processed after local boundary review.,R02,no-for-r02-v001
S-015,15,f61956999a3048dad0e6e198b593ea245b925ae3,f61956999a,12607.506,2759.389,931.0,443.0,0.0,1,R02-entityentry-properties-methods-query-and-values,P02-R02-entityentry-properties-methods-query-and-values,"EntityEntry: State, Entity, Metadata, CurrentValues/OriginalValues, IsKeySet, Context, Entry.Query, navigations/references/collections/properties, Reload/GetDatabaseValues examples.",L-102: enrty types | L-002: collections navigations references properties of entry | L-001: .query() | L-003: is entry..... query accessible only from collection? | L-104: collections have isloded flag,processed-in-r02-v001,yes-for-r02-v001-boundary,R02 processed after local boundary review.,R02,no-for-r02-v001
S-016,16,ff6f6d3218c1b290fa73239a70feb58d16a89867,ff6f6d3218,12592.709,3206.334,848.0,278.0,0.0,1,R02-entityentry-properties-methods-query-and-values,P02-R02-entityentry-properties-methods-query-and-values,"EntityEntry: State, Entity, Metadata, CurrentValues/OriginalValues, IsKeySet, Context, Entry.Query, navigations/references/collections/properties, Reload/GetDatabaseValues examples.",L-001: .query() | L-102: enrty types | L-002: collections navigations references properties of entry | L-003: is entry..... query accessible only from collection? | L-104: collections have isloded flag,processed-in-r02-v001,yes-for-r02-v001-boundary,R02 processed after local boundary review.,R02,no-for-r02-v001
S-017,17,8c36753e3a4719fd92f21f9f2886fe2212829a03,8c36753e3a,12605.452,3483.437,817.0,482.0,0.0,1,R02-entityentry-properties-methods-query-and-values,P02-R02-entityentry-properties-methods-query-and-values,"EntityEntry: State, Entity, Metadata, CurrentValues/OriginalValues, IsKeySet, Context, Entry.Query, navigations/references/collections/properties, Reload/GetDatabaseValues examples.",L-001: .query() | L-003: is entry..... query accessible only from collection? | L-102: enrty types | L-002: collections navigations references properties of entry | L-104: collections have isloded flag,processed-in-r02-v001,yes-for-r02-v001-boundary,R02 processed after local boundary review.,R02,no-for-r02-v001
S-018,18,c9a65f619732965294d1fdffe973a3b2ab6ca94a,c9a65f6197,12603.154,4021.797,856.0,463.0,0.0,1,R02-entityentry-properties-methods-query-and-values,P02-R02-entityentry-properties-methods-query-and-values,"EntityEntry: State, Entity, Metadata, CurrentValues/OriginalValues, IsKeySet, Context, Entry.Query, navigations/references/collections/properties, Reload/GetDatabaseValues examples.","L-001: .query() | L-003: is entry..... query accessible only from collection? | L-102: enrty types | L-092: props,methods examples | L-002: collections navigations references properties of entry",processed-in-r02-v001,yes-for-r02-v001-boundary,R02 processed after local boundary review.,R02,no-for-r02-v001
S-019,19,dd3cd5803e06f767a8507845e4f3ae6811773cfe,dd3cd5803e,12649.372,4484.797,729.0,482.0,0.0,1,R02-entityentry-properties-methods-query-and-values,P02-R02-entityentry-properties-methods-query-and-values,"EntityEntry: State, Entity, Metadata, CurrentValues/OriginalValues, IsKeySet, Context, Entry.Query, navigations/references/collections/properties, Reload/GetDatabaseValues examples.","L-001: .query() | L-003: is entry..... query accessible only from collection? | L-092: props,methods examples | L-093: what and why metadata | L-102: enrty types",processed-in-r02-v001,yes-for-r02-v001-boundary,R02 processed after local boundary review.,R02,no-for-r02-v001
S-020,20,31550616bbaa12cc2fb76e336d7685ff4291c344,31550616bb,12660.784,4982.538,840.0,403.0,0.0,1,R02-entityentry-properties-methods-query-and-values,P02-R02-entityentry-properties-methods-query-and-values,"EntityEntry: State, Entity, Metadata, CurrentValues/OriginalValues, IsKeySet, Context, Entry.Query, navigations/references/collections/properties, Reload/GetDatabaseValues examples.","L-001: .query() | L-003: is entry..... query accessible only from collection? | L-092: props,methods examples | L-093: what and why metadata | L-102: enrty types",processed-in-r02-v001,yes-for-r02-v001-boundary,R02 processed after local boundary review.,R02,no-for-r02-v001
S-021,21,aabda1bea1a25cfda1e3b241a2ce264ae3a72fcc,aabda1bea1,12672.839,5398.26,827.0,216.0,0.0,1,R02-entityentry-properties-methods-query-and-values,P02-R02-entityentry-properties-methods-query-and-values,"EntityEntry: State, Entity, Metadata, CurrentValues/OriginalValues, IsKeySet, Context, Entry.Query, navigations/references/collections/properties, Reload/GetDatabaseValues examples.","L-001: .query() | L-003: is entry..... query accessible only from collection? | L-092: props,methods examples | L-093: what and why metadata | L-102: enrty types",processed-in-r02-v001,yes-for-r02-v001-boundary,R02 processed after local boundary review.,R02,no-for-r02-v001
S-022,22,914dac643d07c1ffac70e58a3051bc4b79e841f3,914dac643d,14032.893,5374.36,733.0,482.0,0.0,1,R02-entityentry-properties-methods-query-and-values,P02-R02-entityentry-properties-methods-query-and-values,"EntityEntry: State, Entity, Metadata, CurrentValues/OriginalValues, IsKeySet, Context, Entry.Query, navigations/references/collections/properties, Reload/GetDatabaseValues examples.","L-001: .query() | L-003: is entry..... query accessible only from collection? | L-092: props,methods examples | L-093: what and why metadata | L-102: enrty types",processed-in-r02-v001,yes-for-r02-v001-boundary,R02 processed after local boundary review.,R02,no-for-r02-v001
S-023,23,775a140e116fd9a5e2a014d557b623e3c7e87380,775a140e11,14031.148,5876.85,755.0,248.0,0.0,1,R02-entityentry-properties-methods-query-and-values,P02-R02-entityentry-properties-methods-query-and-values,"EntityEntry: State, Entity, Metadata, CurrentValues/OriginalValues, IsKeySet, Context, Entry.Query, navigations/references/collections/properties, Reload/GetDatabaseValues examples.","L-001: .query() | L-003: is entry..... query accessible only from collection? | L-092: props,methods examples | L-093: what and why metadata | L-102: enrty types",processed-in-r02-v001,yes-for-r02-v001-boundary,R02 processed after local boundary review.,R02,no-for-r02-v001
S-024,24,92056d22279eb81c348fbd9a0ac4f176c8d2880c,92056d2227,14014.795,6154.36,830.0,482.0,0.0,1,R02-entityentry-properties-methods-query-and-values,P02-R02-entityentry-properties-methods-query-and-values,"EntityEntry: State, Entity, Metadata, CurrentValues/OriginalValues, IsKeySet, Context, Entry.Query, navigations/references/collections/properties, Reload/GetDatabaseValues examples.","L-001: .query() | L-003: is entry..... query accessible only from collection? | L-092: props,methods examples | L-093: what and why metadata | L-112: savechanges also",processed-in-r02-v001,yes-for-r02-v001-boundary,R02 processed after local boundary review.,R02,no-for-r02-v001
S-025,25,c0773e96c478cf0d31549d2a86d23447249fff3f,c0773e96c4,13495.269,1322.462,547.0,209.0,0.0,1,R02-entityentry-properties-methods-query-and-values,P02-R02-entityentry-properties-methods-query-and-values,"EntityEntry: State, Entity, Metadata, CurrentValues/OriginalValues, IsKeySet, Context, Entry.Query, navigations/references/collections/properties, Reload/GetDatabaseValues examples.",L-102: enrty types | L-002: collections navigations references properties of entry | L-104: collections have isloded flag | L-103: all navigations - references and | L-001: .query(),processed-in-r02-v001,yes-for-r02-v001-boundary,R02 processed after local boundary review.,R02,no-for-r02-v001
S-026,26,21e2e4dc1fc42843849011abb50445c17e256d4a,21e2e4dc1f,13490.784,1553.992,859.0,112.0,0.0,1,R02-entityentry-properties-methods-query-and-values,P02-R02-entityentry-properties-methods-query-and-values,"EntityEntry: State, Entity, Metadata, CurrentValues/OriginalValues, IsKeySet, Context, Entry.Query, navigations/references/collections/properties, Reload/GetDatabaseValues examples.",L-102: enrty types | L-002: collections navigations references properties of entry | L-104: collections have isloded flag | L-103: all navigations - references and | L-001: .query(),processed-in-r02-v001,yes-for-r02-v001-boundary,R02 processed after local boundary review.,R02,no-for-r02-v001
S-027,27,064dcb2d474e914fe4c58458e5b007252cc5e525,064dcb2d47,11606.921,3467.447,874.0,256.0,0.0,1,R02-entityentry-properties-methods-query-and-values,P02-R02-entityentry-properties-methods-query-and-values,"EntityEntry: State, Entity, Metadata, CurrentValues/OriginalValues, IsKeySet, Context, Entry.Query, navigations/references/collections/properties, Reload/GetDatabaseValues examples.",L-102: enrty types | L-002: collections navigations references properties of entry | L-001: .query() | L-104: collections have isloded flag | L-103: all navigations - references and,processed-in-r02-v001,yes-for-r02-v001-boundary,R02 processed after local boundary review.,R02,no-for-r02-v001
S-028,28,940fd9de92cc3e0dbfbd4dcdeb0c576112d722b3,940fd9de92,11644.189,2987.018,846.0,482.0,0.0,1,R02-entityentry-properties-methods-query-and-values,P02-R02-entityentry-properties-methods-query-and-values,"EntityEntry: State, Entity, Metadata, CurrentValues/OriginalValues, IsKeySet, Context, Entry.Query, navigations/references/collections/properties, Reload/GetDatabaseValues examples.",L-102: enrty types | L-002: collections navigations references properties of entry | L-104: collections have isloded flag | L-103: all navigations - references and | L-001: .query(),processed-in-r02-v001,yes-for-r02-v001-boundary,R02 processed after local boundary review.,R02,no-for-r02-v001
S-029,29,021c96de807c9c1ceb8bcca32c75dcab056f2610,021c96de80,11663.419,2492.473,754.0,482.0,0.0,1,R02-entityentry-properties-methods-query-and-values,P02-R02-entityentry-properties-methods-query-and-values,"EntityEntry: State, Entity, Metadata, CurrentValues/OriginalValues, IsKeySet, Context, Entry.Query, navigations/references/collections/properties, Reload/GetDatabaseValues examples.",L-102: enrty types | L-002: collections navigations references properties of entry | L-104: collections have isloded flag | L-103: all navigations - references and | L-001: .query(),processed-in-r02-v001,yes-for-r02-v001-boundary,R02 processed after local boundary review.,R02,no-for-r02-v001
S-030,30,3b0796173d95fecfb954f3c2f898a54e414292fa,3b0796173d,11659.685,2056.696,830.0,436.0,0.0,1,R02-entityentry-properties-methods-query-and-values,P02-R02-entityentry-properties-methods-query-and-values,"EntityEntry: State, Entity, Metadata, CurrentValues/OriginalValues, IsKeySet, Context, Entry.Query, navigations/references/collections/properties, Reload/GetDatabaseValues examples.",L-102: enrty types | L-002: collections navigations references properties of entry | L-104: collections have isloded flag | L-103: all navigations - references and | L-005: entityentry,processed-in-r02-v001,yes-for-r02-v001-boundary,R02 processed after local boundary review.,R02,no-for-r02-v001
S-031,31,2cfcafc907bd57a20809a9d7a6e3a7ad653d6a7e,2cfcafc907,11667.406,1684.038,850.0,361.0,0.0,1,R02-entityentry-properties-methods-query-and-values,P02-R02-entityentry-properties-methods-query-and-values,"EntityEntry: State, Entity, Metadata, CurrentValues/OriginalValues, IsKeySet, Context, Entry.Query, navigations/references/collections/properties, Reload/GetDatabaseValues examples.",L-102: enrty types | L-002: collections navigations references properties of entry | L-104: collections have isloded flag | L-103: all navigations - references and | L-005: entityentry,processed-in-r02-v001,yes-for-r02-v001-boundary,R02 processed after local boundary review.,R02,no-for-r02-v001
S-032,32,b93bbce91beed18756f7f0a646f207a64b8ea908,b93bbce91b,11686.527,1329.901,756.0,342.0,0.0,1,R02-entityentry-properties-methods-query-and-values,P02-R02-entityentry-properties-methods-query-and-values,"EntityEntry: State, Entity, Metadata, CurrentValues/OriginalValues, IsKeySet, Context, Entry.Query, navigations/references/collections/properties, Reload/GetDatabaseValues examples.",L-102: enrty types | L-002: collections navigations references properties of entry | L-104: collections have isloded flag | L-103: all navigations - references and | L-005: entityentry,processed-in-r02-v001,yes-for-r02-v001-boundary,R02 processed after local boundary review.,R02,no-for-r02-v001
S-033,33,22572ab9daed0412e4836c02553d0bdc6b30b0b9,22572ab9da,10403.784,3472.114,873.0,380.0,0.0,1,R02-entityentry-properties-methods-query-and-values,P02-R02-entityentry-properties-methods-query-and-values,"EntityEntry: State, Entity, Metadata, CurrentValues/OriginalValues, IsKeySet, Context, Entry.Query, navigations/references/collections/properties, Reload/GetDatabaseValues examples.",L-005: entityentry | L-104: collections have isloded flag | L-103: all navigations - references and | L-102: enrty types | L-002: collections navigations references properties of entry,processed-in-r02-v001,yes-for-r02-v001-boundary,R02 processed after local boundary review.,R02,no-for-r02-v001
S-034,34,7d78912506b7a2a3005f185091953735cba5a4f1,7d78912506,15403.981,5281.588,848.0,345.0,0.0,1,R02-entityentry-properties-methods-query-and-values,P02-R02-entityentry-properties-methods-query-and-values,"EntityEntry: State, Entity, Metadata, CurrentValues/OriginalValues, IsKeySet, Context, Entry.Query, navigations/references/collections/properties, Reload/GetDatabaseValues examples.","L-003: is entry..... query accessible only from collection? | L-001: .query() | L-092: props,methods examples | L-093: what and why metadata | L-102: enrty types",processed-in-r02-v001,yes-for-r02-v001-boundary,R02 processed after local boundary review.,R02,no-for-r02-v001
S-035,35,67973e4c0ed9fbeec2f6244fa54ccd16b5884c88,67973e4c0e,15401.527,5636.265,733.0,482.0,0.0,1,R02-entityentry-properties-methods-query-and-values,P02-R02-entityentry-properties-methods-query-and-values,"EntityEntry: State, Entity, Metadata, CurrentValues/OriginalValues, IsKeySet, Context, Entry.Query, navigations/references/collections/properties, Reload/GetDatabaseValues examples.","L-003: is entry..... query accessible only from collection? | L-001: .query() | L-092: props,methods examples | L-093: what and why metadata | L-102: enrty types",processed-in-r02-v001,yes-for-r02-v001-boundary,R02 processed after local boundary review.,R02,no-for-r02-v001
S-036,36,d3776b2c75460452e07745fab0d9d302d90f706d,d3776b2c75,15375.316,6166.265,795.0,482.0,0.0,1,R02-entityentry-properties-methods-query-and-values,P02-R02-entityentry-properties-methods-query-and-values,"EntityEntry: State, Entity, Metadata, CurrentValues/OriginalValues, IsKeySet, Context, Entry.Query, navigations/references/collections/properties, Reload/GetDatabaseValues examples.","L-003: is entry..... query accessible only from collection? | L-001: .query() | L-092: props,methods examples | L-093: what and why metadata | L-112: savechanges also",processed-in-r02-v001,yes-for-r02-v001-boundary,R02 processed after local boundary review.,R02,no-for-r02-v001
S-037,37,a1aad7f8bc39e467a778fdfd01c340547eec550f,a1aad7f8bc,5348.991,1089.43,820.0,482.0,0.0,1,R01-changetracker-core-methods-detection-cascade-debugview,P01-R01-changetracker-core-methods-detection-cascade-debugview,"ChangeTracker itself: HasChanges, DetectChanges, Clear, AutoDetectChangesEnabled, QueryTrackingBehavior, cascade/delete timings, AcceptAllChanges, DebugView.",L-012: querytrackingbehavior | L-011: autodetectchangesenabled | L-010: clear | L-015: !!! | L-009: detectchanges,processed-in-r01-v001,yes-for-r01-v001-boundary,R01 processed after local boundary review.,R01,no-for-r01-v001
S-038,38,ce104a49e0a810a006ec0412549aa7f17886a542,ce104a49e0,5347.018,1606.192,609.0,482.0,0.0,1,R01-changetracker-core-methods-detection-cascade-debugview,P01-R01-changetracker-core-methods-detection-cascade-debugview,"ChangeTracker itself: HasChanges, DetectChanges, Clear, AutoDetectChangesEnabled, QueryTrackingBehavior, cascade/delete timings, AcceptAllChanges, DebugView.",L-015: !!! | L-012: querytrackingbehavior | L-011: autodetectchangesenabled | L-010: clear | L-009: detectchanges,processed-in-r01-v001,yes-for-r01-v001-boundary,R01 processed after local boundary review.,R01,no-for-r01-v001
S-039,39,84be6985df31b4ea9758f915208286c96d07fbcb,84be6985df,5314.807,2131.681,849.0,426.0,0.0,1,R01-changetracker-core-methods-detection-cascade-debugview,P01-R01-changetracker-core-methods-detection-cascade-debugview,"ChangeTracker itself: HasChanges, DetectChanges, Clear, AutoDetectChangesEnabled, QueryTrackingBehavior, cascade/delete timings, AcceptAllChanges, DebugView.",L-015: !!! | L-012: querytrackingbehavior | L-011: autodetectchangesenabled | L-010: clear | L-009: detectchanges,processed-in-r01-v001,yes-for-r01-v001-boundary,R01 processed after local boundary review.,R01,no-for-r01-v001
S-040,40,0f3c1873f99139d7d426462acefc85bf55d48c5a,0f3c1873f9,5298.537,2588.858,794.0,482.0,0.0,1,R01-changetracker-core-methods-detection-cascade-debugview,P01-R01-changetracker-core-methods-detection-cascade-debugview,"ChangeTracker itself: HasChanges, DetectChanges, Clear, AutoDetectChangesEnabled, QueryTrackingBehavior, cascade/delete timings, AcceptAllChanges, DebugView.",L-015: !!! | L-006: common tasks | L-012: querytrackingbehavior | L-011: autodetectchangesenabled | L-016: clear,processed-in-r01-v001,yes-for-r01-v001-boundary,R01 processed after local boundary review.,R01,no-for-r01-v001
S-041,41,8bdfb4c28b4780be8a7273f8c24d738a753db14e,8bdfb4c28b,5296.026,3068.859,724.0,482.0,0.0,1,R01-changetracker-core-methods-detection-cascade-debugview,P01-R01-changetracker-core-methods-detection-cascade-debugview,"ChangeTracker itself: HasChanges, DetectChanges, Clear, AutoDetectChangesEnabled, QueryTrackingBehavior, cascade/delete timings, AcceptAllChanges, DebugView.",L-015: !!! | L-016: clear | L-017: after savechanges | L-018: entities are still tracked | L-006: common tasks,processed-in-r01-v001,yes-for-r01-v001-boundary,R01 processed after local boundary review.,R01,no-for-r01-v001
S-042,42,0df22bef2b296486a2b1cffff239fd09324ef1a8,0df22bef2b,5281.307,3608.015,852.0,452.0,0.0,1,R01-changetracker-core-methods-detection-cascade-debugview,P01-R01-changetracker-core-methods-detection-cascade-debugview,"ChangeTracker itself: HasChanges, DetectChanges, Clear, AutoDetectChangesEnabled, QueryTrackingBehavior, cascade/delete timings, AcceptAllChanges, DebugView.",L-015: !!! | L-018: entities are still tracked | L-017: after savechanges | L-016: clear | L-023: autodetect,processed-in-r01-v001,yes-for-r01-v001-boundary,R01 processed after local boundary review.,R01,no-for-r01-v001
S-043,43,45c7135996ae043e93538f5a7089a72074e93bb8,45c7135996,5276.474,4065.181,635.0,415.0,0.0,1,R01-changetracker-core-methods-detection-cascade-debugview,P01-R01-changetracker-core-methods-detection-cascade-debugview,"ChangeTracker itself: HasChanges, DetectChanges, Clear, AutoDetectChangesEnabled, QueryTrackingBehavior, cascade/delete timings, AcceptAllChanges, DebugView.",L-023: autodetect | L-024: cahnges | L-018: entities are still tracked | L-017: after savechanges | L-016: clear,processed-in-r01-v001,yes-for-r01-v001-boundary,R01 processed after local boundary review.,R01,no-for-r01-v001
S-044,44,d6b4a82dc1b33a4c5c6b57298ca05cd9738987ec,d6b4a82dc1,5293.474,4431.681,649.0,442.0,0.0,1,R01-changetracker-core-methods-detection-cascade-debugview,P01-R01-changetracker-core-methods-detection-cascade-debugview,"ChangeTracker itself: HasChanges, DetectChanges, Clear, AutoDetectChangesEnabled, QueryTrackingBehavior, cascade/delete timings, AcceptAllChanges, DebugView.",L-023: autodetect | L-024: cahnges | L-018: entities are still tracked | L-017: after savechanges | L-016: clear,processed-in-r01-v001,yes-for-r01-v001-boundary,R01 processed after local boundary review.,R01,no-for-r01-v001
S-045,45,a1af1a5641143a17bed93827b6626733f04f05cd,a1af1a5641,5294.807,4900.348,849.0,390.0,0.0,1,R01-changetracker-core-methods-detection-cascade-debugview,P01-R01-changetracker-core-methods-detection-cascade-debugview,"ChangeTracker itself: HasChanges, DetectChanges, Clear, AutoDetectChangesEnabled, QueryTrackingBehavior, cascade/delete timings, AcceptAllChanges, DebugView.",L-023: autodetect | L-024: cahnges | L-021: querytacking | L-022: behavior | L-096: full entity entry list,processed-in-r01-v001,yes-for-r01-v001-boundary,R01 processed after local boundary review.,R01,no-for-r01-v001
