source_id,image_use,symbol_id,x,y,width,height,asset_sha1,region
S-038,U-038,image-9c2d19ed5264e9e4b7ee2ebe10db9a6ddf6369bb,4408.591478,1105.247879,976.0,358.0,79ccf9d1c97ab424942496e3f303b13240555b9f,R02
S-039,U-039,image-be495fb5f7523f694dba1328eac286906ea431bc,4373.907277,716.228322,838.0,391.0,2fdc2f6d0ae7630ded4ed2979042d908ff351c23,R02
S-040,U-040,image-a18b6238598ff80c9595c1bf6fc5c2b8da95282c,1395.918848,6225.813586,834.0,482.0,cac11164e5ae699449b76dc922d06cc21be15566,R04
S-041,U-041,image-7a5b9c0a3429dba7633457b3845ab7cce93eb0ed,1407.613085,5764.056013,755.0,461.0,dd998c70f5527d0e4da85c1fc4ed43409813ae85,R04
S-042,U-042,image-b8c6c1aed00237f4a4e97545967e76f2e59ad9d9,1390.790869,5278.702515,924.0,482.0,e71d426f3a7f500ffd4c9dd157466b364757cf25,R04
S-043,U-043,image-64ada1743399a79e5915328dada24d8cab0dc324,1399.573732,4946.964845,889.0,307.0,11b9eb937f92b546aa6f0d8558ee30fc1b6637cc,R04
S-044,U-044,image-d7c30844edb7c724bb5004dd7f4449e70ba04224,1390.073732,4572.646663,908.0,372.0,cb9847710ada7a47ad3688306d330e65fe11ec95,R01
S-045,U-045,image-99a4c9dd1c0bc1abecd0107a23a1bb826a252af9,1385.22521,4173.41939,908.0,385.0,e379c8d6ad82433f3f74f8e142ebb4f144aa1bae,R01
S-046,U-046,image-1c0c1f3165e7f169afd93b1e228b2d91d1be34f1,1371.899699,3906.440423,896.0,251.0,a627e085006faee15ba99ca9fa7da5c3fe07ac34,R01
S-047,U-047,image-24454869741ea49df0280dbbebb7f450d8fa9af0,1377.399699,3455.60711,917.0,446.0,69926141038a9d2a5982895ecea64501819dba52,R01
S-048,U-048,image-bf4979f0169284fccb5fb98ce29262cd14e9d2b7,1376.899699,2718.773736,878.0,173.0,cf3f84cee5f51f4d016349706fd823b9f6847888,R01
S-049,U-049,image-45238b663ffed74c577b6b731621bc924e1183f9,1357.066325,2900.940423,931.0,406.0,4480ee2c0da429121d82eabc1da3c55bff6ae6f8,R01
S-050,U-050,image-a6e57df4455b1e5da71713187f5b42fe77071a6c,1383.955655,2213.45086,875.0,482.0,c13fc8b69143d94d0731de6a477676e1cc1920b4,R01
S-051,U-051,image-547d9a112433688e9212baed59b0b7ecba7aa1e2,1374.209117,1782.868912,903.0,399.0,6d157ea546d519180b5259a9adeaeeabedbf43fa,R01
S-052,U-052,image-665cbc348112bb69e528883a05fdcbc3e030a525,1369.3759,1338.368912,966.0,408.0,f5d3b8b5335c9ea5dbe89043c94b97a15fd935b3,R01
S-053,U-053,image-2917a69a97eeaef98057698cf917ee7bdb38d46f,1358.113937,1107.035608,939.0,204.0,b59801f75b6b2e3f42ac4dd44d1b6aab08ba9e9f,R01
S-054,U-054,image-10562c1c05e18130e2520434552992b3e527c2e2,1370.399826,645.583198,983.0,445.0,8272fdb9348ef0e7fa861a397408e3653f0ffff9,R01
S-055,U-055,image-1b5977198e174a1b2f1bbcec8be52cd0d3944506,246.650802,1940.052401,963.0,342.0,079d6f893b09c00c9b979a95f93dc625462d2752,R01
S-056,U-056,image-dab100449cf8e9b6d9eaa491d16ba5384ab1c139,190.984136,1567.77464,1021.0,371.0,bfd93bd7ff94441e2ca09a92190ec979d2d5e7a3,R01
S-057,U-057,image-9dfd79684517c4c2e7fc3d8231ace5608c16163a,2766.817367,2945.830233,876.0,390.0,25451276a3c0b0ba5c88bc9af12d34b05ae4dda7,R01
S-058,U-058,image-b132f33d36f7920a4e05a49837afa196cb7cd624,2809.206222,3933.941327,929.0,436.0,77809c9d1950a14ae003e44d627358956a205c54,R01
S-059,U-059,image-755ed655c0f2f9766b095f81854c0cea694dd40d,2802.592307,3433.007265,860.0,482.0,9d93f22632c5f841328fa3b23f9a054a1b888d30,R01
S-060,U-060,image-23a552f8b58bf9b3b63ef9aef71098b9d93ad8d1,7705.685781,5367.262589,1004.0,351.0,1fe08ef71b0737408cc1eeee184997a49e3c6a4d,R04
S-061,U-061,image-b82ac2fe71e54905040d8841444031ecbad36f15,8900.907786,5383.929195,1042.0,251.0,169db92cdcb74ffb91c64e416986d985ad0308fc,R04
S-062,U-062,image-27d4402672559412fb84a5c2cf0ac8025eaa6e84,6950.407847,5380.262508,695.0,261.0,4eb96447f0414c18c4d532acc2eeb90d97a5f570,R04
S-063,U-063,image-2ae03062531ae1147a661f98714c0e1730961c19,10078.24116,5518.762447,850.0,248.0,86cd6eb790d94a9180833283995854cde66b1f36,R04
S-064,U-064,image-6a287fd962fb1eaf694c8a7dd872510f551ee092,10035.574412,5346.262508,1066.0,137.0,1f98eb9a678f330cda775cde782205ab9057461f,R04
S-065,U-065,image-263d8619e331b4dacc2b4f88ace6a194ce81d9d2,7686.574257,6042.333575,889.0,482.0,20a88e5ff381a7d58e5d8ef3ab3a1a0d89b39701,R04
S-066,U-066,image-40d22438adfe9e31dac43208394c3bb52ad76277,7647.881027,6581.929223,988.0,335.0,25a134970a159d7ce85198ae8cd3b1d6eb9f28d6,R04
S-067,U-067,image-3a8e420413e6b10b694966dba0ab3a1589c51d8d,8894.668924,6045.838314,972.0,389.0,6c5d9a269cf680275854d04df45a30e86ed40815,R04
S-068,U-068,image-2eff0101b9c59ea6303c05a1e5d7b2c94169b347,8896.865857,6506.883768,987.0,296.0,d6e43adaf97876353f76afe059489725d482aa3d,R04
S-069,U-069,image-c125069f494a1183dd7963b347eb191950efb79c,8906.305177,6842.808029,956.0,269.0,a979306165f0c45f6fc3e479ab0c43a1b9648a06,R04
S-070,U-070,image-37bcf068ab7828450a58097635355d2fcee87096,8367.344138,7707.611041,996.0,360.0,30d77985203b9052781d980291687582c3b1f9b2,R04
S-071,U-071,image-b82ac2fe71e54905040d8841444031ecbad36f15,8357.677502,8116.982894,1042.0,251.0,169db92cdcb74ffb91c64e416986d985ad0308fc,R04
S-072,U-072,image-5fb086b8208e741617af33e1cacd8b27296ef5b4,8332.692239,8411.449913,956.0,288.0,80d767d187ea72081e658f002babc7375a699e84,R04
