symbol_id,mime_type,sha1,intrinsic_width,intrinsic_height
image-a18b6238598ff80c9595c1bf6fc5c2b8da95282c,image/png,cac11164e5ae699449b76dc922d06cc21be15566,100.0,100.0
image-be495fb5f7523f694dba1328eac286906ea431bc,image/png,2fdc2f6d0ae7630ded4ed2979042d908ff351c23,100.0,100.0
image-9c2d19ed5264e9e4b7ee2ebe10db9a6ddf6369bb,image/png,79ccf9d1c97ab424942496e3f303b13240555b9f,100.0,100.0
image-52a421a9860d33c4d36389e99ba35940daf5164a,image/png,2e0bbb7f3dd4b0392b7686e62c86feb28b467f52,100.0,100.0
image-6f9f62eccb3d0bb97301822774e8fe14cdc2b510,image/png,ced615a90b524692492c8ef7aef3e75bd5db5c86,100.0,100.0
image-f614f82cefa92c97beb5e27c73eac82734d3aae8,image/png,aabcca5430221e79f8b71b46bdb68dd5228e59eb,100.0,100.0
image-f927911a028059746c5ebf01c91694261c06cd08,image/png,f6ec1c1a6b1f965b2f9a09dd71222a262d09bbae,100.0,100.0
image-4738f4792d3ba69b54423c91d5b21e1f45f06b6d,image/png,011137bda0322ca157c3d40c883755c5f3a9fb8e,100.0,100.0
image-9bd876d626bb355f897c3061a73a85f6c1baa521,image/png,adcc5c234119023da636642e9f814f22373cdd78,100.0,100.0
image-ee40789e998acebb49084ba7231e3a8a34664846,image/png,44a7a8883057066a839b16eea6f9c440dc914aa2,100.0,100.0
image-b0c3159fda0560042e6173c90583c6c042b372fb,image/png,946a2419a538d8f83374d98e71842b1dad8ebb69,100.0,100.0
image-d72db35586ca6e7b8165d45de68773acce706896,image/png,772d340a8f1864abccfdcd4a26b0989f5395e788,100.0,100.0
image-6b9a7ccfaf3bd839fb0eb825224424331f53ed3c,image/png,bc54332b13526a41ce8deb3cafd60f6f0da01243,100.0,100.0
image-1a50e3e096fde45d53b6c27a9d7debc083e88479,image/png,992d6f24180a6082e0b45114980cfb1ff3818f79,100.0,100.0
image-f16371d6a609e7d84800e1d900e658f78f70dc3e,image/png,bec4990340ed1f35e36a954448d41147dd001b6e,100.0,100.0
image-4125a1da22ec271a30ed28c2a259878361654dee,image/png,244f17e464156cd7c4d73d6a859e08ac2e286879,100.0,100.0
image-c511c3a46ecde98e3a8a922745bf1ed5321c8783,image/png,1e5db3865a913246149ac5b2eb1b8f4ff214d524,100.0,100.0
image-a109112a99563809588c4363e0ce85947574cea6,image/png,c53dcdd67632790f48445be825507b5cac4e91c5,100.0,100.0
image-a2a82ff30e21a7f40b7d0fc6263f6c079f078ea1,image/png,340852a02c36556e2a9f1c58e083d760906a40fc,100.0,100.0
image-0db467954d94df1c4ca468cd326f976d571d03a4,image/png,3c0a92ba843b588139e6cb2f30480437ec5d1a89,100.0,100.0
image-916537378b337855c93babf73587dda679338898,image/png,dc8b20d45426fc10e3f08461aa07fa30d90dde50,100.0,100.0
image-c95351d64a279dfcb35214edcf731e0aafb81372,image/png,815bae5108ab254e0c25aee77851441ac2a8607b,100.0,100.0
image-58165b4f3695c966628101f8dd083e3cc633939a,image/png,0e0ab254342aa9c0e592422d9f9375d7d3a8639b,100.0,100.0
image-843f0b42e989b9c61a37ce054f85c997d8702ddd,image/png,df857450925b55bd61673ec664a59d417e6c71b2,100.0,100.0
image-b2921dadd7db15b13879b60d5b1fb503a172d2e4,image/png,062d924067381cf5099c432d9c0b259dd01424f3,100.0,100.0
image-e60aa49499f6235db0547d86034dba3c165f2116,image/png,bb98680711eb54d8199fad9eff3eac9b84bf62df,100.0,100.0
image-68c206c43ae3a00d39a196012cecb1c4dbe25ca1,image/png,69b4b18914ebc43f701a7b6380dd5e9e1401763a,100.0,100.0
image-bb14420811e5bb4774154a75c9b8088602f16627,image/png,6a4047b3158046016456a90365f937bb1ff71376,100.0,100.0
image-9f4f71bc7698c178fcaa71678285e52ef0913c59,image/png,01f0743eabe5d7cef3b1658cd95d6c62b3f26427,100.0,100.0
image-9b8ddb1c1e8a21cc5f295a26ceeb3c93c61d6fd5,image/png,564e43e5d488f68a973b1aef8cad4c6fe17bf291,100.0,100.0
image-4aff40673533fb929870cf898c88ee70ad6f5f00,image/png,081e7f0b1623a687331486f8925de29a79c6d605,100.0,100.0
image-b67411b90edc615787d29de38a83dc23f2100f16,image/png,3f4d7b05b814d305b7517ee0b5dec9efcf44a7f1,100.0,100.0
image-964f16302303fb439c914860b0cc31b21a614010,image/png,b4f948a98acd632ead70f04a208ddb4f9d441c10,100.0,100.0
image-f7f70aec3e8f7064861a983466e2c468d39cbc95,image/png,8942c359cae419c6b97e744207b93923a17a5e8c,100.0,100.0
image-9a6b53e1eeaabef44f1bc97faefea06a1f8957c7,image/png,9a78cf56e1fabe6c0d7c9007480ba96371f22da4,100.0,100.0
image-43bb3ab654c208a6aeb1aded3b57c4925d2b3ce1,image/png,0d925b2397b213fc8b144aff3d8e7be46628eeac,100.0,100.0
image-18da46a6f384adf47fb6fc7edb8f917c376bbccd,image/png,d862e94bbf1c9364858841e6b59c353493fb91a5,100.0,100.0
image-55d8bc685ca7f893736c46deecd71519ac8fbcb7,image/png,08c805597c4796f51256b930e2d34c17ac162844,100.0,100.0
image-2bf25d3c144adb788fdcd2971df9e6f1b809b539,image/png,9be93639590eae7f314b323cf48fa8313d6271ca,100.0,100.0
image-2484f793be60712d8b6622d7a17590e3cc97f501,image/png,a6bfa8a239222c098c51f619e4ea54b6d67832f1,100.0,100.0
