source_id,image_use_id,symbol_id,sha256,sha1,x,y,width,height,pixel_width,pixel_height,region_id,restored,coverage_status,assignment_count,asset_path,description,nearest_text_nodes_hint_only
S-011,IU-011,image-23ec40f960d2f7ffe03d532123b1261541ecbb62,1c0065ec581d737b69007962cf8028600d221779650b16a9c7e106fbba4f0681,58b574c86a8e1ae0bd471631b4f1002f6afb8334,6735.6642491776165,986.0159178482554,911.0,410.0,911,410,R02,True,processed-semantic-transcript,1,assets/source-images-v001/S-011__1c0065ec58.png,Explanation of rel as a semantic relation label rather than merely a URL.,"[{""text_id"": ""T-020"", ""text"": ""rel, method""}, {""text_id"": ""T-015"", ""text"": ""theory""}, {""text_id"": ""T-028"", ""text"": ""if logic changes, server may not show some link to consumer""}, {""text_id"": ""T-010"", ""text"": ""server""}, {""text_id"": ""T-009"", ""text"": ""that yoiu put into returned links from""}]"
S-012,IU-012,image-c1cb9716c3a90265c88a5e0332b53dcc77c595de,dcf77c424c305a1ecda076cedbd9f5f6b1ec14ec09b7e5cc978be7471fe3514d,2147c4f8a96abafabb5609c2dca88e282eca4ad2,10738.180839609255,1069.3395278987837,833.0,482.0,997,577,R03,True,processed-semantic-transcript,1,assets/source-images-v001/S-012__dcf77c424c.png,Course demo overview: link creation depends on business rules and response-shaping style.,"[{""text_id"": ""T-022"", ""text"": ""basic implementation""}, {""text_id"": ""T-018"", ""text"": ""!!!""}, {""text_id"": ""T-021"", ""text"": ""!!!""}, {""text_id"": ""T-030"", ""text"": ""Creating link to the resource itself""}, {""text_id"": ""T-005"", ""text"": ""page links""}]"
S-013,IU-013,image-43adac1d56ee6912d41f64c9db48e9789110e967,728960ed247bd1c8659c788a146eb389e2f8d11eaf8074fcab4a57fff1c0ba27,2a89abebc02d2d6238d468404e02f8133a80c38b,8630.981330868284,1139.9597041611842,1072.0,369.0,1488,513,R01,True,processed-semantic-transcript,1,assets/source-images-v001/S-013__728960ed24.png,Hypermedia as the engine of application state and API consumption.,"[{""text_id"": ""T-018"", ""text"": ""!!!""}, {""text_id"": ""T-015"", ""text"": ""theory""}, {""text_id"": ""T-028"", ""text"": ""if logic changes, server may not show some link to consumer""}, {""text_id"": ""T-022"", ""text"": ""basic implementation""}, {""text_id"": ""T-020"", ""text"": ""rel, method""}]"
S-014,IU-014,image-d44904b34ce896ddd4561b7263b7818d00bdad71,42489029fae5b190ce47c19ba75c74feb5e85dfc641bcef3847274859e56b71c,09585d23f6ed1a96b64dba527f3ed77cb34c3dfa,4843.037908402701,1179.684475871115,943.0,330.0,943,330,R01,True,processed-semantic-transcript,1,assets/source-images-v001/S-014__42489029fa.png,Road-map analogy: the server exposes currently valid roads instead of requiring clients to memorize them.,"[{""text_id"": ""T-010"", ""text"": ""server""}, {""text_id"": ""T-009"", ""text"": ""that yoiu put into returned links from""}, {""text_id"": ""T-007"", ""text"": ""need to know exact implementation""}, {""text_id"": ""T-004"", ""text"": ""can understand without""}, {""text_id"": ""T-003"", ""text"": ""with client, that it""}]"
S-015,IU-015,image-64875c8d7393aba183bfa3b609f0802080937c94,15826199151acf1e9945ef460ac489ff6e472dd7f2c620f7980e0d8505ce6e48,123d510e64d650a3a65f4a62f92df19f69d81344,3598.608983842154,1210.065707996534,1029.0,308.0,1029,308,R01,True,processed-semantic-transcript,1,assets/source-images-v001/S-015__1582619915.png,Client code branches on relation names and follows the supplied href.,"[{""text_id"": ""T-011"", ""text"": ""or machines?""}, {""text_id"": ""T-006"", ""text"": ""is it for humans""}, {""text_id"": ""T-010"", ""text"": ""server""}, {""text_id"": ""T-009"", ""text"": ""that yoiu put into returned links from""}, {""text_id"": ""T-007"", ""text"": ""need to know exact implementation""}]"
S-016,IU-016,image-4f1f1554e42a0ac2abbcf77f817be7e780ee2c8f,a97e7dee4571ed2c88d1c25720f29d9061d815a5e244ab5f2477abf04795788e,e25b1f2212a4e3c2ba32c0b251f777b8b81ec4fd,2480.275731889029,1270.398959949659,1005.0,386.0,1005,386,R01,True,processed-semantic-transcript,1,assets/source-images-v001/S-016__a97e7dee45.png,URL changes can break hardcoded clients; relation-following clients use the server-provided target.,"[{""text_id"": ""T-023"", ""text"": ""url chagnes break clients""}, {""text_id"": ""T-024"", ""text"": ""workflow changes require""}, {""text_id"": ""T-025"", ""text"": ""client changes""}, {""text_id"": ""T-012"", ""text"": ""is it solving""}, {""text_id"": ""T-008"", ""text"": ""what problems""}]"
S-017,IU-017,image-b69c966eca5a6d461f3ff9aa6f0d4a141c6ce5e2,3b15f69056b0a624f4b2ff8a522829470b7bca249f3a27c5e182144e68e1a17e,17860ffa72bfe780c20d09edf85652cf0ac8cbee,14224.73700356565,1435.2597884788752,607.0,603.0,619,615,R05,True,processed-semantic-transcript,1,assets/source-images-v001/S-017__3b15f69056.png,Pagination guidance: expose previous/next as links instead of only metadata.,"[{""text_id"": ""T-026"", ""text"": ""!!!""}, {""text_id"": ""T-019"", ""text"": ""like""}, {""text_id"": ""T-016"", ""text"": ""When have hateoas, better to include prev and next page to links,not to metadata""}, {""text_id"": ""T-017"", ""text"": ""!!!""}, {""text_id"": ""T-005"", ""text"": ""page links""}]"
S-018,IU-018,image-c667b2bb55746aca4dce2f20fb2de7a3a3241e9e,4e2c7dc3d3ce198343d46c436a7d579b342d2cce2c3a77678d62ae24fe8b5bb6,3a36b3398f6bbd15f3e5b9670d3c453d68bece3b,6819.452374234965,1479.3041970637478,622.0,482.0,769,596,R02,True,processed-semantic-transcript,1,assets/source-images-v001/S-018__4e2c7dc3d3.png,"Relation naming conventions: IANA standard relations, documented custom relations, or URI relations.","[{""text_id"": ""T-020"", ""text"": ""rel, method""}, {""text_id"": ""T-015"", ""text"": ""theory""}, {""text_id"": ""T-028"", ""text"": ""if logic changes, server may not show some link to consumer""}, {""text_id"": ""T-010"", ""text"": ""server""}, {""text_id"": ""T-009"", ""text"": ""that yoiu put into returned links from""}]"
S-019,IU-019,image-6809f16855b7182fff7f3175b93e0fc6806c53d5,778f9c7633f3c6b137617d7f104859a0329e16809f88afa3d799125e18216755,7a5351ac48f518a0b243dc03582e0451c857c434,8793.219233415877,1543.7202579590366,655.0,369.0,1320,744,R01,True,processed-semantic-transcript,1,assets/source-images-v001/S-019__778f9c7633.png,"Issues without HATEOAS: implicit contract knowledge, additional URLs, and poor evolvability.","[{""text_id"": ""T-028"", ""text"": ""if logic changes, server may not show some link to consumer""}, {""text_id"": ""T-018"", ""text"": ""!!!""}, {""text_id"": ""T-015"", ""text"": ""theory""}, {""text_id"": ""T-022"", ""text"": ""basic implementation""}, {""text_id"": ""T-031"", ""text"": ""We are now fully driving the app state""}]"
S-020,IU-020,image-d09ce2db215d07c00ec22f70c7f8156d59e0f2db,d51ef7bdaf2ca9334a76329f93b91ac8b75c244f39efb2edbd68108df8626b83,9941a641b9557435053e3ed802da641fd2e1663b,10161.546948402067,1659.9844507885455,628.0,363.0,852,493,R03,True,processed-semantic-transcript,1,assets/source-images-v001/S-020__d51ef7bdaf.png,Statically typed LinkDto approach with strong typing and OpenAPI advantages.,"[{""text_id"": ""T-022"", ""text"": ""basic implementation""}, {""text_id"": ""T-018"", ""text"": ""!!!""}, {""text_id"": ""T-030"", ""text"": ""Creating link to the resource itself""}, {""text_id"": ""T-028"", ""text"": ""if logic changes, server may not show some link to consumer""}, {""text_id"": ""T-031"", ""text"": ""We are now fully driving the app state""}]"
S-021,IU-021,image-512c4945d39784f41aaef624ca25693aecca84fb,fb10fe19e869ce6679a29d284874e7218d01de2f5e2472719d6bcdc1b5ac1875,d414c0621a96c606ba8542154342e0058bf27042,11321.994378495583,1673.5405433918595,715.0,363.0,902,458,R04,True,processed-semantic-transcript,1,assets/source-images-v001/S-021__fb10fe19e8.png,Dynamic ExpandoObject approach used with variable data-shaping fields.,"[{""text_id"": ""T-022"", ""text"": ""basic implementation""}, {""text_id"": ""T-021"", ""text"": ""!!!""}, {""text_id"": ""T-030"", ""text"": ""Creating link to the resource itself""}, {""text_id"": ""T-005"", ""text"": ""page links""}, {""text_id"": ""T-018"", ""text"": ""!!!""}]"
S-022,IU-022,image-d14db7955ff1e434841807131ca0c83351b3193f,05ecb0d299403576926157f487291b1bb19554d54e4267319ad971c2d0be9409,4731721d12d57ca9ea5e2596e337c34faa9e6a57,2502.9426020062165,1995.2321661264168,893.0,253.0,893,253,R06,True,processed-semantic-transcript,1,assets/source-images-v001/S-022__05ecb0d299.png,Workflow changes otherwise force frontend changes; the server can omit disallowed actions.,"[{""text_id"": ""T-025"", ""text"": ""client changes""}, {""text_id"": ""T-024"", ""text"": ""workflow changes require""}, {""text_id"": ""T-027"", ""text"": ""clients duplicate buisness rules""}, {""text_id"": ""T-029"", ""text"": ""apis less discoverable""}, {""text_id"": ""T-023"", ""text"": ""url chagnes break clients""}]"
S-023,IU-023,image-ff3456aa524bb41fb9cabe64481896d40ab5e05d,de5b2e5148ed0f64b296c4e0f87311e038c552bda3ae96c328dec81b5240c4bd,431dea99d99aae7ade781531292e877034795330,8803.302367964065,2041.017906894237,655.0,369.0,1508,850,R03,True,processed-semantic-transcript,1,assets/source-images-v001/S-023__de5b2e5148.png,"Representative HATEOAS payload containing update, delete, and reserve links.","[{""text_id"": ""T-028"", ""text"": ""if logic changes, server may not show some link to consumer""}, {""text_id"": ""T-018"", ""text"": ""!!!""}, {""text_id"": ""T-015"", ""text"": ""theory""}, {""text_id"": ""T-031"", ""text"": ""We are now fully driving the app state""}, {""text_id"": ""T-032"", ""text"": ""deciding on fucntionality of the""}]"
S-024,IU-024,image-e688527cbd70f8ee3585b2627bac6d3e0da6839b,0767dd25263dc707fd9666d67feb4b1442df044bc798b29e8b13513e0f44d6f5,311f2168c44c6f955929ee8ecb4b041987915591,6757.424842021437,2047.637479534451,723.0,482.0,832,555,R02,True,processed-semantic-transcript,1,assets/source-images-v001/S-024__0767dd2526.png,Rules for documenting domain-specific relations and the heavier fully qualified URI-relation option.,"[{""text_id"": ""T-020"", ""text"": ""rel, method""}, {""text_id"": ""T-028"", ""text"": ""if logic changes, server may not show some link to consumer""}, {""text_id"": ""T-015"", ""text"": ""theory""}, {""text_id"": ""T-010"", ""text"": ""server""}, {""text_id"": ""T-009"", ""text"": ""that yoiu put into returned links from""}]"
S-025,IU-025,image-80d92db3ca1e1aa92dabd06094ca4e10de2d8d5c,54f587709d1c3734540bccbe412d643cfa3235a4d78a9a5daa7f22d5c05c97c3,75141d706a3012c08b5bb003c8193029e9d7244c,14120.628263579383,2069.185321027869,837.0,244.0,837,244,R05,True,processed-semantic-transcript,1,assets/source-images-v001/S-025__54f587709d.png,Pagination can retain descriptive metadata while navigation is driven by relations.,"[{""text_id"": ""T-026"", ""text"": ""!!!""}, {""text_id"": ""T-019"", ""text"": ""like""}, {""text_id"": ""T-016"", ""text"": ""When have hateoas, better to include prev and next page to links,not to metadata""}, {""text_id"": ""T-017"", ""text"": ""!!!""}, {""text_id"": ""T-005"", ""text"": ""page links""}]"
S-026,IU-026,image-67851252aff8347167ef07d330f2f63763d8f68d,0db0975c85f8ab179430f8dd894347ae886c407ab34b35a1e3ec45fe9f5008e8,436b8ff47a3af60f4b98773cdb47d1c10870a440,14186.29768131607,2411.5603978316335,719.0,482.0,777,521,R05,True,processed-semantic-transcript,1,assets/source-images-v001/S-026__0db0975c85.png,"Pagination clarification: preserve filters, sorting, shaping, and page size in generated navigation URIs.","[{""text_id"": ""T-026"", ""text"": ""!!!""}, {""text_id"": ""T-019"", ""text"": ""like""}, {""text_id"": ""T-016"", ""text"": ""When have hateoas, better to include prev and next page to links,not to metadata""}, {""text_id"": ""T-017"", ""text"": ""!!!""}, {""text_id"": ""T-034"", ""text"": ""CONTROLLER""}]"
S-027,IU-027,image-467e47b449454649295f5f45e2576a243d54ca0d,c71ab929a3fd1669636d01e1e5a01bc35ccbf0053240692f4dd82f0e39c13769,8c5bdaf07b09aff490bc8014971de127938f02fb,2511.77603706481,2436.8988073617684,822.0,143.0,822,143,R06,True,processed-semantic-transcript,1,assets/source-images-v001/S-027__c71ab929a3.png,"Without server-provided actions, clients duplicate backend business rules.","[{""text_id"": ""T-029"", ""text"": ""apis less discoverable""}, {""text_id"": ""T-027"", ""text"": ""clients duplicate buisness rules""}, {""text_id"": ""T-025"", ""text"": ""client changes""}, {""text_id"": ""T-024"", ""text"": ""workflow changes require""}, {""text_id"": ""T-023"", ""text"": ""url chagnes break clients""}]"
S-028,IU-028,image-4e6a254a8dff4d35959a177e36e15fd49a619ab0,d3bc44940353e8967012bff6a903560cf0360a9d1fe4fd9af5c564dc8a6e9735,009615fea2417dff28299be2fdc9b866c51b1dc7,10203.550891020568,2476.0073768842585,1453.0,358.0,1453,358,R03,True,processed-semantic-transcript,1,assets/source-images-v001/S-028__d3bc449403.png,Demo transition to implementing HATEOAS for a single resource.,"[{""text_id"": ""T-030"", ""text"": ""Creating link to the resource itself""}, {""text_id"": ""T-031"", ""text"": ""We are now fully driving the app state""}, {""text_id"": ""T-032"", ""text"": ""deciding on fucntionality of the""}, {""text_id"": ""T-033"", ""text"": ""consumer""}, {""text_id"": ""T-022"", ""text"": ""basic implementation""}]"
S-029,IU-029,image-bbc88a3b6144505cf5d79ef3f302f3bd296d04da,f9f3ddbf599ae926f190b69a840ed3b8872ef3fbf9fecb2ca4878479fe8a3909,01ee5789637200d16c874994369658ab2d40e626,8742.386256907426,2555.2241468885322,756.0,369.0,1467,717,R03,True,processed-semantic-transcript,1,assets/source-images-v001/S-029__f9f3ddbf59.png,Single-resource example with action links.,"[{""text_id"": ""T-028"", ""text"": ""if logic changes, server may not show some link to consumer""}, {""text_id"": ""T-031"", ""text"": ""We are now fully driving the app state""}, {""text_id"": ""T-032"", ""text"": ""deciding on fucntionality of the""}, {""text_id"": ""T-033"", ""text"": ""consumer""}, {""text_id"": ""T-030"", ""text"": ""Creating link to the resource itself""}]"
S-030,IU-030,image-bd89fcf693ee22208707fd526ee1b277845f6c5a,9e26dff5df187b1784be1fde91f8b885af01c2228035c3b530c11dcf91e2a8f9,9250eaec63032e3f0f8c8acdba121b6ed5ab1c88,6698.942111726445,2582.960447063748,850.0,445.0,850,445,R02,True,processed-semantic-transcript,1,assets/source-images-v001/S-030__9e26dff5df.png,Practical rules: use standard navigation relations and keep relation values stable.,"[{""text_id"": ""T-028"", ""text"": ""if logic changes, server may not show some link to consumer""}, {""text_id"": ""T-020"", ""text"": ""rel, method""}, {""text_id"": ""T-015"", ""text"": ""theory""}, {""text_id"": ""T-010"", ""text"": ""server""}, {""text_id"": ""T-031"", ""text"": ""We are now fully driving the app state""}]"
S-031,IU-031,image-f80bcb6a9dd43b6b8efe6a215b7cbe7422998bc0,e0f368322f942e4bb9c582be11d752c341b1cbfce95c60aa5982739cfb8b313a,1ff3e19e68611c5a618ce910f9baecca78e7923b,2515.1093195355134,2707.0656011850106,872.0,146.0,872,146,R01,True,processed-semantic-transcript,1,assets/source-images-v001/S-031__e0f368322f.png,APIs without links are less discoverable and require external endpoint knowledge.,"[{""text_id"": ""T-029"", ""text"": ""apis less discoverable""}, {""text_id"": ""T-027"", ""text"": ""clients duplicate buisness rules""}, {""text_id"": ""T-025"", ""text"": ""client changes""}, {""text_id"": ""T-024"", ""text"": ""workflow changes require""}, {""text_id"": ""T-023"", ""text"": ""url chagnes break clients""}]"
S-032,IU-032,image-8e8bc63eb1ce00d3541d1f1a5b339a5b940a0bf8,f3d1c897db44112c29b370554cf77c44748c33ccfaec6f2d1479c829e2274491,d876ddd4c4603ed5283aa3390dcce57b66ebb1d2,10585.116360946971,2927.781092234628,712.0,369.0,956,496,R03,True,processed-semantic-transcript,1,assets/source-images-v001/S-032__f3d1c897db.png,"LinkDto implementation with Href, Rel, and Method.","[{""text_id"": ""T-030"", ""text"": ""Creating link to the resource itself""}, {""text_id"": ""T-031"", ""text"": ""We are now fully driving the app state""}, {""text_id"": ""T-032"", ""text"": ""deciding on fucntionality of the""}, {""text_id"": ""T-033"", ""text"": ""consumer""}, {""text_id"": ""T-028"", ""text"": ""if logic changes, server may not show some link to consumer""}]"
S-033,IU-033,image-f78a88abd074e220b795d3073be2dde0eb178853,d5d2cdd342e31b91dca6273b76700f164fea0428546d210a7fd4dda289ebc35a,60b7600ec897e1fde3a54ab62a64cf737bbdb3b8,14095.782384804703,2954.3833958785085,831.0,330.0,831,330,R02,True,processed-semantic-transcript,1,assets/source-images-v001/S-033__d5d2cdd342.png,"Common pagination relation values: self, next, prev/previous, first, and last.","[{""text_id"": ""T-026"", ""text"": ""!!!""}, {""text_id"": ""T-034"", ""text"": ""CONTROLLER""}, {""text_id"": ""T-019"", ""text"": ""like""}, {""text_id"": ""T-016"", ""text"": ""When have hateoas, better to include prev and next page to links,not to metadata""}, {""text_id"": ""T-017"", ""text"": ""!!!""}]"
S-034,IU-034,image-9e73074d59888d82d8b4fd639e73e396d2fe0268,5ceccc41f7b8a05d0878676abeb634bac9f3a4b2bdc8c9e923e58ca896f8ca66,8e57f1fde65a07ef5034c1b50a50c1c9ce298f68,8753.903319273173,2979.1129967474544,783.0,369.0,1460,689,R01,True,processed-semantic-transcript,1,assets/source-images-v001/S-034__5ceccc41f7.png,Roy Fielding quote about controls being learned dynamically through hypermedia.,"[{""text_id"": ""T-028"", ""text"": ""if logic changes, server may not show some link to consumer""}, {""text_id"": ""T-031"", ""text"": ""We are now fully driving the app state""}, {""text_id"": ""T-032"", ""text"": ""deciding on fucntionality of the""}, {""text_id"": ""T-033"", ""text"": ""consumer""}, {""text_id"": ""T-030"", ""text"": ""Creating link to the resource itself""}]"
S-035,IU-035,image-4ca83c70170cbc50d01ac580b3e54a798f2ecc13,bf5b23821da48b13b59bc0a72ec06305468b6b3ae68224937c9b3ce287181df5,4b0e98172306456600ae54e8b5e83132c1bc602d,6704.775241609257,3153.1270882990993,695.0,418.0,695,418,R02,True,processed-semantic-transcript,1,assets/source-images-v001/S-035__bf5b23821d.png,Prefer intent-based action relation names and one consistent naming style.,"[{""text_id"": ""T-028"", ""text"": ""if logic changes, server may not show some link to consumer""}, {""text_id"": ""T-020"", ""text"": ""rel, method""}, {""text_id"": ""T-015"", ""text"": ""theory""}, {""text_id"": ""T-031"", ""text"": ""We are now fully driving the app state""}, {""text_id"": ""T-032"", ""text"": ""deciding on fucntionality of the""}]"
S-036,IU-036,image-01919bcd1543512723f3dcfc0c17df1d6bd3ce46,d4fccd2019760c83cfe18cf0fee6dd2c479ab18b4a6d93d1167f1048bebcad4f,5c59c7299ab1c3eb3c9cd180ee6872c31933a68e,13836.814615906433,3306.513921739968,1184.0,369.0,1400,437,R05,True,processed-semantic-transcript,1,assets/source-images-v001/S-036__d4fccd2019.png,Course demo transition to pagination links.,"[{""text_id"": ""T-034"", ""text"": ""CONTROLLER""}, {""text_id"": ""T-026"", ""text"": ""!!!""}, {""text_id"": ""T-019"", ""text"": ""like""}, {""text_id"": ""T-016"", ""text"": ""When have hateoas, better to include prev and next page to links,not to metadata""}, {""text_id"": ""T-017"", ""text"": ""!!!""}]"
S-037,IU-037,image-5ac834e861cf48a6369be80e9c394d7447b2bf35,d6090096f75f6e3411c3c209ea14accbee230e70499728b70e93df164a53e978,ba4622ca21e84297dae348e583d64f7f1c7a3d01,10528.439654448302,3361.1502148741174,947.0,146.0,947,146,R03,True,processed-semantic-transcript,1,assets/source-images-v001/S-037__d6090096f7.png,Start of CreateLinksForAuthor helper.,"[{""text_id"": ""T-030"", ""text"": ""Creating link to the resource itself""}, {""text_id"": ""T-031"", ""text"": ""We are now fully driving the app state""}, {""text_id"": ""T-032"", ""text"": ""deciding on fucntionality of the""}, {""text_id"": ""T-033"", ""text"": ""consumer""}, {""text_id"": ""T-035"", ""text"": ""shaping""}]"
S-038,IU-038,image-a75f8cb3f393b83b5be2cb34d200482b8236e8f9,3b40cb74752b8ec5dc9db5ab53092ae8272f6223e38889957e5b95a29cb44f50,367fa7281d6eff6955bc52e1e9cf8c12ad422307,8423.239647177268,3413.5574754977124,1406.0,369.0,1450,381,R01,True,processed-semantic-transcript,1,assets/source-images-v001/S-038__3b40cb7475.png,Hypermedia slide: links and forms drive application state.,"[{""text_id"": ""T-031"", ""text"": ""We are now fully driving the app state""}, {""text_id"": ""T-032"", ""text"": ""deciding on fucntionality of the""}, {""text_id"": ""T-033"", ""text"": ""consumer""}, {""text_id"": ""T-028"", ""text"": ""if logic changes, server may not show some link to consumer""}, {""text_id"": ""T-030"", ""text"": ""Creating link to the resource itself""}]"
