region_source_id,source_id,image_use_id,fileId_short,region,subregion,status,readability,cut_off,confidence,theme,notes
CTXDB05A-S019,S-124,IU-124,e39801aa4d,CTXDB05,CTXDB05A,verified-visible-partial-from-source-image,high,bottom continuation,high-for-visible-text,You do not need provider-specific cast for base transaction API,
CTXDB05A-S020,S-133,IU-133,4951060a03,CTXDB05,CTXDB05A,verified-from-source-image,high,no,high,Provider-specific cast only when needed,
CTXDB05A-S021,S-135,IU-135,339392b7c2,CTXDB05,CTXDB05A,verified-from-source-image,high,no,high,Interoperate with ADO.NET-based libraries,
CTXDB05A-S022,S-142,IU-142,c8b6600ab0,CTXDB05,CTXDB05A,verified-from-source-image,high,no,high,Use provider-specific features,
CTXDB05B-S001,S-158,IU-158,98ed383ecd,CTXDB05,CTXDB05B,verified-from-source-image,high,no,high,No outer transaction means each SaveChanges normally gets its own transaction,
CTXDB05B-S002,S-161,IU-161,f863692ee8,CTXDB05,CTXDB05B,verified-visible-partial-from-source-image,high,top continuation,high-for-visible-text,Separate SaveChanges without outer transaction commit independently,
CTXDB05B-S003,S-162,IU-162,9a6d3e9e7f,CTXDB05,CTXDB05B,verified-from-source-image,high,no,high,Where savepoints fit,
CTXDB05B-S004,S-164,IU-164,506795edd6,CTXDB05,CTXDB05B,verified-from-source-image,high,no,high,"Same connection, one participant uses a transaction and another does not",
CTXDB05B-S005,S-165,IU-165,112fc8a86d,CTXDB05,CTXDB05B,verified-from-source-image,high,no,high,Requirements to share one local transaction,
CTXDB05B-S006,S-166,IU-166,75c84d25a3,CTXDB05,CTXDB05B,verified-from-source-image,high,no,high,UseTransaction cannot merge two EF transactions,
CTXDB05B-S007,S-167,IU-167,19b5875c0f,CTXDB05,CTXDB05B,verified-visible-partial-from-source-image,high,top continuation,high-for-visible-text,Savepoint final result and EF automatic savepoint concept,
CTXDB05B-S008,S-168,IU-168,62ae25435a,CTXDB05,CTXDB05B,verified-visible-partial-from-source-image,high,top continuation,high-for-visible-text,Same connection is not enough; same transaction must be attached,
CTXDB05B-S009,S-170,IU-170,3d293ea582,CTXDB05,CTXDB05B,verified-from-source-image,high,no,high,What UseTransaction does not do,
CTXDB05B-S010,S-171,IU-171,7791077b16,CTXDB05,CTXDB05B,verified-from-source-image,high,no,high,ADO.NET command joins shared transaction,
CTXDB05B-S011,S-172,IU-172,c0b37c5af1,CTXDB05,CTXDB05B,verified-from-source-image,high,no,high,Same connection cannot have two separate local transactions for different participants,
CTXDB05B-S012,S-173,IU-173,70feb20ef7,CTXDB05,CTXDB05B,verified-from-source-image,high,no,high,Correct pattern for same unit of work,
CTXDB05B-S013,S-174,IU-174,f20a9fac6e,CTXDB05,CTXDB05B,verified-from-source-image,high,no,high,Another EF context joins shared transaction,
CTXDB05B-S014,S-175,IU-175,2c66216e55,CTXDB05,CTXDB05B,verified-from-source-image,high,no,high,"Design: one connection, one DbTransaction, many participants",
CTXDB05B-S015,S-177,IU-177,e57e40183a,CTXDB05,CTXDB05B,verified-from-source-image,high,no,high,Practical rule against multiple local transactions on one connection,
CTXDB05B-S016,S-179,IU-179,e652c97551,CTXDB05,CTXDB05B,verified-from-source-image,high,no,high,UseTransaction EF context + ADO.NET sharing start,
CTXDB05B-S017,S-180,IU-180,cade5d0708,CTXDB05,CTXDB05B,verified-visible-partial-from-source-image,high,bottom continues into S-183,high-for-visible-code,UseTransaction EF context + another EF context example start,
CTXDB05B-S018,S-181,IU-181,395e02e536,CTXDB05,CTXDB05B,verified-visible-partial-from-source-image,high,bottom continues into S-184,high-for-visible-code,UseTransaction EF context + ADO.NET example start,
CTXDB05B-S019,S-183,IU-183,7897ee189d,CTXDB05,CTXDB05B,verified-visible-partial-from-source-image,high,top continues from S-180,high-for-visible-code,UseTransaction two EF contexts continuation,
CTXDB05B-S020,S-184,IU-184,658019a4c0,CTXDB05,CTXDB05B,verified-visible-partial-from-source-image,high,bottom continues beyond visible crop,high-for-visible-code,UseTransaction EF context + ADO.NET continuation,
