region_source_id,source_id,image_use_id,fileId_short,region,subregion,status,readability,cut_off,confidence,theme,notes
CTXDB03A-S018,S-068,IU-068,f2d08e7ef3,CTXDB03,CTXDB03A,verified-from-source-image,high,no,high,INSERTED includes DB generated values,
CTXDB03A-S019,S-071,IU-071,b757422145,CTXDB03,CTXDB03A,verified-from-source-image,high,no,high,Generated value: updated-at column,
CTXDB03A-S020,S-072,IU-072,1606ce5285,CTXDB03,CTXDB03A,verified-from-source-image,high,no,high,EF/provider-generated before INSERT,
CTXDB03A-S021,S-073,IU-073,458f675683,CTXDB03,CTXDB03A,verified-from-source-image,high,no,high,Parent-child relationship can usually be inserted in one SaveChanges,
CTXDB03A-S022,S-076,IU-076,ffb9f8ba88,CTXDB03,CTXDB03A,verified-from-source-image,high,no,high,Generated value: SQL Server rowversion,
CTXDB03A-S023,S-077,IU-077,9d7d49f39a,CTXDB03,CTXDB03A,verified-from-source-image,high,no,high,Non-primary GUID generated on add,
CTXDB03A-S024,S-078,IU-078,9d2282d03d,CTXDB03,CTXDB03A,verified-from-source-image,high,no,high,When generated ID needed outside EF relationship fix-up,
CTXDB03A-S025,S-079,IU-079,781eb4cb73,CTXDB03,CTXDB03A,verified-from-source-image,high,no,high,Client/provider generated GUID config,
CTXDB03A-S026,S-081,IU-081,03485061c8,CTXDB03,CTXDB03A,verified-from-source-image,high,no,high,SQL Server sequential GUID generator,
CTXDB03B-S001,S-084,IU-084,d1f7f33280,CTXDB03,CTXDB03B,verified-from-source-image,high,no,high,Large import as one giant SaveChanges is bad,
CTXDB03B-S002,S-085,IU-085,f5361fa2b2,CTXDB03,CTXDB03B,verified-visible-partial-from-source-image,high,bottom-continues,high-for-visible-part,Chunked SaveChanges pattern begins,
CTXDB03B-S003,S-086,IU-086,533c627673,CTXDB03,CTXDB03B,verified-visible-partial-from-source-image,high,bottom close,high-for-visible-code,SaveChanges per object is usually worse,
CTXDB03B-S004,S-087,IU-087,7d3bce141d,CTXDB03,CTXDB03B,verified-from-source-image,high,no,high,Huge SQL batches,
CTXDB03B-S005,S-088,IU-088,eb2ba05525,CTXDB03,CTXDB03B,verified-from-source-image,high,no,high,Performance comparison,
CTXDB03B-S006,S-089,IU-089,39cb471d3f,CTXDB03,CTXDB03B,verified-from-source-image,high,no,high,Chunked SaveChanges code with Clear,
CTXDB03B-S007,S-094,IU-094,cc6d62eadd,CTXDB03,CTXDB03B,verified-from-source-image,high,no,high,Harder failure recovery with one huge save,
CTXDB03B-S008,S-095,IU-095,5ebbaea51e,CTXDB03,CTXDB03B,verified-from-source-image,high,no,high,Chunked import full transaction code,
CTXDB03B-S009,S-096,IU-096,5b49ffcbf6,CTXDB03,CTXDB03B,verified-from-source-image,high,no,high,SaveChanges per row cost example,
CTXDB03B-S010,S-098,IU-098,6b7b85cf15,CTXDB03,CTXDB03B,verified-from-source-image,high,no,high,Balanced chunking,
CTXDB03B-S011,S-103,IU-103,5ffee31a20,CTXDB03,CTXDB03B,verified-from-source-image,high,no,high,Why keep one outer transaction,
CTXDB03B-S012,S-107,IU-107,6e23c56102,CTXDB03,CTXDB03B,verified-from-source-image,high,no,high,Multiple SaveChanges reduces memory is incomplete,
CTXDB03B-S013,S-109,IU-109,35d2585801,CTXDB03,CTXDB03B,verified-visible-partial-from-source-image,high,bottom close,high-for-visible-part,Real pattern: SaveChanges plus Clear or fresh context,
CTXDB03B-S014,S-111,IU-111,10ba086a34,CTXDB03,CTXDB03B,verified-from-source-image,high,no,high,Chunked saves and lock duration,
CTXDB03B-S015,S-117,IU-117,750c1efee9,CTXDB03,CTXDB03B,verified-from-source-image,high,no,high,Flush one phase before another phase,
CTXDB03B-S016,S-119,IU-119,590cae38cb,CTXDB03,CTXDB03B,verified-from-source-image,high,no,high,ChangeTracker.Clear docs and short-lived DbContext preference,
CTXDB03B-S017,S-125,IU-125,c219f0d313,CTXDB03,CTXDB03B,verified-from-source-image,high,no,high,Memory benefit source,
CTXDB03B-S018,S-127,IU-127,a1d88932a4,CTXDB03,CTXDB03B,verified-from-source-image,high,no,high,Clear is a big hammer,
CTXDB03B-S019,S-128,IU-128,37bdbb7312,CTXDB03,CTXDB03B,verified-from-source-image,high,no,high,Rule for using Clear,
CTXDB03B-S020,S-129,IU-129,4377c5609b,CTXDB03,CTXDB03B,verified-from-source-image,high,no,high,Allocating DbContext per chunk tradeoff,
CTXDB03B-S021,S-130,IU-130,3caa7c5c52,CTXDB03,CTXDB03B,verified-from-source-image,high,no,high,Clear can accidentally detach important tracked entities,
CTXDB03B-S022,S-131,IU-131,77946d5e24,CTXDB03,CTXDB03B,verified-from-source-image,high,no,high,Multiple saves because phases depend on previous writes,
CTXDB03B-S023,S-138,IU-138,79beee5e39,CTXDB03,CTXDB03B,verified-from-source-image,high,no,high,Preference: dedicated context or separate contexts,
CTXDB03B-S024,S-139,IU-139,ddf4f1f535,CTXDB03,CTXDB03B,verified-from-source-image,high,no,high,Avoid one giant SaveChanges pipeline,
CTXDB03B-S025,S-141,IU-141,bd359e5968,CTXDB03,CTXDB03B,verified-visible-partial-from-source-image,high,bottom continues,high-for-visible-part,Manual savepoint for partial rollback,
CTXDB03B-S026,S-145,IU-145,c4ba620925,CTXDB03,CTXDB03B,verified-visible-partial-from-source-image,high,bottom continues,high-for-visible-part,Separate context for bulk work,
CTXDB03B-S027,S-146,IU-146,5e10d75d77,CTXDB03,CTXDB03B,verified-from-source-image,high,no,high,Fresh context per chunk,
CTXDB03B-S028,S-147,IU-147,148fd6ba95,CTXDB03,CTXDB03B,verified-visible-partial-from-source-image,high,top continues,high-for-visible-part,Do not roll back whole transaction for optional part,
CTXDB03B-S029,S-150,IU-150,eb68b77535,CTXDB03,CTXDB03B,verified-visible-partial-from-source-image,high,top continues,high-for-visible-part,Bulk context chunking then update import job,
CTXDB03B-S030,S-153,IU-153,968a41478d,CTXDB03,CTXDB03B,verified-from-source-image,high,no,high,Why disable automatic savepoints,
CTXDB03B-S031,S-156,IU-156,d6bbe168ff,CTXDB03,CTXDB03B,verified-from-source-image,high,no,high,Separate contexts protect main tracked entity,
