source_id,image_use,symbol_id,asset_sha1,region,x,y,width,height,center_x,center_y,mime,pixel_width,pixel_height,status,transcript_status
S-046,U-046,image-2ec6c2cbf43a68cc333d43f8db0f48db0772105c,6a77b851e8c240bf5c1ee9dbaa7d3005fa3ff547,R02,18871.103134,8193.52069,1100.0,444.0,19421.103134,8415.52069,image/png,1100,444,reviewed,closed
S-047,U-047,image-e4c3ca6f273081cf6e1f299c2858d0aff1b462d0,8fc5906d48b5292b5590f22112deb88c9e4b8629,R01,1347.53636,8482.118255,780.0,482.0,1737.53636,8723.118255,image/png,890,550,reviewed,closed
S-048,U-048,image-53a48f1d625fbe9b6e23275454828ac7e95ccc59,569bb69a6bcaa72b6bf53e5518012062cb18a32a,R02,22211.973817,8578.372451,1085.0,340.0,22754.473817,8748.372451,image/png,1085,340,reviewed,closed
S-049,U-049,image-0a4883ec36e82129fbed5a65b44f3b9115950a41,c21d3406977c9dabd46dffcad9d55b2d6b19e34b,R03,9389.083981,8766.756113,1842.0,207.0,10310.083981,8870.256113,image/png,844,95,reviewed,closed
S-050,U-050,image-6ce0882a3e7e87acbde989bff9c7d35e92f16c70,6b19fc2a87f4b9a808c1a0f0d9392081dae1a7e5,R03,13324.928458,9023.290305,2303.0,158.0,14476.428458,9102.290305,image/png,745,51,reviewed,closed
S-051,U-051,image-37728d2d2a13d2b92127f93ed9640eadd1d5f066,5f2953c2f20dd6f6d0b55874dd70dac0636899cc,R03,9902.091032,9043.176639,579.0,126.0,10191.591032,9106.176639,image/png,579,126,reviewed,closed
S-052,U-052,image-da49b5b1e22c23952e084ecbccf6f5876b9c5c3b,22068821163d5bf0920150df18b89d77bf2d5c80,R01,22219.30715,8926.279949,1097.0,459.0,22767.80715,9155.779949,image/png,1097,459,reviewed,closed
S-053,U-053,image-55648f24fe4958c32c4e425c3c640f46a57267f3,ad2607a9c1545a7cd729f279c5cc22f7491c7951,R03,7310.882919,9217.502306,914.0,390.0,7767.882919,9412.502306,image/png,914,390,reviewed,closed
S-054,U-054,image-6a319b90980045021cf665e96e743867f8bd34bb,889b37c4522f5a938ef98ac5f81e6e6d3be357ac,R03,13791.761893,9309.290152,978.0,349.0,14280.761893,9483.790152,image/png,978,349,reviewed,closed
S-055,U-055,image-81d586fe264175151491e35f20be90ca515ffd78,e92c19283da5543d605958fb96057870f053ed00,R03,9729.710029,9335.025948,979.0,415.0,10219.210029,9542.525948,image/png,979,415,reviewed,closed
S-056,U-056,image-33b5c9e590e81f93eb294f077f588f439dcb0487,6af0b935ac41ad7c249c2bab3ded641dad9eff86,R03,15001.437258,9311.761018,936.0,482.0,15469.437258,9552.761018,image/png,970,500,reviewed,closed
S-057,U-057,image-d90db4bb29cc24e9c8f8ba8ee09d6505f049265e,2e06fc7da59805559ce55bb8a32cf55018736f22,R03,9514.534258,9739.496377,2630.0,177.0,10829.534258,9827.996377,image/png,1026,69,reviewed,closed
S-058,U-058,image-1ea6d702d7c6fd4dc0b6f022abfd79b9a332d80c,cc1d59498b78b62869b5ad6c011ebf451511e6fb,R03,13793.595176,9778.790228,951.0,260.0,14269.095176,9908.790228,image/png,951,260,reviewed,closed
S-059,U-059,image-a6192ce2953babf22bfd52a33a9f58faccee6aa1,be5f556fc65269d9824b5d4a71829cd6c2f817c4,R03,7278.958514,9809.244793,989.0,263.0,7773.458514,9940.744793,image/png,989,263,reviewed,closed
S-060,U-060,image-9fe7b3f84c3ee9d30bc88396cfd67b63af5cc211,0629d5fe40b9b14e4cd41f9c67f164d82578b1a5,R03,9688.728557,10014.547141,953.0,354.0,10165.228557,10191.547141,image/png,953,354,reviewed,closed
S-061,U-061,image-1b9f0ba201d6c2db8bcd65cf3167f768f1f3180e,cd6fab35c3a7e7a5ef113e2e456a691f1c0770c9,R03,15200.207981,10180.983712,1009.0,286.0,15704.707981,10323.983712,image/png,1009,286,reviewed,closed
S-062,U-062,image-6e09629cf4f69da36a2e55d76a7d96c18ff141f5,a82f69803e396881f190eede7580859a3020687e,R03,13737.761893,10213.290381,1036.0,321.0,14255.761893,10373.790381,image/png,1036,321,reviewed,closed
S-063,U-063,image-b1b7edb105262eb314641ee873e66d80dc345637,ece76955f0b3005f5ee93a9706387b1f28c9a838,R03,7258.988965,10290.51752,995.0,435.0,7756.488965,10508.01752,image/png,995,435,reviewed,closed
S-064,U-064,image-39ae358697f39c9044d71a3f031a17bba4995e13,1f6405f324119d3969e9240255e7136523410731,R03,9729.72848,10502.213591,1046.0,302.0,10252.72848,10653.213591,image/png,1046,302,reviewed,closed
S-065,U-065,image-c498db6bc73c308bcecbc9f8080960a307b568a8,f381728b588522c4166061e89054886efa23f891,R03,15215.490711,10609.271591,995.0,267.0,15712.990711,10742.771591,image/png,995,267,reviewed,closed
S-066,U-066,image-4865025c4d5206429ef9e4b68f6fbc1a31089df1,207d95b7b0a157e97a5bf13a4d99ca80daa964da,R03,13736.928526,10745.676623,951.0,333.0,14212.428526,10912.176623,image/png,951,333,reviewed,closed
S-067,U-067,image-3c22076894dd36582999a2a108731d7190d2f7e7,181898be6ecff65eb7ed2d996f569206f5fc5c9a,R03,9693.895198,10946.713744,1041.0,303.0,10214.395198,11098.213744,image/png,1041,303,reviewed,closed
S-068,U-068,image-d5c44ee77d260a572aaf8cc295f2cf9651de8807,76dbe02fd79c6da186e5921d8badcaec4bc75de1,R03,7278.004079,10970.699338,1020.0,311.0,7788.004079,11126.199338,image/png,1020,311,reviewed,closed
S-069,U-069,image-27b6a643cfb13fe82bd363d4036af94583201e4f,f72445eba9a32451385c73311bace121a04936d8,R03,15201.481268,11138.661232,956.0,404.0,15679.481268,11340.661232,image/png,956,404,reviewed,closed
S-070,U-070,image-9269630e657826c3537aef76c613eeeef99b5b17,e86bb98bb4419b2496c00af51a8fa26c3c9fa4c2,R03,13733.335888,11320.509957,973.0,250.0,14219.835888,11445.509957,image/png,973,250,reviewed,closed
S-071,U-071,image-e491ab3c95051c9385278666ab8b323263c74a2c,06dc70d83e4b2fce27bb6b250783d034fa2604df,R03,9696.061763,11427.213668,990.0,232.0,10191.061763,11543.213668,image/png,990,232,reviewed,closed
S-072,U-072,image-f07ad776b72f31c36902388267c2559ccfdb59dc,b87f758ce9162e968396a10289a373d58cb5cd5e,R03,7274.701012,11496.835702,966.0,306.0,7757.701012,11649.835702,image/png,966,306,reviewed,closed
S-073,U-073,image-598539c978dc4fbbdd65c010d95fdf06dddaf59d,21c1afbf26178b27b501ef18f6d031080677dd81,R03,15205.899691,11632.059433,956.0,459.0,15683.899691,11861.559433,image/png,956,459,reviewed,closed
S-074,U-074,image-e3d87066e849f1baf130a54efbf48f8d627f1349,14cd130fb45745ebc185268dd57a5663ad74b6f6,R03,13733.465608,11765.472874,952.0,246.0,14209.465608,11888.472874,image/png,952,246,reviewed,closed
S-075,U-075,image-a7939ee7fb55369b75b3e4566e92a69276cccf1b,078305598f6174c08314ebd48fcaddb69195a5ac,R03,9695.061915,11778.547103,962.0,226.0,10176.061915,11891.547103,image/png,962,226,reviewed,closed
S-076,U-076,image-0f45fe3bdd814ac3fa90a4ffb30c91595df34511,e327fce7b925b39d0091fecde98065abfb2ca4d7,R03,9160.061915,12017.713744,2744.0,199.0,10532.061915,12117.213744,image/png,702,51,reviewed,closed
S-077,U-077,image-31b789bb23bbc109d393f866f3d749cd0d656d22,ee466aee316355f712bb7575cfc6a694003aa478,R03,7251.064537,12025.153884,1006.0,253.0,7754.064537,12151.653884,image/png,1006,253,reviewed,closed
S-078,U-078,image-4e7ed5ca9f9d89c6f7b8fec7fc5c02aa24df8341,b814e8afa3f613a5f3d10208dcc693dd465c75c3,R03,13721.854497,12230.158082,913.0,247.0,14178.354497,12353.658082,image/png,913,247,reviewed,closed
S-079,U-079,image-04766dfadfef8d9030f71201c49f6180e4d95798,51ad75b68096c84754b530e2171e85e99d8ecfcb,R03,15212.384576,12258.195852,960.0,254.0,15692.384576,12385.195852,image/png,960,254,reviewed,closed
S-080,U-080,image-cb348e5bf17036590476eb243c61d068c4e63ad2,de2d098b6479f02280cd1ee0b7282bfa9ebeef86,R03,9717.22848,12400.047026,931.0,233.0,10182.72848,12516.547026,image/png,931,233,reviewed,closed
S-081,U-081,image-abb1bf3d17d9bb953f0be0b51e7b976f054badd1,7f50367e11fa73296cdf7adc79f3d2457403b394,R03,13765.87297,12694.917319,982.0,236.0,14256.87297,12812.917319,image/png,982,236,reviewed,closed
S-082,U-082,image-d18431ef5e96e4b6b2702c43f762e6f720e90563,b6d815bed9fa3f6670d549c4916f4a6e1cb6a7ae,R03,9696.895198,12804.380461,975.0,261.0,10184.395198,12934.880461,image/png,975,261,reviewed,closed
S-083,U-083,image-2372600959943e64d6aca6ac69b1df10784aaca7,95daecf00f75d58375a2b76ec781e0103e151ff4,R03,12352.521367,13023.991246,4932.0,240.0,14818.521367,13143.991246,image/png,945,46,reviewed,closed
S-084,U-084,image-7147aeaaaf27be346c75ffcde30d85a1249d00f1,a46238f58bd340bf52730730a309fb7d966c2674,R03,9690.395198,13276.213744,998.0,244.0,10189.395198,13398.213744,image/png,998,244,reviewed,closed
S-085,U-085,image-9727cfb540f5fcc65f348b94d91d0ed7ed41abc7,c003ca1902aa020dcaa2219d05c606acfdcd707e,R03,13752.836024,13424.21357,934.0,250.0,14219.836024,13549.21357,image/png,934,250,reviewed,closed
S-086,U-086,image-01f6a7c77aaa7c5d772bebe4a2d1b5f60e5424cf,2bb95268c69be764e4cc48cdb4a88f4bd7e82e06,R03,9373.395198,13536.713744,1876.0,231.0,10311.395198,13652.213744,image/png,592,73,reviewed,closed
S-087,U-087,image-988f76453fcc0ed39f35855b14a563f1b8e7dbdf,81c0ad6183f09dd1deec3782b38bf54cd29848a5,R03,13749.798941,13837.02843,946.0,254.0,14222.798941,13964.02843,image/png,946,254,reviewed,closed
S-088,U-088,image-7a8982dd8ff5540a52bdb7d7e3cb043fcf381d76,c1cef883f6e5fdf38040e81894f4a1e4e2daaa0e,R03,9679.895198,13947.047026,789.0,319.0,10074.395198,14106.547026,image/png,789,319,reviewed,closed
S-089,U-089,image-55e43f0de1ab130800d89750baa419ffb98dca5e,77089a03286ad5a2bae1e945d20ba03e1bf82696,R03,13776.021164,14271.454333,938.0,277.0,14245.021164,14409.954333,image/png,938,277,reviewed,closed
S-090,U-090,image-9c74621af88dcf8b14822928b473b63fad89c006,a5cd52b02b2940701df8e174a59a77c49d65d73d,R03,9668.061763,14466.713744,896.0,253.0,10116.061763,14593.213744,image/png,896,253,reviewed,closed
S-091,U-091,image-703855ff043c32e5fe323ca45de1c986a7443a00,25e2b46ceb779b4eb654190350f59feb021e3c01,R03,13772.298941,14733.398846,981.0,242.0,14262.798941,14854.398846,image/png,981,242,reviewed,closed
S-092,U-092,image-cf872ee6306215ef58c1e8242457b2d60accba33,55bfffc704311713bc24c52eecf4ef8a27df9fb6,R03,9669.561915,14991.380385,913.0,247.0,10126.061915,15114.880385,image/png,913,247,reviewed,closed
S-093,U-093,image-a325411726332ea2491d00230a44a7d7a340613c,dd939ff4c462226159203bbb3d7997ad5b822b73,R03,13766.410053,15165.583986,975.0,308.0,14253.910053,15319.583986,image/png,975,308,reviewed,closed
S-094,U-094,image-b7f62326dfbdaafea0fc522e4a5952c21d4fc212,e78b3d2f4ad1871b191be205cb0ba9c44020029d,R03,9636.561763,15472.713744,929.0,361.0,10101.061763,15653.213744,image/png,929,361,reviewed,closed
S-095,U-095,image-1542ec81ab46063dba708c11a996cfdbf9e75399,8f777414d2ff530148b48fcc0dd6b642f62a475c,R04,13710.653675,16334.096464,959.0,450.0,14190.153675,16559.096464,image/png,959,450,reviewed,closed
S-096,U-096,image-d4da03167a819c4a32cc05ebd27c5418f9c8afa8,999bf4aacf514d63493fd92ed7d0fc74bf457bb3,R04,15512.521667,16685.507888,878.0,482.0,15951.521667,16926.507888,image/png,988,543,reviewed,closed
S-097,U-097,image-834c9e1159028770963f5037134a4aa8d0bf6083,26576a705549e89187bb1dbcba845fe92837a90c,R04,13704.801202,16932.797391,942.0,482.0,14175.801202,17173.797391,image/png,947,485,reviewed,closed
S-098,U-098,image-bc6c2da04968b434ba2952a0e4f60b3c8beb5e0b,23f134b27d898264ca0c1b1a539bade6c2e8ebaf,R05,19430.215731,17583.378629,914.0,312.0,19887.215731,17739.378629,image/png,914,312,reviewed,closed
S-099,U-099,image-0818b459db9abda8ed3b6259b9950d50f0367733,9105ad215154c64892d7f729475fa5b3b3fb2768,R04,13709.40916,17590.235077,936.0,338.0,14177.40916,17759.235077,image/png,936,338,reviewed,closed
S-100,U-100,image-841df8c71123c8b59787910010cbbb15f3880086,bfb91ad6284bd2551dbe3f424dc4535391e5f7ba,R05,19428.517333,17923.222379,911.0,482.0,19884.017333,18164.222379,image/png,997,528,reviewed,closed
S-101,U-101,image-ee3f09bbd0d871d2ec6eddcd02679c5ccb1e0f53,5a7880ca12c508e9138c28805178e4c989b9e7b1,R04,13737.507101,18098.620169,867.0,376.0,14171.007101,18286.620169,image/png,966,419,reviewed,closed
S-102,U-102,image-48f8811b7855cb7d98dc36936e73c040a1144776,b7c55b6819072f552162c2abcf3dbce2d9f5424e,R04,15574.853979,18653.518603,896.0,458.0,16022.853979,18882.518603,image/png,896,458,reviewed,closed
S-103,U-103,image-055433a625ba3804f6f0bc600bb3b3991393de3b,e1a2d17f41c95e5ad7f27239f45ee8cc566eb079,R05,19426.01879,18671.179915,994.847993,446.167497,19923.442786,18894.263663,image/png,993,442,reviewed,closed
S-104,U-104,image-4bf179a9866744ffadbe5b488e88893bfaaaa837,709d391ae376719d976d792d06e99144c8480338,R04,13749.620148,18654.897026,859.0,482.0,14179.120148,18895.897026,image/png,962,540,reviewed,closed
S-105,U-105,image-6fcfa2708795935de95ba1a55d4b13708d20941f,a408116998019273ac8d874a560ee0e9613f9dbc,R04,15544.43467,19155.978171,933.0,353.0,16010.93467,19332.478171,image/png,933,353,reviewed,closed
S-106,U-106,image-df71b571a205fd6ea348beffc55262fe3c5834bc,b9dc9ebb714c68073edb53ae8ec39dc957fef77e,R04,13758.599566,19307.005657,767.0,401.0,14142.099566,19507.505657,image/png,940,492,reviewed,closed
S-107,U-107,image-0cdff60be5dffd20e168005a68c80206726f5163,edca35e122b6e14ac2fc4ecfff9fcb57a48e90db,R04,15551.768044,19529.64492,969.0,427.0,16036.268044,19743.14492,image/png,969,427,reviewed,closed
S-108,U-108,image-35aad04b9d007f048bda6177147a3817d116511b,20b555e05d57b7945b9fc4cbc79b355492407a7e,R05,19370.705425,19585.875031,996.0,432.0,19868.705425,19801.875031,image/png,996,432,reviewed,closed
S-109,U-109,image-9b03b758f1a9153df1449e97e2008bd563404197,4460fc316e85dc10653401cb92e9699391ca6cef,R05,19406.538676,20071.37497,799.0,293.0,19806.038676,20217.87497,image/png,799,293,reviewed,closed
S-110,U-110,image-ccfdc10cd8d8b2587fe13dfa99749d9ca5989e9d,b37d18a8a15c429cc4da39eb8b203fca18363613,R05,19415.205425,20441.208466,979.0,436.0,19904.705425,20659.208466,image/png,979,436,reviewed,closed
