source_kind,source_id,region,transcript_file,status,canvas_x,canvas_y,asset_id,source_text
image-use,IU-123,R04,regions/R04-data-shaping-hateoas-content-negotiation.md,reviewed,4977.885617718313,39509.807253513485,A-084,
image-use,IU-124,R04,regions/R04-data-shaping-hateoas-content-negotiation.md,reviewed,4896.156123025825,39918.86528922776,A-083,
image-use,IU-125,R04,regions/R04-data-shaping-hateoas-content-negotiation.md,reviewed,4796.480628821461,44437.77802943791,A-082,
image-use,IU-126,R04,regions/R04-data-shaping-hateoas-content-negotiation.md,reviewed,4785.758542232919,44859.055841124115,A-081,
image-use,IU-127,R04,regions/R04-data-shaping-hateoas-content-negotiation.md,reviewed,4818.314165605316,45267.83344935979,A-080,
image-use,IU-128,R04,regions/R04-data-shaping-hateoas-content-negotiation.md,reviewed,4814.078730724983,45688.95511277124,A-079,
image-use,IU-129,R04,regions/R04-data-shaping-hateoas-content-negotiation.md,reviewed,4858.214140557679,43759.035439033214,A-078,
image-use,IU-130,R04,regions/R04-data-shaping-hateoas-content-negotiation.md,reviewed,4914.355545541986,46238.52335932952,A-077,
image-use,IU-131,R04,regions/R04-data-shaping-hateoas-content-negotiation.md,reviewed,5922.793205331149,43742.72929223718,A-076,
image-use,IU-132,R04,regions/R04-data-shaping-hateoas-content-negotiation.md,reviewed,6007.812928850481,44195.82178637287,A-075,
image-use,IU-133,R04,regions/R04-data-shaping-hateoas-content-negotiation.md,reviewed,6004.723965778907,44706.67381204214,A-074,
image-use,IU-134,R04,regions/R04-data-shaping-hateoas-content-negotiation.md,reviewed,5841.059977184668,45159.76633733078,A-073,
image-use,IU-135,R02,regions/R02-problem-details-error-contracts.md,reviewed,1615.126498013029,8186.253201026016,A-072,
image-use,IU-136,R02,regions/R02-problem-details-error-contracts.md,reviewed,1575.2660431207396,8719.020206117362,A-071,
image-use,IU-137,R02,regions/R02-problem-details-error-contracts.md,reviewed,1604.5804724494092,9167.272331710647,A-070,
image-use,IU-138,R02,regions/R02-problem-details-error-contracts.md,reviewed,1645.0900813433982,9663.972807363512,A-069,
image-use,IU-139,R02,regions/R02-problem-details-error-contracts.md,reviewed,1483.2011900825091,9785.666623757665,A-068,
image-use,IU-140,R02,regions/R02-problem-details-error-contracts.md,reviewed,1457.9795658883122,10297.234370472586,A-067,
image-use,IU-141,R02,regions/R02-problem-details-error-contracts.md,reviewed,1386.3608549744267,10688.091408632572,A-066,
image-use,IU-142,R02,regions/R02-problem-details-error-contracts.md,reviewed,1368.5244536774244,11024.55021927318,A-065,
image-use,IU-143,R02,regions/R02-problem-details-error-contracts.md,reviewed,1363.5298785772256,11393.892870326821,A-064,
image-use,IU-144,R02,regions/R02-problem-details-error-contracts.md,reviewed,1338.0279446322875,11581.905428272894,A-063,
image-use,IU-145,R05,regions/R05-versioning-deprecation.md,reviewed,4827.738142940048,49190.39655669161,A-062,
image-use,IU-146,R05,regions/R05-versioning-deprecation.md,reviewed,4900.09128142354,47058.10965666325,A-061,
image-use,IU-147,R05,regions/R05-versioning-deprecation.md,reviewed,4812.772652326259,47442.13346000157,A-060,
image-use,IU-148,R05,regions/R05-versioning-deprecation.md,reviewed,4758.129553751691,47834.53395737168,A-059,
image-use,IU-149,R05,regions/R05-versioning-deprecation.md,reviewed,4849.043298353021,48207.74029165668,A-058,
image-use,IU-150,R05,regions/R05-versioning-deprecation.md,reviewed,4793.969346757922,48745.53630334379,A-057,
image-use,IU-151,R05,regions/R05-versioning-deprecation.md,reviewed,4879.008153751989,49641.34907715292,A-056,
image-use,IU-152,R05,regions/R05-versioning-deprecation.md,reviewed,4877.865296609132,50171.99193429577,A-055,
image-use,IU-153,R05,regions/R05-versioning-deprecation.md,reviewed,4869.03190514708,50514.372915741085,A-054,
image-use,IU-154,R05,regions/R05-versioning-deprecation.md,reviewed,4864.508153751989,51007.968095707605,A-053,
image-use,IU-155,R05,regions/R05-versioning-deprecation.md,reviewed,4811.698688071187,51112.46818290069,A-052,
image-use,IU-156,R05,regions/R05-versioning-deprecation.md,reviewed,4868.222646781571,51365.90711286721,A-051,
image-use,IU-157,R05,regions/R05-versioning-deprecation.md,reviewed,4833.651185281007,51925.06345006029,A-050,
image-use,IU-158,R06,regions/R06-http-caching-validators.md,reviewed,6968.189883801302,52747.257013885726,A-049,
image-use,IU-159,R06,regions/R06-http-caching-validators.md,reviewed,7039.7025066984515,53219.5794697746,A-048,
image-use,IU-160,R06,regions/R06-http-caching-validators.md,reviewed,7010.831768758302,53705.45651189257,A-047,
image-use,IU-161,R06,regions/R06-http-caching-validators.md,reviewed,7041.980360011725,54270.57528299287,A-046,
image-use,IU-162,R06,regions/R06-http-caching-validators.md,reviewed,7064.314654501717,55247.12340275389,A-045,
image-use,IU-163,R06,regions/R06-http-caching-validators.md,reviewed,7065.3604644160605,55891.248780205395,A-044,
image-use,IU-164,R06,regions/R06-http-caching-validators.md,reviewed,7106.48781506629,56306.18972158451,A-043,
image-use,IU-165,R06,regions/R06-http-caching-validators.md,reviewed,6900.133724875266,56730.080410074166,A-042,
image-use,IU-166,R06,regions/R06-http-caching-validators.md,reviewed,6971.11630623643,57139.32619172234,A-041,
image-use,IU-167,R06,regions/R06-http-caching-validators.md,reviewed,6889.03587243585,57594.68453362821,A-040,
image-use,IU-168,R06,regions/R06-http-caching-validators.md,reviewed,6831.409923509398,59424.32655358467,A-039,
image-use,IU-169,R06,regions/R06-http-caching-validators.md,reviewed,6839.197204813196,59022.77623171006,A-038,
image-use,IU-170,R06,regions/R06-http-caching-validators.md,reviewed,6841.2790516915065,58605.7272624958,A-037,
image-use,IU-171,R06,regions/R06-http-caching-validators.md,reviewed,6857.637897521678,58089.65795385536,A-036,
image-use,IU-172,R06,regions/R06-http-caching-validators.md,reviewed,6953.1328367693,59702.63105039492,A-035,
image-use,IU-173,R06,regions/R06-http-caching-validators.md,reviewed,6766.602138891836,60242.74916069089,A-034,
image-use,IU-174,R06,regions/R06-http-caching-validators.md,reviewed,6819.200859989292,60677.26421204746,A-033,
image-use,IU-175,R06,regions/R06-http-caching-validators.md,reviewed,6681.440622901462,61105.92392195111,A-032,
image-use,IU-176,R06,regions/R06-http-caching-validators.md,reviewed,6677.192317442337,61555.193485230164,A-031,
image-use,IU-177,R06,regions/R06-http-caching-validators.md,reviewed,6610.076342430884,62000.48673893763,A-030,
image-use,IU-178,R06,regions/R06-http-caching-validators.md,reviewed,4818.228970811501,52675.58189114211,A-029,
image-use,IU-179,R06,regions/R06-http-caching-validators.md,reviewed,4821.562466905251,53137.52632880487,A-028,
image-use,IU-180,R06,regions/R06-http-caching-validators.md,reviewed,4833.728970811501,53625.02638984003,A-027,
image-use,IU-181,R06,regions/R06-http-caching-validators.md,reviewed,4849.062466905251,54112.026450875186,A-026,
image-use,IU-182,R06,regions/R06-http-caching-validators.md,reviewed,4811.562344834939,54644.85976386347,A-025,
image-use,IU-183,R06,regions/R06-http-caching-validators.md,reviewed,4849.17367295994,55352.8437944508,A-024,
image-use,IU-184,R06,regions/R06-http-caching-validators.md,reviewed,4831.33579053666,58001.98681567517,A-023,
image-use,IU-185,R06,regions/R06-http-caching-validators.md,reviewed,4825.833900549734,57348.19886290529,A-022,
image-use,IU-186,R06,regions/R06-http-caching-validators.md,reviewed,4784.515641050443,57143.865549917005,A-021,
image-use,IU-187,R06,regions/R06-http-caching-validators.md,reviewed,4807.500448845188,56907.50181367766,A-020,
image-use,IU-188,R06,regions/R06-http-caching-validators.md,reviewed,4879.970308575301,56508.062460428366,A-019,
image-use,IU-189,R06,regions/R06-http-caching-validators.md,reviewed,4825.173529884023,56291.57544050555,A-018,
image-use,IU-190,R06,regions/R06-http-caching-validators.md,reviewed,4818.786157978584,55984.53420927584,A-017,
image-use,IU-191,R06,regions/R06-http-caching-validators.md,reviewed,4807.074156723003,55620.79831632358,A-016,
image-use,IU-192,R06,regions/R06-http-caching-validators.md,reviewed,4879.765245907255,57860.49461093471,A-015,
image-use,IU-193,R06,regions/R06-http-caching-validators.md,reviewed,4809.320103918169,58335.626258218086,A-014,
image-use,IU-194,R06,regions/R06-http-caching-validators.md,reviewed,4796.750131383107,58858.26733820743,A-013,
image-use,IU-195,R06,regions/R06-http-caching-validators.md,reviewed,5797.8726566849555,56286.961354365834,A-012,
image-use,IU-196,R06,regions/R06-http-caching-validators.md,reviewed,5827.98780654974,56720.29464622657,A-011,
image-use,IU-197,R06,regions/R06-http-caching-validators.md,reviewed,5800.654676666927,57127.12795921485,A-010,
image-use,IU-198,R06,regions/R06-http-caching-validators.md,reviewed,5822.821058502865,57443.96133323829,A-009,
image-use,IU-199,R06,regions/R06-http-caching-validators.md,reviewed,5819.321180573177,57778.62795921485,A-008,
image-use,IU-200,R06,regions/R06-http-caching-validators.md,reviewed,3447.1708366747253,52636.58798197005,A-007,
image-use,IU-201,R06,regions/R06-http-caching-validators.md,reviewed,3428.8373405809753,53106.42135599349,A-006,
image-use,IU-202,R06,regions/R06-http-caching-validators.md,reviewed,3413.635614010992,53601.26504495833,A-005,
image-use,IU-203,R06,regions/R06-http-caching-validators.md,reviewed,3373.3373405809753,54093.58798197005,A-004,
image-use,IU-204,R06,regions/R06-http-caching-validators.md,reviewed,3277.4350201231127,54604.10907334612,A-003,
image-use,IU-205,R06,regions/R06-http-caching-validators.md,reviewed,5848.369946341913,58172.83539989636,A-002,
image-use,IU-206,R06,regions/R06-http-caching-validators.md,reviewed,5835.227176392137,58239.168747761876,A-001,
text-node,T-001,R01,regions/R01-rest-constraints-methods-validation.md,reviewed,5468.475935436816,2118.928461690989,,All necessary state is contained within the request itself
text-node,T-002,R01,regions/R01-rest-constraints-methods-validation.md,reviewed,5455.142602103483,2187.261795024321,,request should contain all info to service the request
text-node,T-003,R01,regions/R01-rest-constraints-methods-validation.md,reviewed,5486.80926877015,2238.928461690989,,"headers, body ect"
text-node,T-004,R01,regions/R01-rest-constraints-methods-validation.md,reviewed,4812.178354954362,3871.893073320057,,it knows only the single outer layer
text-node,T-005,R01,regions/R01-rest-constraints-methods-validation.md,reviewed,5355.791546698612,4692.152160140875,,"more about web applications, not apis"
text-node,T-006,R01,regions/R01-rest-constraints-methods-validation.md,reviewed,5355.791546698612,4692.152160140875,,when server can give some js to the client 
text-node,T-007,R01,regions/R01-rest-constraints-methods-validation.md,reviewed,5355.791546698612,4692.152160140875,,to extend its functionality
text-node,T-008,R01,regions/R01-rest-constraints-methods-validation.md,reviewed,5172.692863665217,8384.638491352478,,using different dtos/shapes to accept data and to return data
text-node,T-009,R01,regions/R01-rest-constraints-methods-validation.md,reviewed,3549.0249888265053,1381.1748861248543,,method safety/ idempotency
text-node,T-010,R01,regions/R01-rest-constraints-methods-validation.md,reviewed,6770.834275722235,3755.4986879339203,,can expose all couses via api/courses
text-node,T-011,R01,regions/R01-rest-constraints-methods-validation.md,reviewed,7574.537939866115,4529.387509800706,,"should return number, not "
text-node,T-012,R01,regions/R01-rest-constraints-methods-validation.md,reviewed,7574.537939866115,4529.387509800706,,list of resources
text-node,T-013,R01,regions/R01-rest-constraints-methods-validation.md,reviewed,7536.204606532783,4647.720843134034,,what id? what will be returned?
text-node,T-014,R01,regions/R01-rest-constraints-methods-validation.md,reviewed,6641.624491688077,1751.367922445088,,some basic things
text-node,T-015,R01,regions/R01-rest-constraints-methods-validation.md,reviewed,8270.29674445468,1532.6414781181365,,FULL OVERVIEW OF METHODS
text-node,T-016,R01,regions/R01-rest-constraints-methods-validation.md,reviewed,4741.359139766361,1416.0316640924048,,some general base things
text-node,T-017,R01,regions/R01-rest-constraints-methods-validation.md,reviewed,1982.3701269641278,1119.93393428742,,PATCH VALIDATION
text-node,T-018,R01,regions/R01-rest-constraints-methods-validation.md,reviewed,1982.3701269641278,1119.93393428742,,PROBLEM DET LOWER
text-node,T-019,R01,regions/R01-rest-constraints-methods-validation.md,reviewed,599.7831798976586,426.23334100998363,,Validation
text-node,T-020,R03,regions/R03-filtering-searching-pagination-sorting.md,reviewed,4969.146588350864,9861.338018877817,,FILTERING SEARCHING
text-node,T-021,R03,regions/R03-filtering-searching-pagination-sorting.md,reviewed,4809.2267989818065,13169.363144454284,,you filter by existing things
text-node,T-022,R03,regions/R03-filtering-searching-pagination-sorting.md,reviewed,4809.2267989818065,13169.363144454284,,search is wider as was told
text-node,T-023,R03,regions/R03-filtering-searching-pagination-sorting.md,reviewed,5036.741906107753,13823.12071327604,,simple search/ filtering can be impl with 
text-node,T-024,R03,regions/R03-filtering-searching-pagination-sorting.md,reviewed,5036.741906107753,13823.12071327604,,"simple params,"
text-node,T-025,R03,regions/R03-filtering-searching-pagination-sorting.md,reviewed,5036.741906107753,13823.12071327604,,but when there ar a lot of them 
text-node,T-026,R03,regions/R03-filtering-searching-pagination-sorting.md,reviewed,5036.741906107753,13823.12071327604,,it is better to use some objects and bind from query 
