region_source_id,source_id,image_use_id,fileId_short,x,y,width,height,status,readability,confidence,topic,nearest_labels,duplicate_use_count,duplicate_source_ids,notes
R03-S011,S-055,IU-055,84367ac66e,11459.809735757844,2581.131172139616,667.0,482.0,processed-in-r03-v001,medium-high,medium-high for concept; exact code punctuation should be checked against source image,Manual ResiliencePipeline.Execute / new request per retry / context passing,"ratelimiterstrategy args | the pipeline, not handler, you cant use handler for manual execution | hedging priciple of work | making request with pipeline.execute | rate limiter in polly | concur vs addratelimiter",1,,OCR-assisted visible transcript from extracted SVG screenshot; source image preserved for verification.
R03-S012,S-057,IU-057,42f54ebe49,13473.734942844703,2636.876151339928,1058.0,375.0,processed-in-r03-v001,medium-high,medium-high for concept; exact code punctuation should be checked against source image,RateLimiterStrategy options / limiter acquisition / concurrency,ratelimiterstrategy args | rate limiter in polly | concur vs addratelimiter | and ratelimiterstrat options | so to have delegating handler that gets pipeline with pipelineprovider | based on request properties,1,,OCR-assisted visible transcript from extracted SVG screenshot; source image preserved for verification.
R03-S013,S-060,IU-060,e23ed23608,15236.495090378989,2786.1226920461927,785.0,482.0,processed-in-r03-v001,medium-high,medium-high for concept; exact code punctuation should be checked against source image,RateLimiterStrategy options / limiter acquisition / concurrency,ratelimiterstrategy args | so to have delegating handler that gets pipeline with pipelineprovider | based on request properties | or | creating a wrapper that runs pipeline.execute and passes context | look like the cleanest options,1,,OCR-assisted visible transcript from extracted SVG screenshot; source image preserved for verification.
R03-S014,S-065,IU-065,c6da91c1d0,13616.828677383295,3031.7047868157733,745.0,482.0,processed-in-r03-v001,medium-high,medium-high for concept; exact code punctuation should be checked against source image,RateLimitPartition / partitioned/chained limiters,ratelimiterstrategy args | rate limiter in polly | concur vs addratelimiter | and ratelimiterstrat options | ratelimiterpartition and partitioned rate limiter | 3 scenarios,1,,OCR-assisted visible transcript from extracted SVG screenshot; source image preserved for verification.
R03-S015,S-067,IU-067,5a9b22f068,11457.111791507035,3086.58571759416,770.0,482.0,processed-in-r03-v001,medium-high,medium-high for concept; exact code punctuation should be checked against source image,RateLimiterStrategy options / limiter acquisition / concurrency,ratelimiterstrategy args | rate limiter in polly | concur vs addratelimiter | and ratelimiterstrat options | hedging priciple of work | !!!,1,,OCR-assisted visible transcript from extracted SVG screenshot; source image preserved for verification.
R03-S016,S-070,IU-070,24e2f35931,15277.919246737642,3276.1226157522474,685.0,482.0,processed-in-r03-v001,medium-high,medium-high for concept; exact code punctuation should be checked against source image,RateLimitPartition / partitioned/chained limiters,ratelimiterpartition and partitioned rate limiter | 3 scenarios | so we need ratelimitpartition when | 1 we need specific ratelimiter and we need to pass | key (ratelimiter middleware case) | 2 we need to create ratelimiter with callback that has httpcontext,1,,OCR-assisted visible transcript from extracted SVG screenshot; source image preserved for verification.
R03-S017,S-076,IU-076,2f10c18e17,13593.833489556757,3505.6441067731703,764.0,482.0,processed-in-r03-v001,medium-high,medium-high for concept; exact code punctuation should be checked against source image,RateLimitPartition / partitioned/chained limiters,rate limiter in polly | concur vs addratelimiter | and ratelimiterstrat options | ratelimiterpartition and partitioned rate limiter | 3 scenarios | ratelimiterstrategy args,1,,OCR-assisted visible transcript from extracted SVG screenshot; source image preserved for verification.
R03-S018,S-080,IU-080,25e6ed724e,11486.557405078664,3576.28270578662,774.0,482.0,processed-in-r03-v001,medium-high,medium-high for concept; exact code punctuation should be checked against source image,RateLimitPartition / partitioned/chained limiters,!!! | rate limiter in polly | concur vs addratelimiter | and ratelimiterstrat options | using strategyopiton need to acquire | hedging priciple of work,1,,OCR-assisted visible transcript from extracted SVG screenshot; source image preserved for verification.
R03-S019,S-084,IU-084,6b594bdab1,15244.24238912188,3794.77890389922,916.0,325.0,processed-in-r03-v001,medium-high,medium-high for concept; exact code punctuation should be checked against source image,RateLimitPartition / partitioned/chained limiters,ratelimiterpartition and partitioned rate limiter | 3 scenarios | so we need ratelimitpartition when | 1 we need specific ratelimiter and we need to pass | key (ratelimiter middleware case) | 2 we need to create ratelimiter with callback that has httpcontext,1,,OCR-assisted visible transcript from extracted SVG screenshot; source image preserved for verification.
R03-S020,S-089,IU-089,9a8b3e8e18,11500.69033158878,4103.746310800383,961.0,406.0,processed-in-r03-v001,medium-high,medium-high for concept; exact code punctuation should be checked against source image,RateLimitPartition / partitioned/chained limiters,!!! | using strategyopiton need to acquire | rate limiter in polly | concur vs addratelimiter | and ratelimiterstrat options | from threading we return our limiter types,1,,OCR-assisted visible transcript from extracted SVG screenshot; source image preserved for verification.
R03-S021,S-093,IU-093,ce589e1564,11515.165176748673,4565.777374583554,932.0,430.0,processed-in-r03-v001,medium-high,medium-high for concept; exact code punctuation should be checked against source image,RateLimitPartition / partitioned/chained limiters,!!! | using strategyopiton need to acquire | rate limiter in polly | concur vs addratelimiter | and ratelimiterstrat options | from threading we return our limiter types,1,,OCR-assisted visible transcript from extracted SVG screenshot; source image preserved for verification.
R03-S022,S-095,IU-095,3c9fb19b6a,13698.819452921549,4671.407136201477,785.0,348.0,processed-in-r03-v001,medium-high,medium-high for concept; exact code punctuation should be checked against source image,RateLimitPartition / partitioned/chained limiters,ratelimiterpartition and partitioned rate limiter | 3 scenarios | rate limiter in polly | concur vs addratelimiter | and ratelimiterstrat options | so we need ratelimitpartition when,1,,OCR-assisted visible transcript from extracted SVG screenshot; source image preserved for verification.
R03-S023,S-102,IU-102,b408541b04,16114.250273698475,4998.678239163732,709.0,355.0,processed-in-r03-v001,medium-high,medium-high for concept; exact code punctuation should be checked against source image,R03 pipeline/rate-limiter source,so we need ratelimitpartition when | 1 we need specific ratelimiter and we need to pass | key (ratelimiter middleware case) | 2 we need to create ratelimiter with callback that has httpcontext | as arg | 3 we need to create chained rate limiter -- PARTITIONED RATE LIMITER,1,,OCR-assisted visible transcript from extracted SVG screenshot; source image preserved for verification.
R03-S024,S-103,IU-103,b11e09846e,11517.02797581816,5019.330502668843,778.0,430.0,processed-in-r03-v001,medium-high,medium-high for concept; exact code punctuation should be checked against source image,RateLimitPartition / partitioned/chained limiters,using strategyopiton need to acquire | !!! | from threading we return our limiter types | rate limiter in polly | concur vs addratelimiter | and ratelimiterstrat options,1,,OCR-assisted visible transcript from extracted SVG screenshot; source image preserved for verification.
R03-S025,S-105,IU-105,8660f1d742,13720.152887980144,5071.907212495423,679.0,357.0,processed-in-r03-v001,medium-high,medium-high for concept; exact code punctuation should be checked against source image,RateLimitPartition / partitioned/chained limiters,ratelimiterpartition and partitioned rate limiter | 3 scenarios | so we need ratelimitpartition when | 1 we need specific ratelimiter and we need to pass | key (ratelimiter middleware case) | 2 we need to create ratelimiter with callback that has httpcontext,1,,OCR-assisted visible transcript from extracted SVG screenshot; source image preserved for verification.
R03-S026,S-109,IU-109,427b4f1ead,15199.663461163273,5300.976713404271,794.0,546.0,processed-in-r03-v001,medium-high,medium-high for concept; exact code punctuation should be checked against source image,R03 pipeline/rate-limiter source,so we need ratelimitpartition when | 1 we need specific ratelimiter and we need to pass | key (ratelimiter middleware case) | 2 we need to create ratelimiter with callback that has httpcontext | as arg | 3 we need to create chained rate limiter -- PARTITIONED RATE LIMITER,1,,OCR-assisted visible transcript from extracted SVG screenshot; source image preserved for verification.
R03-S027,S-112,IU-112,3f0264fc42,11499.721130606791,5460.8067076772095,957.0,408.0,processed-in-r03-v001,medium-high,medium-high for concept; exact code punctuation should be checked against source image,RateLimitPartition / partitioned/chained limiters,using strategyopiton need to acquire | from threading we return our limiter types | !!! | rate limiter in polly | concur vs addratelimiter | and ratelimiterstrat options,1,,OCR-assisted visible transcript from extracted SVG screenshot; source image preserved for verification.
R03-S028,S-113,IU-113,677d2ecb93,13707.319452921549,5471.907136201477,918.0,317.0,processed-in-r03-v001,medium-high,medium-high for concept; exact code punctuation should be checked against source image,R03 pipeline/rate-limiter source,so we need ratelimitpartition when | 1 we need specific ratelimiter and we need to pass | key (ratelimiter middleware case) | 2 we need to create ratelimiter with callback that has httpcontext | as arg | 3 we need to create chained rate limiter -- PARTITIONED RATE LIMITER,1,,OCR-assisted visible transcript from extracted SVG screenshot; source image preserved for verification.
R03-S029,S-121,IU-121,cb2e22c967,13690.152735392252,5843.740571260071,799.0,350.0,processed-in-r03-v001,medium-high,medium-high for concept; exact code punctuation should be checked against source image,System.Threading.RateLimiting limiter types returned from callbacks,from threading we return our limiter types | so we need ratelimitpartition when | 1 we need specific ratelimiter and we need to pass | key (ratelimiter middleware case) | 2 we need to create ratelimiter with callback that has httpcontext | as arg,1,,OCR-assisted visible transcript from extracted SVG screenshot; source image preserved for verification.
R03-S030,S-122,IU-122,4cbe1f2400,11522.41039176265,5863.077384137519,837.0,482.0,processed-in-r03-v001,medium-high,medium-high for concept; exact code punctuation should be checked against source image,RateLimitPartition / partitioned/chained limiters,from threading we return our limiter types | using strategyopiton need to acquire | !!! | rate limiter in polly | concur vs addratelimiter | and ratelimiterstrat options,1,,OCR-assisted visible transcript from extracted SVG screenshot; source image preserved for verification.
R03-S031,S-124,IU-124,4a75181cc8,15197.74182923819,5894.200536778714,717.0,430.0,processed-in-r03-v001,medium-high,medium-high for concept; exact code punctuation should be checked against source image,R03 pipeline/rate-limiter source,so we need ratelimitpartition when | 1 we need specific ratelimiter and we need to pass | key (ratelimiter middleware case) | 2 we need to create ratelimiter with callback that has httpcontext | as arg | 3 we need to create chained rate limiter -- PARTITIONED RATE LIMITER,1,,OCR-assisted visible transcript from extracted SVG screenshot; source image preserved for verification.
R03-S032,S-128,IU-128,329903ab42,13685.152735392252,6214.740494966125,959.0,398.0,processed-in-r03-v001,medium-high,medium-high for concept; exact code punctuation should be checked against source image,System.Threading.RateLimiting limiter types returned from callbacks,from threading we return our limiter types | so we need ratelimitpartition when | 1 we need specific ratelimiter and we need to pass | key (ratelimiter middleware case) | 2 we need to create ratelimiter with callback that has httpcontext | as arg,1,,OCR-assisted visible transcript from extracted SVG screenshot; source image preserved for verification.
R03-S033,S-131,IU-131,0e9d048ae7,15133.488493913315,6346.771965350104,945.0,302.0,processed-in-r03-v001,medium-high,medium-high for concept; exact code punctuation should be checked against source image,R03 pipeline/rate-limiter source,so we need ratelimitpartition when | 1 we need specific ratelimiter and we need to pass | key (ratelimiter middleware case) | 2 we need to create ratelimiter with callback that has httpcontext | as arg | 3 we need to create chained rate limiter -- PARTITIONED RATE LIMITER,1,,OCR-assisted visible transcript from extracted SVG screenshot; source image preserved for verification.
R03-S034,S-133,IU-133,7f89e92900,11517.152316858965,6357.437315235609,916.0,101.0,processed-in-r03-v001,medium-high,medium-high for concept; exact code punctuation should be checked against source image,Conditional rate limiting / testing / extension-style examples,from threading we return our limiter types | using strategyopiton need to acquire | !!! | conditional rate limiting | rate limiter in polly | concur vs addratelimiter,1,,OCR-assisted visible transcript from extracted SVG screenshot; source image preserved for verification.
R03-S035,S-135,IU-135,a03ec19432,11530.245090296465,6448.937383052453,955.0,318.0,processed-in-r03-v001,medium-high,medium-high for concept; exact code punctuation should be checked against source image,Conditional rate limiting / testing / extension-style examples,from threading we return our limiter types | using strategyopiton need to acquire | !!! | conditional rate limiting | rate limiter in polly | concur vs addratelimiter,1,,OCR-assisted visible transcript from extracted SVG screenshot; source image preserved for verification.
R03-S036,S-137,IU-137,353e736c46,13698.986017862955,6645.573777436828,858.0,343.0,processed-in-r03-v001,medium-high,medium-high for concept; exact code punctuation should be checked against source image,System.Threading.RateLimiting limiter types returned from callbacks,from threading we return our limiter types | conditional rate limiting | so we need ratelimitpartition when | 1 we need specific ratelimiter and we need to pass | key (ratelimiter middleware case) | 2 we need to create ratelimiter with callback that has httpcontext,1,,OCR-assisted visible transcript from extracted SVG screenshot; source image preserved for verification.
R03-S037,S-140,IU-140,556599c61f,11563.02266462372,6780.363286372765,605.0,227.0,processed-in-r03-v001,medium-high,medium-high for concept; exact code punctuation should be checked against source image,Conditional rate limiting / testing / extension-style examples,from threading we return our limiter types | using strategyopiton need to acquire | conditional rate limiting | !!! | for testing | rate limiter in polly,1,,OCR-assisted visible transcript from extracted SVG screenshot; source image preserved for verification.
R03-S038,S-143,IU-143,1448630305,13689.986170450846,6994.740494966125,936.0,318.0,processed-in-r03-v001,medium-high,medium-high for concept; exact code punctuation should be checked against source image,System.Threading.RateLimiting limiter types returned from callbacks,conditional rate limiting | from threading we return our limiter types | so we need ratelimitpartition when | 1 we need specific ratelimiter and we need to pass | key (ratelimiter middleware case) | 2 we need to create ratelimiter with callback that has httpcontext,1,,OCR-assisted visible transcript from extracted SVG screenshot; source image preserved for verification.
R03-S039,S-145,IU-145,fb3dd4c559,11544.485650192297,7039.048426346722,728.0,320.0,processed-in-r03-v001,medium-high,medium-high for concept; exact code punctuation should be checked against source image,Conditional rate limiting / testing / extension-style examples,from threading we return our limiter types | conditional rate limiting | using strategyopiton need to acquire | !!! | for testing | ratelimiterpartition and partitioned rate limiter,1,,OCR-assisted visible transcript from extracted SVG screenshot; source image preserved for verification.
R03-S040,S-146,IU-146,f77ba847a1,13675.319452921549,7335.407136201476,922.0,430.0,processed-in-r03-v001,medium-high,medium-high for concept; exact code punctuation should be checked against source image,System.Threading.RateLimiting limiter types returned from callbacks,conditional rate limiting | from threading we return our limiter types | so we need ratelimitpartition when | 1 we need specific ratelimiter and we need to pass | key (ratelimiter middleware case) | 2 we need to create ratelimiter with callback that has httpcontext,1,,OCR-assisted visible transcript from extracted SVG screenshot; source image preserved for verification.
R03-S041,S-148,IU-148,b899ea628b,12210.233664038882,7428.215083287065,925.0,363.0,processed-in-r03-v001,medium-high,medium-high for concept; exact code punctuation should be checked against source image,System.Threading.RateLimiting limiter types returned from callbacks,conditional rate limiting | from threading we return our limiter types | for testing | using strategyopiton need to acquire | !!! | so we need ratelimitpartition when,1,,OCR-assisted visible transcript from extracted SVG screenshot; source image preserved for verification.
R03-S042,S-149,IU-149,ec40b7bc05,11095.763326244814,7431.881810542691,881.0,421.0,processed-in-r03-v001,medium-high,medium-high for concept; exact code punctuation should be checked against source image,Conditional rate limiting / testing / extension-style examples,conditional rate limiting | from threading we return our limiter types | for testing | using strategyopiton need to acquire | !!! | ratelimiterpartition and partitioned rate limiter,1,,OCR-assisted visible transcript from extracted SVG screenshot; source image preserved for verification.
R03-S043,S-152,IU-152,70375a0351,13685.486170450846,7762.573777436828,915.0,319.0,processed-in-r03-v001,medium-high,medium-high for concept; exact code punctuation should be checked against source image,System.Threading.RateLimiting limiter types returned from callbacks,conditional rate limiting | from threading we return our limiter types | classic polly transient failures | new polly | vs httprequest exception | for testing,1,,OCR-assisted visible transcript from extracted SVG screenshot; source image preserved for verification.
R03-S044,S-153,IU-153,070fb786e0,12205.733664038882,7817.659510777299,954.0,373.0,processed-in-r03-v001,medium-high,medium-high for concept; exact code punctuation should be checked against source image,System.Threading.RateLimiting limiter types returned from callbacks,conditional rate limiting | from threading we return our limiter types | for testing | using strategyopiton need to acquire | !!! | so we need ratelimitpartition when,1,,OCR-assisted visible transcript from extracted SVG screenshot; source image preserved for verification.
R03-S045,S-154,IU-154,e272c21bda,11087.559712963564,7880.585559457617,930.0,291.0,processed-in-r03-v001,medium-high,medium-high for concept; exact code punctuation should be checked against source image,System.Threading.RateLimiting limiter types returned from callbacks,conditional rate limiting | for testing | from threading we return our limiter types | using strategyopiton need to acquire | !!! | so we need ratelimitpartition when,1,,OCR-assisted visible transcript from extracted SVG screenshot; source image preserved for verification.
R03-S046,S-158,IU-158,1b0e5519bf,11107.81888180037,8195.937366098242,928.0,324.0,processed-in-r03-v001,medium-high,medium-high for concept; exact code punctuation should be checked against source image,System.Threading.RateLimiting limiter types returned from callbacks,conditional rate limiting | for testing | from threading we return our limiter types | using strategyopiton need to acquire | !!! | so we need ratelimitpartition when,1,,OCR-assisted visible transcript from extracted SVG screenshot; source image preserved for verification.
R03-S047,S-159,IU-159,39976fc21a,12224.247640240268,8221.892115757768,866.0,482.0,processed-in-r03-v001,medium-high,medium-high for concept; exact code punctuation should be checked against source image,System.Threading.RateLimiting limiter types returned from callbacks,conditional rate limiting | for testing | from threading we return our limiter types | using strategyopiton need to acquire | classic polly transient failures | new polly,1,,OCR-assisted visible transcript from extracted SVG screenshot; source image preserved for verification.
R03-S048,S-162,IU-162,c037ae667f,11139.560524926546,8542.558866749288,856.0,482.0,processed-in-r03-v001,medium-high,medium-high for concept; exact code punctuation should be checked against source image,System.Threading.RateLimiting limiter types returned from callbacks,for testing | conditional rate limiting | from threading we return our limiter types | using strategyopiton need to acquire | !!! | classic polly transient failures,1,,OCR-assisted visible transcript from extracted SVG screenshot; source image preserved for verification.
R03-S049,S-164,IU-164,20244719a1,13709.233895438058,8694.453966515028,992.0,317.0,processed-in-r03-v001,medium-high,medium-high for concept; exact code punctuation should be checked against source image,R03 pipeline/rate-limiter source,conditional rate limiting | classic polly transient failures | new polly | vs httprequest exception | for testing | with extension,1,,OCR-assisted visible transcript from extracted SVG screenshot; source image preserved for verification.
R03-S050,S-166,IU-166,c1f70b7d39,12206.733765764144,8715.881749953729,932.0,241.0,processed-in-r03-v001,medium-high,medium-high for concept; exact code punctuation should be checked against source image,System.Threading.RateLimiting limiter types returned from callbacks,conditional rate limiting | for testing | from threading we return our limiter types | classic polly transient failures | new polly | vs httprequest exception,1,,OCR-assisted visible transcript from extracted SVG screenshot; source image preserved for verification.
R03-S051,S-168,IU-168,7d6a8e8312,13710.900460379464,9085.120623009168,914.0,301.0,processed-in-r03-v001,medium-high,medium-high for concept; exact code punctuation should be checked against source image,R03 pipeline/rate-limiter source,conditional rate limiting | for testing | classic polly transient failures | new polly | vs httprequest exception | with extension,1,,OCR-assisted visible transcript from extracted SVG screenshot; source image preserved for verification.
R03-S052,S-169,IU-169,5277e820bd,14735.400765555243,9174.620592491592,825.0,402.0,processed-in-r03-v001,medium-high,medium-high for concept; exact code punctuation should be checked against source image,R03 pipeline/rate-limiter source,classic polly transient failures | new polly | vs httprequest exception | conditional rate limiting | with extension | manually,1,,OCR-assisted visible transcript from extracted SVG screenshot; source image preserved for verification.
R03-S053,S-171,IU-171,60fce52ec2,13723.567147391184,9406.620592491592,950.0,250.0,processed-in-r03-v001,medium-high,medium-high for concept; exact code punctuation should be checked against source image,R03 pipeline/rate-limiter source,conditional rate limiting | for testing | classic polly transient failures | new polly | vs httprequest exception | with extension,1,,OCR-assisted visible transcript from extracted SVG screenshot; source image preserved for verification.
R03-S054,S-173,IU-173,5369b3f787,13757.56702532087,9707.120592491592,898.0,161.0,processed-in-r03-v001,medium-high,medium-high for concept; exact code punctuation should be checked against source image,R03 pipeline/rate-limiter source,conditional rate limiting | for testing | with extension | classic polly transient failures | new polly | vs httprequest exception,1,,OCR-assisted visible transcript from extracted SVG screenshot; source image preserved for verification.
R03-S055,S-176,IU-176,d6527f34a1,11542.40657626392,10178.731417292309,959.0,397.0,processed-in-r03-v001,medium-high,medium-high for concept; exact code punctuation should be checked against source image,R03 pipeline/rate-limiter source,for testing | conditional rate limiting | with extension | classic polly transient failures | new polly | vs httprequest exception,1,,OCR-assisted visible transcript from extracted SVG screenshot; source image preserved for verification.
R03-S056,S-179,IU-179,8b2be0bfe0,11602.306701748565,10604.519584586576,798.0,482.0,processed-in-r03-v001,medium-high,medium-high for concept; exact code punctuation should be checked against source image,R03 pipeline/rate-limiter source,for testing | conditional rate limiting | with extension | classic polly transient failures | new polly | vs httprequest exception,1,,OCR-assisted visible transcript from extracted SVG screenshot; source image preserved for verification.
R03-S057,S-181,IU-181,efdc6fb257,11524.739706146733,11115.731417292309,925.0,283.0,processed-in-r03-v001,medium-high,medium-high for concept; exact code punctuation should be checked against source image,R03 pipeline/rate-limiter source,for testing | conditional rate limiting | with extension | classic polly transient failures | new polly | vs httprequest exception,1,,OCR-assisted visible transcript from extracted SVG screenshot; source image preserved for verification.
R03-S058,S-182,IU-182,4f604be090,11485.573202240485,11496.397982233711,934.0,463.0,processed-in-r03-v001,medium-high,medium-high for concept; exact code punctuation should be checked against source image,R03 pipeline/rate-limiter source,for testing | conditional rate limiting | with extension | classic polly transient failures | new polly | vs httprequest exception,1,,OCR-assisted visible transcript from extracted SVG screenshot; source image preserved for verification.
R03-S059,S-183,IU-183,19f68a61d8,11542.539115596805,11986.741762751291,705.0,482.0,processed-in-r03-v001,medium-high,medium-high for concept; exact code punctuation should be checked against source image,R03 pipeline/rate-limiter source,for testing | conditional rate limiting | with extension | classic polly transient failures | new polly | vs httprequest exception,1,,OCR-assisted visible transcript from extracted SVG screenshot; source image preserved for verification.
R03-S060,S-184,IU-184,ebe43de39b,11595.90657626392,12521.731386774729,884.0,391.0,processed-in-r03-v001,medium-high,medium-high for concept; exact code punctuation should be checked against source image,R03 pipeline/rate-limiter source,for testing | conditional rate limiting | with extension | classic polly transient failures | new polly | vs httprequest exception,1,,OCR-assisted visible transcript from extracted SVG screenshot; source image preserved for verification.
R03-S061,S-185,IU-185,29c65452de,11574.895882164725,12936.07525884504,851.0,482.0,processed-in-r03-v001,medium-high,medium-high for concept; exact code punctuation should be checked against source image,R03 pipeline/rate-limiter source,for testing | with extension | conditional rate limiting | manually | classic polly transient failures | new polly,1,,OCR-assisted visible transcript from extracted SVG screenshot; source image preserved for verification.
R03-S062,S-186,IU-186,6b18c2f35f,11562.739828217043,13512.564669245432,817.0,284.0,processed-in-r03-v001,medium-high,medium-high for concept; exact code punctuation should be checked against source image,R03 pipeline/rate-limiter source,for testing | with extension | conditional rate limiting | manually | classic polly transient failures | new polly,1,,OCR-assisted visible transcript from extracted SVG screenshot; source image preserved for verification.
