source_id,expected_stage,expected_region,expected_status,ledger_region,ledger_status,decision_is_final,must_recheck_before_region_close,bad_placeholder_signal_found,closure_ok
S-030,EFCoreGeneral Stage2,EFC-R04,processed-in-efc-r04-v001,EFC-R04,processed-in-efc-r04-v001,yes-for-efc-r04-stage2,no-for-stage2-semantic-transcript,no,yes
S-031,EFCoreGeneral Stage1,EFC-R01,processed-in-efc-r01-v001,EFC-R01,processed-in-efc-r01-v001,yes-for-efc-r01-stage1,no-for-stage1-semantic-transcript,no,yes
S-032,EFCoreGeneral Stage2,EFC-R04,processed-in-efc-r04-v001,EFC-R04,processed-in-efc-r04-v001,yes-for-efc-r04-stage2,no-for-stage2-semantic-transcript,no,yes
S-033,EFCoreGeneral Stage1,EFC-R01,processed-in-efc-r01-v001,EFC-R01,processed-in-efc-r01-v001,yes-for-efc-r01-stage1,no-for-stage1-semantic-transcript,no,yes
S-034,EFCoreGeneral Stage1,EFC-R01,processed-in-efc-r01-v001,EFC-R01,processed-in-efc-r01-v001,yes-for-efc-r01-stage1,no-for-stage1-semantic-transcript,no,yes
S-035,EFCoreGeneral Stage1,EFC-R01,processed-in-efc-r01-v001,EFC-R01,processed-in-efc-r01-v001,yes-for-efc-r01-stage1,no-for-stage1-semantic-transcript,no,yes
S-036,EFCoreGeneral Stage1,EFC-R01,processed-in-efc-r01-v001,EFC-R01,processed-in-efc-r01-v001,yes-for-efc-r01-stage1,no-for-stage1-semantic-transcript,no,yes
S-037,EFCoreGeneral Stage1,EFC-R01,processed-in-efc-r01-v001,EFC-R01,processed-in-efc-r01-v001,yes-for-efc-r01-stage1,no-for-stage1-semantic-transcript,no,yes
S-038,EFCoreGeneral Stage1,EFC-R01,processed-in-efc-r01-v001,EFC-R01,processed-in-efc-r01-v001,yes-for-efc-r01-stage1,no-for-stage1-semantic-transcript,no,yes
S-039,EFCoreGeneral Stage1,EFC-R03,processed-in-efc-r03-v001,EFC-R03,processed-in-efc-r03-v001,yes-for-efc-r03-stage1,no-for-stage1-semantic-transcript,no,yes
S-040,EFCoreGeneral Stage1,EFC-R01,processed-in-efc-r01-v001,EFC-R01,processed-in-efc-r01-v001,yes-for-efc-r01-stage1,no-for-stage1-semantic-transcript,no,yes
S-041,EFCoreGeneral Stage1,EFC-R03,processed-in-efc-r03-v001,EFC-R03,processed-in-efc-r03-v001,yes-for-efc-r03-stage1,no-for-stage1-semantic-transcript,no,yes
S-042,EFCoreGeneral Stage1,EFC-R01,processed-in-efc-r01-v001,EFC-R01,processed-in-efc-r01-v001,yes-for-efc-r01-stage1,no-for-stage1-semantic-transcript,no,yes
S-043,EFCoreGeneral Stage1,EFC-R01,processed-in-efc-r01-v001,EFC-R01,processed-in-efc-r01-v001,yes-for-efc-r01-stage1,no-for-stage1-semantic-transcript,no,yes
S-044,EFCoreGeneral Stage1,EFC-R01,processed-in-efc-r01-v001,EFC-R01,processed-in-efc-r01-v001,yes-for-efc-r01-stage1,no-for-stage1-semantic-transcript,no,yes
S-045,EFCoreGeneral Stage1,EFC-R03,processed-in-efc-r03-v001,EFC-R03,processed-in-efc-r03-v001,yes-for-efc-r03-stage1,no-for-stage1-semantic-transcript,no,yes
S-046,EFCoreGeneral Stage1,EFC-R03,processed-in-efc-r03-v001,EFC-R03,processed-in-efc-r03-v001,yes-for-efc-r03-stage1,no-for-stage1-semantic-transcript,no,yes
S-047,EFCoreGeneral Stage1,EFC-R01,processed-in-efc-r01-v001,EFC-R01,processed-in-efc-r01-v001,yes-for-efc-r01-stage1,no-for-stage1-semantic-transcript,no,yes
S-048,EFCoreGeneral Stage1,EFC-R03,processed-in-efc-r03-v001,EFC-R03,processed-in-efc-r03-v001,yes-for-efc-r03-stage1,no-for-stage1-semantic-transcript,no,yes
S-049,EFCoreGeneral Stage1,EFC-R01,processed-in-efc-r01-v001,EFC-R01,processed-in-efc-r01-v001,yes-for-efc-r01-stage1,no-for-stage1-semantic-transcript,no,yes
S-050,EFCoreGeneral Stage1,EFC-R03,processed-in-efc-r03-v001,EFC-R03,processed-in-efc-r03-v001,yes-for-efc-r03-stage1,no-for-stage1-semantic-transcript,no,yes
S-051,EFCoreGeneral Stage1,EFC-R01,processed-in-efc-r01-v001,EFC-R01,processed-in-efc-r01-v001,yes-for-efc-r01-stage1,no-for-stage1-semantic-transcript,no,yes
S-052,EFCoreGeneral Stage1,EFC-R01,processed-in-efc-r01-v001,EFC-R01,processed-in-efc-r01-v001,yes-for-efc-r01-stage1,no-for-stage1-semantic-transcript,no,yes
S-053,EFCoreGeneral Stage1,EFC-R03,processed-in-efc-r03-v001,EFC-R03,processed-in-efc-r03-v001,yes-for-efc-r03-stage1,no-for-stage1-semantic-transcript,no,yes
S-054,EFCoreGeneral Stage1,EFC-R01,processed-in-efc-r01-v001,EFC-R01,processed-in-efc-r01-v001,yes-for-efc-r01-stage1,no-for-stage1-semantic-transcript,no,yes
S-055,EFCoreGeneral Stage1,EFC-R03,processed-in-efc-r03-v001,EFC-R03,processed-in-efc-r03-v001,yes-for-efc-r03-stage1,no-for-stage1-semantic-transcript,no,yes
S-056,EFCoreGeneral Stage1,EFC-R01,processed-in-efc-r01-v001,EFC-R01,processed-in-efc-r01-v001,yes-for-efc-r01-stage1,no-for-stage1-semantic-transcript,no,yes
S-057,EFCoreGeneral Stage1,EFC-R03,processed-in-efc-r03-v001,EFC-R03,processed-in-efc-r03-v001,yes-for-efc-r03-stage1,no-for-stage1-semantic-transcript,no,yes
S-058,EFCoreGeneral Stage1,EFC-R01,processed-in-efc-r01-v001,EFC-R01,processed-in-efc-r01-v001,yes-for-efc-r01-stage1,no-for-stage1-semantic-transcript,no,yes
S-059,EFCoreGeneral Stage1,EFC-R03,processed-in-efc-r03-v001,EFC-R03,processed-in-efc-r03-v001,yes-for-efc-r03-stage1,no-for-stage1-semantic-transcript,no,yes
S-060,EFCoreGeneral Stage1,EFC-R01,processed-in-efc-r01-v001,EFC-R01,processed-in-efc-r01-v001,yes-for-efc-r01-stage1,no-for-stage1-semantic-transcript,no,yes
S-061,EFCoreGeneral Stage2,EFC-R05,processed-in-efc-r05-v001,EFC-R05,processed-in-efc-r05-v001,yes-for-efc-r05-stage2,no-for-stage2-semantic-transcript,no,yes
S-062,EFCoreGeneral Stage2,EFC-R05,processed-in-efc-r05-v001,EFC-R05,processed-in-efc-r05-v001,yes-for-efc-r05-stage2,no-for-stage2-semantic-transcript,no,yes
S-063,EFCoreGeneral Stage2,EFC-R05,processed-in-efc-r05-v001,EFC-R05,processed-in-efc-r05-v001,yes-for-efc-r05-stage2,no-for-stage2-semantic-transcript,no,yes
S-064,EFCoreGeneral Stage2,EFC-R05,processed-in-efc-r05-v001,EFC-R05,processed-in-efc-r05-v001,yes-for-efc-r05-stage2,no-for-stage2-semantic-transcript,no,yes
S-065,EFCoreGeneral Stage2,EFC-R05,processed-in-efc-r05-v001,EFC-R05,processed-in-efc-r05-v001,yes-for-efc-r05-stage2,no-for-stage2-semantic-transcript,no,yes
