image_use_id,region,semantic_topic,recovery_status,semantic_review_status,sha256_12,symbol_id,x,y,display_width,display_height,source_width,source_height,asset_path
S-011,R02,"JwtBearerEvents token extraction, validation, challenge and forbid",recovered_missing,processed,3400d83d406c,image-f2af528eef74f51448d9957bf312787c05c1de53,14493.74601730064,2367.722012918286,757.0,302.0,757,302,source/images/3400d83d406c.png
S-012,R01,"CookieAuthenticationEvents contexts, renewal, redirects and logout",recovered_missing,processed,627968e446b8,image-fd05f17053fb5ecdacbd88aee880a0ff241b07c1,3959.084172347517,2466.34605337193,789.0,482.0,909,556,source/images/627968e446b8.png
S-013,R02,"JwtBearerEvents token extraction, validation, challenge and forbid",recovered_missing,processed,d3fed11d272d,image-8d1e2a5dcce96dae9ad12aa65b42b71820f22c10,14503.697297726325,2680.555149824988,775.0,482.0,943,587,source/images/d3fed11d272d.png
S-014,R02,"JwtBearerEvents token extraction, validation, challenge and forbid",recovered_missing,processed,b9fbe32426ba,image-f9dd5e9b2c1cad22eb5f5eac899ce246d5041abd,13006.628349496157,2719.3848503642294,886.0,273.0,886,273,source/images/b9fbe32426ba.png
S-015,R01,"CookieAuthenticationEvents contexts, renewal, redirects and logout",recovered_missing,processed,792dfd285cd1,image-c743ed1ec7dcd4400697e533fe6870ae768bcec6,6375.919019781715,2813.3435444432725,2176.0,470.0,468,101,source/images/792dfd285cd1.png
S-016,R01,"CookieAuthenticationEvents contexts, renewal, redirects and logout",recovered_missing,processed,c7b8f5626a25,image-fc68bd97b0e882a4e578f604f8c6bd0d7cc8fe85,2611.7615225041554,3126.1015361009013,453.0,210.0,453,210,source/images/c7b8f5626a25.png
S-017,R01,"CookieAuthenticationEvents contexts, renewal, redirects and logout",recovered_missing,processed,d6a8be8a1646,image-1cf0b29a4f245cfc2670097a2867d2d8999cf13b,3956.4090751383555,3156.4113942810254,566.0,324.0,566,324,source/images/d6a8be8a1646.png
S-018,R02,"JwtBearerEvents token extraction, validation, challenge and forbid",recovered_missing,processed,765fe7022f13,image-2192144b10765b7c95cb4e434703a2ef94d0f026,14502.349141041188,3194.396539798945,899.0,465.0,899,465,source/images/765fe7022f13.png
S-019,R01,"CookieAuthenticationEvents contexts, renewal, redirects and logout",recovered_missing,processed,5e9a131cb3e4,image-d26be3d13cde86d8465b736c4b97207ff0fd590e,2608.0131262991126,3343.2786448655497,844.0,482.0,971,555,source/images/5e9a131cb3e4.png
S-020,R01,"CookieAuthenticationEvents contexts, renewal, redirects and logout",recovered_missing,processed,9a52e9ba1ec5,image-e39b4fa17f10fe652e3d6728f9d05a6dd1e77698,6330.802546238727,3362.095952513184,3181.0,465.0,684,100,source/images/9a52e9ba1ec5.png
S-021,R01,"CookieAuthenticationEvents contexts, renewal, redirects and logout",recovered_missing,processed,193664622c63,image-05dbbd258a60756cde4838b92b863716681114dd,3968.6212333414805,3487.5477579173858,944.0,469.0,944,469,source/images/193664622c63.png
S-022,R02,"JwtBearerEvents token extraction, validation, challenge and forbid",recovered_missing,processed,24b0eb941322,image-53c48049eaf75dfe8a09bafca3fabc4569e168eb,13051.875786931418,3823.4299224050883,586.0,332.0,586,332,source/images/24b0eb941322.png
S-023,R02,"JwtBearerEvents token extraction, validation, challenge and forbid",recovered_missing,processed,773ff27f3afa,image-c9e0e5e758eae66710bb0d26829f5ec4352c3cbe,14507.326716334435,3827.677634341886,871.0,482.0,935,518,source/images/773ff27f3afa.png
S-024,R01,"CookieAuthenticationEvents contexts, renewal, redirects and logout",recovered_missing,processed,19ed58cd70f3,image-7a1b9373f525f4b03df80ce57aa8d423aca28ef3,6274.2069567839535,3877.833177674427,2070.0,451.0,445,97,source/images/19ed58cd70f3.png
S-025,R01,"CookieAuthenticationEvents contexts, renewal, redirects and logout",recovered_missing,processed,b3b6fe0a6837,image-891453a09ad35c5004020544595cd898b304a195,2613.651712840907,4163.27864486555,689.0,482.0,976,683,source/images/b3b6fe0a6837.png
S-026,R02,"JwtBearerEvents token extraction, validation, challenge and forbid",recovered_missing,processed,8b0fba6083bb,image-09efbd4d713ddb680934986681b10070e53b9d0c,13060.658837952935,4164.181237082987,906.0,356.0,906,356,source/images/8b0fba6083bb.png
S-027,R01,"CookieAuthenticationEvents contexts, renewal, redirects and logout",recovered_missing,processed,61efa56821d9,image-2a04f5019def05c48cba31be2808ef345ad0d21e,3979.5757787960247,4165.547757917389,893.0,233.0,893,233,source/images/61efa56821d9.png
S-028,R02,"JwtBearerEvents token extraction, validation, challenge and forbid",recovered_missing,processed,cd1912744526,image-66baae401da7ce3ac94766958e94438b35ad5601,14498.716009867898,4321.341047365215,866.0,463.0,933,499,source/images/cd1912744526.png
S-029,R01,"CookieAuthenticationEvents contexts, renewal, redirects and logout",recovered_missing,processed,1517dc9e0c86,image-f02742497a7d6c962f4ed4f6ccf087d4040fc034,6263.260235892707,4405.890306269441,2125.0,507.0,457,109,source/images/1517dc9e0c86.png
S-030,R01,"CookieAuthenticationEvents contexts, renewal, redirects and logout",recovered_missing,processed,e03fe4da3ee0,image-4e59e8f2ede4ee02fdc7d51f3c67ae621a1f8c33,3978.4474292289233,4413.012757029603,677.0,482.0,737,525,source/images/e03fe4da3ee0.png
S-031,R01,"CookieAuthenticationEvents contexts, renewal, redirects and logout",recovered_missing,processed,fd8b27068621,image-839d790f3963e0f1087bbd3d430aaf069e343b02,2623.5389449847753,4663.27879745344,689.0,482.0,922,645,source/images/fd8b27068621.png
S-032,R02,"JwtBearerEvents token extraction, validation, challenge and forbid",recovered_missing,processed,1438f0db5245,image-04418cd8a7d3f339e16c1fc67beda8cc37ac1a4d,14491.11972919056,4803.007729681918,920.0,310.0,920,310,source/images/1438f0db5245.png
S-033,R01,"CookieAuthenticationEvents contexts, renewal, redirects and logout",recovered_missing,processed,7ff56e700d91,image-da130bb541298bf943cc24759a38ae4f3e5066bd,3962.002057788719,4905.134006141816,872.0,482.0,908,502,source/images/7ff56e700d91.png
S-034,R01,"CookieAuthenticationEvents contexts, renewal, redirects and logout",recovered_missing,processed,f6d33f431b24,image-e80bd19c3ab0ddf89882861255771c0ed31ec08e,6308.93589786092,4912.572715940409,1944.0,419.0,418,90,source/images/f6d33f431b24.png
S-035,R02,"JwtBearerEvents token extraction, validation, challenge and forbid",recovered_missing,processed,bb2e62d8388f,image-38a470c11b319abca27a78b513882f0e99d52347,14494.350592321567,5098.9564789307115,692.0,434.0,692,434,source/images/bb2e62d8388f.png
S-036,R01,"CookieAuthenticationEvents contexts, renewal, redirects and logout",recovered_missing,processed,99d0c7f9e352,image-a059f1e03e7be2b5248760309bffcc6578ae717d,3965.3280503846545,5369.376393393228,958.0,482.0,991,499,source/images/99d0c7f9e352.png
S-037,R01,"CookieAuthenticationEvents contexts, renewal, redirects and logout",recovered_missing,processed,bd64fec2632e,image-64067c2e79da35034c60f9e6af306d8183168081,6292.822495624514,5436.42730850798,2074.0,488.0,446,105,source/images/bd64fec2632e.png
S-038,R02,"JwtBearerEvents token extraction, validation, challenge and forbid",recovered_missing,processed,4ccb30e9c6a2,image-e59d1bff23d41e02bb73dba0799a7bd5c7bb839a,13050.814044639286,5668.375407074167,807.0,482.0,937,560,source/images/4ccb30e9c6a2.png
S-039,R02,"JwtBearerEvents token extraction, validation, challenge and forbid",recovered_missing,processed,b064496ecb79,image-f5f0b8c789db90e2b58980f6ada2e030a70d142e,14505.799247670126,5671.6359504601605,905.0,343.0,905,343,source/images/b064496ecb79.png
S-040,R01,"CookieAuthenticationEvents contexts, renewal, redirects and logout",recovered_missing,processed,6ea3cc354d2f,image-1121cd6b62a31fc41223b790424283bd637ecdd1,2585.2615225041554,5924.768253630198,486.0,96.0,486,96,source/images/6ea3cc354d2f.png
S-041,R01,"CookieAuthenticationEvents contexts, renewal, redirects and logout",recovered_missing,processed,4cf94176032f,image-4c416e3fa2452bf95168ce31820968c3077a3470,3987.2272569565357,5988.926619778169,548.0,322.0,548,322,source/images/4cf94176032f.png
S-042,R02,"JwtBearerEvents token extraction, validation, challenge and forbid",recovered_missing,processed,8b6ea93c82e3,image-db25ecac1c20694ca2c87d0f9fb153708cc98f63,14500.208299071382,6012.6231142972865,754.0,463.0,925,568,source/images/8b6ea93c82e3.png
S-043,R01,"CookieAuthenticationEvents contexts, renewal, redirects and logout",recovered_missing,processed,249e4b30b068,image-3f01c77018b30830e4d9cb9df98fbbd639c51559,2604.5948049748586,6028.268253630198,484.0,369.0,484,369,source/images/249e4b30b068.png
S-044,R01,"CookieAuthenticationEvents contexts, renewal, redirects and logout",recovered_missing,processed,48ba067bc08a,image-10b2c7157c047b13512532f20c2b8b848344ed20,3991.681913384091,6317.8962242703565,910.0,338.0,910,338,source/images/48ba067bc08a.png
S-045,R02,"JwtBearerEvents token extraction, validation, challenge and forbid",recovered_missing,processed,6f698ab4dd0d,image-01a1b673fc3f8deabbc273e2cc41aac1346a5528,14506.796808706811,6476.212779636833,784.0,463.0,833,492,source/images/6f698ab4dd0d.png
S-046,R01,"CookieAuthenticationEvents contexts, renewal, redirects and logout",recovered_missing,processed,245756f9caea,image-de2b22664144c62bb92aa14fbb3da2c4b2f0be0d,3983.409223102368,6987.254877945776,792.0,291.0,792,291,source/images/245756f9caea.png
S-047,R02,"JwtBearerEvents token extraction, validation, challenge and forbid",recovered_missing,processed,67b1aa2a967b,image-31980a49e20c7a863b73d50bfd9ea6bb248e1e4f,12896.645000058787,7002.918287111814,586.0,292.0,586,292,source/images/67b1aa2a967b.png
S-048,R01,"CookieAuthenticationEvents contexts, renewal, redirects and logout",recovered_missing,processed,12e06a5d63ce,image-c764fdf6aa5b4314ddbf9915528512e5ff8db3ae,2422.9214405500425,7027.4589215709275,652.0,171.0,655,172,source/images/12e06a5d63ce.png
S-049,R02,"JwtBearerEvents token extraction, validation, challenge and forbid",recovered_missing,processed,efc0a3a44b06,image-962765775677d450e0d2c9b589013f11dd763451,14515.183863054743,7076.853930478184,757.0,310.0,757,310,source/images/efc0a3a44b06.png
S-050,R02,"JwtBearerEvents token extraction, validation, challenge and forbid",recovered_missing,processed,cd6330fb4ddc,image-b371ddd47ffc364450123b03ca5d30fe68baf17e,15342.825164272865,7099.801265916827,751.0,148.0,751,148,source/images/cd6330fb4ddc.png
S-051,R01,"CookieAuthenticationEvents contexts, renewal, redirects and logout",recovered_missing,processed,5d81f9f40d91,image-4242f3f505ab08a1446bb471e1cf2bfbe18c820f,2296.254555174066,7259.625562806279,917.0,441.0,917,441,source/images/5d81f9f40d91.png
S-052,R01,"CookieAuthenticationEvents contexts, renewal, redirects and logout",recovered_missing,processed,f907eee21d1f,image-d67bd02b55a1761e7be996bd2aa43be9b0e3f742,3991.7073435470156,7289.17447799904,906.0,482.0,917,488,source/images/f907eee21d1f.png
S-053,R02,"JwtBearerEvents token extraction, validation, challenge and forbid",recovered_missing,processed,412077760512,image-4a0f3665e37f64e108daf2f3706c9b6ed0cb362e,12876.566090234683,7320.597634688329,1019.0,369.0,1019,369,source/images/412077760512.png
S-054,R02,"JwtBearerEvents token extraction, validation, challenge and forbid",recovered_missing,processed,5f4237b8304f,image-6c3ff62c3df73d6e9a988e3ad36aa3733a600e4e,14503.770031107073,7395.187154261261,698.0,463.0,883,586,source/images/5f4237b8304f.png
S-055,R02,"JwtBearerEvents token extraction, validation, challenge and forbid",recovered_missing,processed,7039d7e019e7,image-47527e58ba66067b7a8316482ad6e17914a50ff9,15351.32727210701,7649.434277959426,720.0,271.0,720,271,source/images/7039d7e019e7.png
S-056,R02,"JwtBearerEvents token extraction, validation, challenge and forbid",recovered_missing,processed,d6befb79fdd8,image-c55c37517bd853e165ec6ac5c0017c7ee5675e7a,12852.88704466071,7733.167409211423,979.0,292.0,979,292,source/images/d6befb79fdd8.png
S-057,R01,"CookieAuthenticationEvents contexts, renewal, redirects and logout",recovered_missing,processed,8201e04b1740,image-481694712afaaf225db86bacab7606cd038349fb,2298.5879291975034,7738.625562806279,931.0,435.0,931,435,source/images/8201e04b1740.png
S-058,R02,"JwtBearerEvents token extraction, validation, challenge and forbid",recovered_missing,processed,befabe49631a,image-48fe2e1905a09b4bb40d2fe54556db50af62d043,14494.068478439356,7850.0205188946675,750.0,417.0,750,417,source/images/befabe49631a.png
S-059,R01,"CookieAuthenticationEvents contexts, renewal, redirects and logout",recovered_missing,processed,b5b6a936ccd6,image-8467f259b1d5c3df9b1bf93f0e0baa67c794e611,3978.8939976052097,7894.694308876169,898.0,304.0,898,304,source/images/b5b6a936ccd6.png
S-060,R01,"CookieAuthenticationEvents contexts, renewal, redirects and logout",recovered_missing,processed,532508027f6b,image-bcd847a957c176d4f41d4d7c01907707d929d12f,2304.039849206398,8176.302686829717,912.0,482.0,955,505,source/images/532508027f6b.png
S-061,R01,"CookieAuthenticationEvents contexts, renewal, redirects and logout",recovered_missing,processed,55bed5fc0aba,image-d677a3903eb8853ad0584b03a71b8df41557dc59,3978.151499380776,8195.088285261107,931.0,382.0,931,382,source/images/55bed5fc0aba.png
S-062,R02,"JwtBearerEvents token extraction, validation, challenge and forbid",recovered_missing,processed,922818a92257,image-3fb56eed63623f366d45aad7214a723762b60221,12932.240180025303,8383.180162809342,511.0,301.0,511,301,source/images/922818a92257.png
S-063,R02,"JwtBearerEvents token extraction, validation, challenge and forbid",recovered_missing,processed,4529a8bec099,image-714778f946255017eda742ca6f5590f170b02c5d,14496.196746167723,8400.123067347198,836.0,285.0,836,285,source/images/4529a8bec099.png
S-064,R02,"JwtBearerEvents token extraction, validation, challenge and forbid",recovered_missing,processed,cd6330fb4ddc,image-b371ddd47ffc364450123b03ca5d30fe68baf17e,15391.713917528072,8419.801265916805,751.0,148.0,751,148,source/images/cd6330fb4ddc.png
S-065,R02,"JwtBearerEvents token extraction, validation, challenge and forbid",recovered_missing,processed,95a6ab853089,image-369d46ad891e55a659cbb99fe6b80d13f9d420cf,14500.08885028289,8698.776960451167,804.0,463.0,918,529,source/images/95a6ab853089.png
S-066,R02,"JwtBearerEvents token extraction, validation, challenge and forbid",recovered_missing,processed,f246ac456e5d,image-2a00df36edaef26da5221648fad52d853f591314,12905.453151303904,8716.638095697253,944.0,315.0,944,315,source/images/f246ac456e5d.png
S-067,R01,"CookieAuthenticationEvents contexts, renewal, redirects and logout",recovered_missing,processed,b9efc2f9dd79,image-58ed55bc91b2a039d6a49fef702e31a255817598,3985.8333175625958,8746.694308876158,712.0,360.0,712,360,source/images/b9efc2f9dd79.png
S-068,R01,"CookieAuthenticationEvents contexts, renewal, redirects and logout",recovered_missing,processed,a4597f1516bc,image-12de44bdb5f15d7460e6c121239f67b780c348b8,2705.9766411556484,8847.630241847673,1009.0,324.0,1009,324,source/images/a4597f1516bc.png
S-069,R02,"JwtBearerEvents token extraction, validation, challenge and forbid",recovered_missing,processed,a4cacc0f578a,image-860e8d4a10ccb443f90790e164c74081992f5727,14501.850498421329,9162.815375039518,677.0,335.0,677,335,source/images/a4cacc0f578a.png
S-070,R01,"CookieAuthenticationEvents contexts, renewal, redirects and logout",recovered_missing,processed,3a0e5f9f768b,image-a916a32634df9f14fd8602e547c17ec8a8c035cb,3967.3938866321987,9243.315557988371,681.0,271.0,681,271,source/images/3a0e5f9f768b.png
S-071,R01,"CookieAuthenticationEvents contexts, renewal, redirects and logout",recovered_missing,processed,7e74d55fba4c,image-2a2d648f9cc7186ef57c83270532efd9d3efdfab,1710.801117850754,9511.768141490225,1008.0,292.0,1008,292,source/images/7e74d55fba4c.png
S-072,R01,"CookieAuthenticationEvents contexts, renewal, redirects and logout",recovered_missing,processed,9d179419a484,image-637c87412d76b42ea08f3d37f05991eea5361095,3942.1061558083347,9641.30033249121,894.0,292.0,894,292,source/images/9d179419a484.png
S-073,R01,"CookieAuthenticationEvents contexts, renewal, redirects and logout",recovered_missing,processed,6d99143008b6,image-d3b5d1e47043dd35d92135d9241acc10f9dedaa4,1746.6953224082163,9829.945250254874,790.0,482.0,938,573,source/images/6d99143008b6.png
S-074,R01,"CookieAuthenticationEvents contexts, renewal, redirects and logout",recovered_missing,processed,c32ca55c0b30,image-525f6c9fe531f5eac9145c511d4b64be296643cf,3957.4545666748127,9937.179138865493,953.0,396.0,953,396,source/images/c32ca55c0b30.png
S-075,R01,"CookieAuthenticationEvents contexts, renewal, redirects and logout",recovered_missing,processed,39ec433fb24a,image-d2c4780205fa20bef62d6e9666051a1a3757c686,365.2837937730619,9967.651479344775,840.0,482.0,913,524,source/images/39ec433fb24a.png
S-076,R01,"CookieAuthenticationEvents contexts, renewal, redirects and logout",recovered_missing,processed,5f4746c0e49f,image-7c2071825e15230ba068b30c9e8bafdd6d9b6d61,369.49108690783396,10451.778429563343,828.0,482.0,944,550,source/images/5f4746c0e49f.png
S-077,R03,Shared API endpoint metadata and ProblemDetails response behavior,recovered_missing,processed,b75a05eec15e,image-031131b1e9af89463d18fa164927db746f8d8f98,8889.746372038651,10501.358141396926,923.0,450.0,923,450,source/images/b75a05eec15e.png
S-078,R01,"CookieAuthenticationEvents contexts, renewal, redirects and logout",recovered_missing,processed,b266b1e8bb85,image-706d879ae80acef8af04ffd96edba5c51f547fd5,351.7538979281926,11026.22290791621,854.0,482.0,907,512,source/images/b266b1e8bb85.png
S-079,R03,Shared API endpoint metadata and ProblemDetails response behavior,recovered_missing,processed,5570afa48c50,image-68a2abe6d19868753a68707615412cf5ecce6368,8903.428199662525,11074.059531642477,727.0,482.0,928,616,source/images/5570afa48c50.png
S-080,R03,Shared API endpoint metadata and ProblemDetails response behavior,recovered_missing,processed,15704b06bf75,image-91608bf1a1e9207a2da03f15327cfa0ea5be0622,8883.678515715423,11607.451295965391,927.0,145.0,927,145,source/images/15704b06bf75.png
S-081,R01,"CookieAuthenticationEvents contexts, renewal, redirects and logout",recovered_missing,processed,f385cfeceb2e,image-6d0f3d4a5fc4486820879bcd25d845052a45c338,333.1251951287122,11639.379157916217,925.0,456.0,925,456,source/images/f385cfeceb2e.png
S-082,R03,Shared API endpoint metadata and ProblemDetails response behavior,already_present,processed,49bd58071eb1,image-b959d7ce13228fbafa5a09935ec35a0b52536cfb,7255.543666189751,11644.064685701636,904.0,223.0,904,223,source/images/49bd58071eb1.png
S-083,R01,"CookieAuthenticationEvents contexts, renewal, redirects and logout",already_present,processed,be9e412cffc2,image-dab5bf939b1931352df6fdad41b4f416ee0f5b2c,6083.453764311027,11680.405931322599,954.0,330.0,954,330,source/images/be9e412cffc2.png
S-084,R03,Shared API endpoint metadata and ProblemDetails response behavior,recovered_missing,processed,07d254804493,image-f7bae3c5b8b771894ef9561b4cd92a4161be708b,8895.992523830566,11851.750181250314,803.0,430.0,818,438,source/images/07d254804493.png
S-085,R03,Shared API endpoint metadata and ProblemDetails response behavior,already_present,processed,8039e31637ec,image-a488f4f591625fd7e97ec0d705edf12fd357213b,7249.891051876981,11871.358297742812,894.0,430.0,960,462,source/images/8039e31637ec.png
S-086,R01,"CookieAuthenticationEvents contexts, renewal, redirects and logout",recovered_missing,processed,f6d5073f0bee,image-b3e8cfd51e739cefc0ba7cb6eb53c02f2f3919fa,342.06967348157923,12040.212440386926,936.0,481.0,936,481,source/images/f6d5073f0bee.png
S-087,R03,Shared API endpoint metadata and ProblemDetails response behavior,already_present,processed,715f7f549ced,image-2d63ba7b655ba5e3f8f540a907a3c62527f85b35,7232.125188955855,12319.929682717699,944.0,430.0,986,449,source/images/715f7f549ced.png
S-088,R01,"CookieAuthenticationEvents contexts, renewal, redirects and logout",recovered_missing,processed,53758e46a2ce,image-04e9fdc0018e5dbd128764275df9fdc4c794d685,321.68071677584885,12627.601346230023,979.0,324.0,979,324,source/images/53758e46a2ce.png
S-089,R03,Shared API endpoint metadata and ProblemDetails response behavior,already_present,processed,80c661ac2e40,image-a86d38c28fbb41a092e7f1dabb57f87370435f93,7214.834702159802,12762.858254146286,996.0,327.0,996,327,source/images/80c661ac2e40.png
S-090,R01,"CookieAuthenticationEvents contexts, renewal, redirects and logout",recovered_missing,processed,afa74271211d,image-fab64d5d3f4c6accb3811a9ecfe4c38c4831a4fe,337.1251951287122,12916.934628700734,917.0,312.0,917,312,source/images/afa74271211d.png
S-091,R03,Shared API endpoint metadata and ProblemDetails response behavior,already_present,processed,83c1a1a69cbf,image-02d3225d6043a91f642a77d025e42e39538d6ff0,7223.572782865718,13109.548788465476,969.0,306.0,969,306,source/images/83c1a1a69cbf.png
S-092,R01,"CookieAuthenticationEvents contexts, renewal, redirects and logout",recovered_missing,processed,a20503dcc66b,image-e518457ba0ea0cbace6e755f05097da27428a0ba,346.79176007011847,13227.434781288624,911.0,431.0,911,431,source/images/a20503dcc66b.png
S-093,R01,"CookieAuthenticationEvents contexts, renewal, redirects and logout",recovered_missing,processed,a4249408c47e,image-5037d1acf26a674a5e0ae50290138a0525044f2d,336.5413623428467,13772.889574582898,852.0,482.0,971,550,source/images/a4249408c47e.png
S-094,R01,"CookieAuthenticationEvents contexts, renewal, redirects and logout",recovered_missing,processed,811240e181e2,image-a5c61fe6f80207748b579d310fdc395e59ac52a7,336.5413624034518,14389.045773896703,962.0,450.0,962,450,source/images/811240e181e2.png
